lemmata EN;bn:id;wn_synset;Column4;description;confidence
madrigale_spirituale;bn:03681522n;wn:1732014v;A;sing madrigals;0.6137028932571411
madrigali_spirituali;bn:03681522n;wn:1732014v;A;sing madrigals;0.6137028932571411
picture_disc;bn:03683258n;wn:2757061n;P;compact discs used to reproduce sound (voice and music);0.565476655960083
list_of_picture_discs;bn:03683258n;wn:2757061n;P;compact discs used to reproduce sound (voice and music);0.565476655960083
picture_disk;bn:03683258n;wn:2757061n;P;compact discs used to reproduce sound (voice and music);0.565476655960083
prolation_canon;bn:03685845n;wn:6816106n;I;a musical composition in printed or written form;0.4963010847568512
proportional_canon;bn:03685845n;wn:6816106n;I;a musical composition in printed or written form;0.4963010847568512
canon_by_diminution;bn:03685845n;wn:6816106n;I;a musical composition in printed or written form;0.4963010847568512
canon_per_diminutionem;bn:03685845n;wn:6816106n;I;a musical composition in printed or written form;0.4963010847568512
canon_by_augmentation;bn:03685845n;wn:6816106n;I;a musical composition in printed or written form;0.4963010847568512
canon_per_augmentationem;bn:03685845n;wn:6816106n;I;a musical composition in printed or written form;0.4963010847568512
diminution_canon;bn:03685845n;wn:6816106n;I;a musical composition in printed or written form;0.4963010847568512
augmentation_canon;bn:03685845n;wn:6816106n;I;a musical composition in printed or written form;0.4963010847568512
sloth_canon;bn:03685845n;wn:6816106n;I;a musical composition in printed or written form;0.4963010847568512
mensuration_canon;bn:03685845n;wn:6816106n;I;a musical composition in printed or written form;0.4963010847568512
anarcho-punk;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarchist_punk;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarcho_punk;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
peace_punk;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarcha-punk;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
punk_anarchist;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarchist_rock;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarcho_punks;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarchore;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anpunk;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarcho-punk_rock;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
punk_anarchism;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarcha_punk;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarchist_hardcore;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarcho-core;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarcho-rock;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarchopunk;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
punk_and_anarchism;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarchist_punk_rock;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarcho-punks;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
hardcore_anarcho-punk;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarchism_and_punk;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
anarchocore;bn:03686154n;wn:2621348a;A;of or related to anarchism or tending toward anarchism;0.6654927730560303
insound;bn:03686641n;wn:8478261n;I;a company that makes and sells musical recordings;0.5326284170150757
insound.com;bn:03686641n;wn:8478261n;I;a company that makes and sells musical recordings;0.5326284170150757
insound_records;bn:03686641n;wn:8478261n;I;a company that makes and sells musical recordings;0.5326284170150757
drum_and_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
jump-up;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum'n'bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum_&_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum_n_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum_'n'_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
dnb;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum_n'_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drumandbass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
jungle_techno;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drums_and_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum'n'base;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
list_of_jungle_and_drum'n'bass_record_labels;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
atmospheric_drum_&_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drums_n_base;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
jungle_and_drum_and_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum_’n’_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
darkstep;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
jazzstep;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
d&b_music;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum_and_bass_music;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
dnb_step;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum‘n’bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
d’n’b;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum&bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum_'n_base;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum_funk;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drumfunk;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum-n-bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum_&_bass_rap;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum'n'bass_music;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
techno-dnb;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
jungle/drum_n_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drumstep;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
fulldress_drum_and_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum_'n_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
electronic_music/jungle;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
choppage;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
d'n'b;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
electronic_music/drum_and_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
atmospheric_drum_and_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drill_n_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum-and-bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
intelligent_drum_and_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drum’n’bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
drumm_and_bass;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
list_of_jungle_and_drum_n_bass_record_labels;bn:03688691n;wn:4387201n;D;a drum;0.5950177311897278
ricercar;bn:03688998n;wn:7044353n;A;a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style;0.5056133270263672
ricercare;bn:03688998n;wn:7044353n;A;a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style;0.5056133270263672
recercar;bn:03688998n;wn:7044353n;A;a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style;0.5056133270263672
ricercares;bn:03688998n;wn:7044353n;A;a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style;0.5056133270263672
ricercari;bn:03688998n;wn:7044353n;A;a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style;0.5056133270263672
ricercars;bn:03688998n;wn:7044353n;A;a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style;0.5056133270263672
recercare;bn:03688998n;wn:7044353n;A;a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style;0.5056133270263672
ricecare;bn:03688998n;wn:7044353n;A;a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style;0.5056133270263672
drop_c_tuning;bn:03691372n;wn:3187153n;D;the control on a radio or television set that is used for tuning;0.4095939099788666
drop_c;bn:03691372n;wn:3187153n;D;the control on a radio or television set that is used for tuning;0.4095939099788666
dropped_c;bn:03691372n;wn:3187153n;D;the control on a radio or television set that is used for tuning;0.4095939099788666
intelligent_dance_music;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
idm;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
intelligent_techno;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
experimental_dance;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
art_dance;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
romulo_del_castillo;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
soul_oddity;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
post-techno;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
avant-garde_dance_music;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
post-dance_music;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
schematic_records;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
experimental_dance_music;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
ambient_techno;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
idm_music;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
intelligence_dance_music;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
avant-garde_dance;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
intelligent_dance;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
art_dance_music;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
post-rave_music;bn:03692302n;wn:7058064n;"\"",a style of fast heavy electronic dance music usually without vocals,0.6445471048355103";;
rotation;bn:03694357n;wn:3112379a;I;of or pertaining to rotation;0.6048458814620972
light_rotation;bn:03694357n;wn:3112379a;I;of or pertaining to rotation;0.6048458814620972
rotation_music;bn:03694357n;wn:3112379a;I;of or pertaining to rotation;0.6048458814620972
music_rotation;bn:03694357n;wn:3112379a;I;of or pertaining to rotation;0.6048458814620972
heavy_rotation;bn:03694357n;wn:3112379a;I;of or pertaining to rotation;0.6048458814620972
american_indian_opera;bn:03696206n;wn:7026827n;A;opera in which all the text is sung;0.523335337638855
native_american_opera;bn:03696206n;wn:7026827n;A;opera in which all the text is sung;0.523335337638855
american_indian_grand_opera;bn:03696206n;wn:7026827n;A;opera in which all the text is sung;0.523335337638855
kari;bn:03699332n;wn:4991511n;K;the rhythmic property imparted by the accents and relative durations of notes in a piece of music;0.46510374546051025
hofii;bn:03702217n;wn:11874300n;H;hoary alyssum;0.44759613275527954
death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
slamming_death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
slam_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
brutal_death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
gore_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
post-death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
carnation;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
cookie_monster_music;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
blackened_death;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
chapel_of_abhorrence;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
norwegian_death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
black_death_music;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
dead_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
deathrash;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
black-death;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
melodic_blackened_death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
proto-death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
finnish_death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
black/death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
death/black_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
slamming_brutal_death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
slam_music;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
brutal_death;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
death-metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
cookie_monster_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
deathmetal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
death_metal_music;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
deth_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
slam_death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
death-thrash;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
prog_death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
death/black;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
black_death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
neo-classical_death_metal;bn:03703086n;wn:10311995n;D;a fan of heavy metal music;0.7137598395347595
digital_synthesizer;bn:03704636n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5995525121688843
digital_synthesis;bn:03704636n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5995525121688843
digital_synth;bn:03704636n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5995525121688843
digital_synthesiser;bn:03704636n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5995525121688843
digital_synthesizers;bn:03704636n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5995525121688843
passover_songs;bn:03705115n;wn:15191494n;P;the Jewish feast of the Passover;0.5941950678825378
haggadah_music;bn:03705115n;wn:15191494n;P;the Jewish feast of the Passover;0.5941950678825378
passover_music;bn:03705115n;wn:15191494n;P;the Jewish feast of the Passover;0.5941950678825378
ki_lo_na'eh;bn:03705115n;wn:15191494n;P;the Jewish feast of the Passover;0.5941950678825378
ki_lo_naeh;bn:03705115n;wn:15191494n;P;the Jewish feast of the Passover;0.5941950678825378
passover_song;bn:03705115n;wn:15191494n;P;the Jewish feast of the Passover;0.5941950678825378
keytar;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
korg_rk-100_keytar;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
key-tar;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
keyboard_guitar;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
gui-board;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
synthtar;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
guiboard;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
strap-on_keyboard;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
keytars;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
rock_keyboard;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
strap-on_synth;bn:03705316n;wn:3614532n;T;a musical instrument that is played by means of a keyboard;0.5430960655212402
sadcore;bn:03707422n;wn:1362684s;S;characterized by or causing or expressing sadness;0.5113108158111572
colored_music_notation;bn:03708831n;wn:6814870n;C;(music) notation used by musicians;0.6211771965026855
progressive_tonality;bn:03709103n;wn:236668r;P;without tonality;0.5782613754272461
dramatic_key_symbolism;bn:03709103n;wn:236668r;P;without tonality;0.5782613754272461
regressive_tonality;bn:03709103n;wn:236668r;P;without tonality;0.5782613754272461
double-tonic_complex;bn:03709103n;wn:236668r;P;without tonality;0.5782613754272461
concentric_tonality;bn:03709103n;wn:236668r;P;without tonality;0.5782613754272461
directional_tonality;bn:03709103n;wn:236668r;P;without tonality;0.5782613754272461
come_and_sing;bn:03709982n;wn:546389n;A;the act of singing;0.5845291018486023
brazilian_thrash_metal;bn:03710265n;wn:1587713n;A;thrashers;0.4260169267654419
hook;bn:03710329n;wn:1365709v;"\"",catch with a hook,0.5900972485542297";;
musical_hook;bn:03710329n;wn:1365709v;"\"",catch with a hook,0.5900972485542297";;
hook_line;bn:03710329n;wn:1365709v;"\"",catch with a hook,0.5900972485542297";;
hookline;bn:03710329n;wn:1365709v;"\"",catch with a hook,0.5900972485542297";;
callout_hook;bn:03710329n;wn:1365709v;"\"",catch with a hook,0.5900972485542297";;
hooks;bn:03710329n;wn:1365709v;"\"",catch with a hook,0.5900972485542297";;
tenso;bn:03710873n;wn:1050165v;A;speak, chant, or declaim in a singsong;0.4169744551181793
poetical_debate;bn:03710873n;wn:1050165v;A;speak, chant, or declaim in a singsong;0.4169744551181793
tenço;bn:03710873n;wn:1050165v;A;speak, chant, or declaim in a singsong;0.4169744551181793
tenzone;bn:03710873n;wn:1050165v;A;speak, chant, or declaim in a singsong;0.4169744551181793
tensó;bn:03710873n;wn:1050165v;A;speak, chant, or declaim in a singsong;0.4169744551181793
tençon;bn:03710873n;wn:1050165v;A;speak, chant, or declaim in a singsong;0.4169744551181793
taqsim;bn:03711239n;wn:348592r;T;(musical direction) in the manner of a glissando (with a rapidly executed series of notes);0.43519383668899536
taqsīm;bn:03711239n;wn:348592r;T;(musical direction) in the manner of a glissando (with a rapidly executed series of notes);0.43519383668899536
taksim;bn:03711239n;wn:348592r;T;(musical direction) in the manner of a glissando (with a rapidly executed series of notes);0.43519383668899536
taksimi;bn:03711239n;wn:348592r;T;(musical direction) in the manner of a glissando (with a rapidly executed series of notes);0.43519383668899536
taqasim;bn:03711239n;wn:348592r;T;(musical direction) in the manner of a glissando (with a rapidly executed series of notes);0.43519383668899536
ταξίμι;bn:03711239n;wn:348592r;T;(musical direction) in the manner of a glissando (with a rapidly executed series of notes);0.43519383668899536
تَقْسِيم‎;bn:03711239n;wn:348592r;T;(musical direction) in the manner of a glissando (with a rapidly executed series of notes);0.43519383668899536
takism;bn:03711239n;wn:348592r;T;(musical direction) in the manner of a glissando (with a rapidly executed series of notes);0.43519383668899536
sato;bn:03714646n;wn:9535409n;T;Japanese counterpart of Chinese Kuan Yin;0.46517878770828247
european_hip_hop;bn:03714894n;wn:12398384n;E;native American plant sometimes confused with the European hop;0.4490507245063782
european_rap;bn:03714894n;wn:12398384n;E;native American plant sometimes confused with the European hop;0.4490507245063782
europe_hip_hop;bn:03714894n;wn:12398384n;E;native American plant sometimes confused with the European hop;0.4490507245063782
chiptune;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
chip_tune;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
keygen_music;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
chip_music;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
8-bit_music;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
picopop;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
chipcore;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
chipmusic;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
chip-music;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
8_bit_music;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
8-bit;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
chiptunes;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
blip_blop;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
chip_pop;bn:03714996n;wn:1598140v;C;play a chip shot;0.47754472494125366
standard_repertoire;bn:03717688n;wn:8255373n;S;a soiree assembled for the purpose of listening to music;0.4657846689224243
repertoire;bn:03717688n;wn:8255373n;S;a soiree assembled for the purpose of listening to music;0.4657846689224243
motet-chanson;bn:03717814n;wn:11221268n;T;Italian composer (1526-1594);0.46188628673553467
chanson_motet;bn:03717814n;wn:11221268n;T;Italian composer (1526-1594);0.46188628673553467
motet_chanson;bn:03717814n;wn:11221268n;T;Italian composer (1526-1594);0.46188628673553467
chanson-motet;bn:03717814n;wn:11221268n;T;Italian composer (1526-1594);0.46188628673553467
pastorale_héroïque;bn:03718784n;wn:11271859n;P;French dramatist and poet whose play immortalized Cyrano de Bergerac (1868-1918);0.4756951928138733
pastorale-heroique;bn:03718784n;wn:11271859n;P;French dramatist and poet whose play immortalized Cyrano de Bergerac (1868-1918);0.4756951928138733
pastorale-héroïque;bn:03718784n;wn:11271859n;P;French dramatist and poet whose play immortalized Cyrano de Bergerac (1868-1918);0.4756951928138733
pastorale_heroique;bn:03718784n;wn:11271859n;P;French dramatist and poet whose play immortalized Cyrano de Bergerac (1868-1918);0.4756951928138733
pastorale_héroique;bn:03718784n;wn:11271859n;P;French dramatist and poet whose play immortalized Cyrano de Bergerac (1868-1918);0.4756951928138733
punk_rock_in_california;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
california_punk_rock;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
cali_punk;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
san_francisco_hardcore;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
californian_hardcore;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
la_punk_band;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
east_bay_punk;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
punk_in_california;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
californian_punk;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
punk_rock_scene_in_california;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
california_punk_band;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
california_punk;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
california's_punk_rock_scene;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
california_punk_scene;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
california's_punk_rock_culture;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
punk_rock_culture_in_california;bn:03719597n;wn:8289841n;S;"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music";0.61292564868927
bakersfield_sound;bn:03720025n;wn:7062315n;T;country music originating in mountainous regions of southern United States;0.5669217705726624
coloratura;bn:03720002n;wn:9938080n;C;a lyric soprano who specializes in coloratura vocal music;0.652409553527832
dramatic_coloratura;bn:03720002n;wn:9938080n;C;a lyric soprano who specializes in coloratura vocal music;0.652409553527832
colloratura;bn:03720002n;wn:9938080n;C;a lyric soprano who specializes in coloratura vocal music;0.652409553527832
koloratur;bn:03720002n;wn:9938080n;C;a lyric soprano who specializes in coloratura vocal music;0.652409553527832
florid_music;bn:03720002n;wn:9938080n;C;a lyric soprano who specializes in coloratura vocal music;0.652409553527832
