wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:02510926n,,"equalization, eq, shelving_filter, audio_equalization, equalisation, graphic_equalizer, equalizer, graphic_equilizer, mirrored_equalization, audio_equalisation, dynamic_equalization, audio_equalizer, 1/f_controller, parametric_equalization, parametric_equaliser, parametric_equalisation, parametric_eq, sound_equalisation, parametric_equalizer, dynamic_equalizer, parametric_filter, sound_equalization, eq_filter, eq_controller, graphic_equaliser, british_eq, equalisation_filter",Equalization is the process of adjusting the balance between frequency components within an electronic signal.,équaliseur,YES
,bn:02510926n,,"equalization, eq, shelving_filter, audio_equalization, equalisation, graphic_equalizer, equalizer, graphic_equilizer, mirrored_equalization, audio_equalisation, dynamic_equalization, audio_equalizer, 1/f_controller, parametric_equalization, parametric_equaliser, parametric_equalisation, parametric_eq, sound_equalisation, parametric_equalizer, dynamic_equalizer, parametric_filter, sound_equalization, eq_filter, eq_controller, graphic_equaliser, british_eq, equalisation_filter",Equalization is the process of adjusting the balance between frequency components within an electronic signal.,eq,YES
,bn:02510926n,,"equalization, eq, shelving_filter, audio_equalization, equalisation, graphic_equalizer, equalizer, graphic_equilizer, mirrored_equalization, audio_equalisation, dynamic_equalization, audio_equalizer, 1/f_controller, parametric_equalization, parametric_equaliser, parametric_equalisation, parametric_eq, sound_equalisation, parametric_equalizer, dynamic_equalizer, parametric_filter, sound_equalization, eq_filter, eq_controller, graphic_equaliser, british_eq, equalisation_filter",Equalization is the process of adjusting the balance between frequency components within an electronic signal.,égaliseur_paramétrique,YES
,bn:02510926n,,"equalization, eq, shelving_filter, audio_equalization, equalisation, graphic_equalizer, equalizer, graphic_equilizer, mirrored_equalization, audio_equalisation, dynamic_equalization, audio_equalizer, 1/f_controller, parametric_equalization, parametric_equaliser, parametric_equalisation, parametric_eq, sound_equalisation, parametric_equalizer, dynamic_equalizer, parametric_filter, sound_equalization, eq_filter, eq_controller, graphic_equaliser, british_eq, equalisation_filter",Equalization is the process of adjusting the balance between frequency components within an electronic signal.,égaliseur_graphique,YES
,bn:14502687n,,"emo_pop, emo_pop_punk, emo_pop_rock, pop_emo, emo-pop, melodic_emo, emotional_pop_punk",Emo pop is a fusion genre combining together emo and pop punk.,emo_pop,YES
,bn:14502687n,,"emo_pop, emo_pop_punk, emo_pop_rock, pop_emo, emo-pop, melodic_emo, emotional_pop_punk",Emo pop is a fusion genre combining together emo and pop punk.,emo-pop,YES
,bn:03355310n,,"elevator_music, elevator_muzak, wired_radio,_inc., muzak_version","Quiet background music played in elevators, waiting rooms and public buildings",musique_d'ascenseur,YES
,bn:03355310n,,"elevator_music, elevator_muzak, wired_radio,_inc., muzak_version","Quiet background music played in elevators, waiting rooms and public buildings",muzak,YES
,bn:03355310n,,"elevator_music, elevator_muzak, wired_radio,_inc., muzak_version","Quiet background music played in elevators, waiting rooms and public buildings",musique_d'aéroport,YES
,bn:03355310n,,"elevator_music, elevator_muzak, wired_radio,_inc., muzak_version","Quiet background music played in elevators, waiting rooms and public buildings",musak,YES
,bn:03355310n,,"elevator_music, elevator_muzak, wired_radio,_inc., muzak_version","Quiet background music played in elevators, waiting rooms and public buildings",musique_de_supérette,YES
,bn:03355310n,,"elevator_music, elevator_muzak, wired_radio,_inc., muzak_version","Quiet background music played in elevators, waiting rooms and public buildings",musique_d’ascenseur,YES
,bn:15227681n,,"electropop, electro_pop, electro-pop, courvete_courvete_hop_in_a_mf_jet_like_det_ni_nimini_nimini_like_dat, electric_pop, electronic_pop, 2000s_in_electro_pop_music, poptronica, electro-pop_music, 2000s_in_electropop_music, elektropop, modern_synthpop",Electropop is a music genre combining elements of electronic and pop genres.,electropop,YES
,bn:15227681n,,"electropop, electro_pop, electro-pop, courvete_courvete_hop_in_a_mf_jet_like_det_ni_nimini_nimini_like_dat, electric_pop, electronic_pop, 2000s_in_electro_pop_music, poptronica, electro-pop_music, 2000s_in_electropop_music, elektropop, modern_synthpop",Electropop is a music genre combining elements of electronic and pop genres.,électro-pop,YES
,bn:02510701n,,"electronicore, trancecore, electronic_metalcore, electronic_post-hardcore, synth_metal, electronicore_artists, electronicore_bands, electronicore_music, electronic-hardcore, list_of_electronicore_artists, synth-core","Electronicore is a fusion genre of metalcore with elements of various electronic music genres, often including trance, electronica, and dubstep.",electronicore,YES
,bn:02510701n,,"electronicore, trancecore, electronic_metalcore, electronic_post-hardcore, synth_metal, electronicore_artists, electronicore_bands, electronicore_music, electronic-hardcore, list_of_electronicore_artists, synth-core","Electronicore is a fusion genre of metalcore with elements of various electronic music genres, often including trance, electronica, and dubstep.",electronic_hardcore,YES
,bn:02510701n,,"electronicore, trancecore, electronic_metalcore, electronic_post-hardcore, synth_metal, electronicore_artists, electronicore_bands, electronicore_music, electronic-hardcore, list_of_electronicore_artists, synth-core","Electronicore is a fusion genre of metalcore with elements of various electronic music genres, often including trance, electronica, and dubstep.",synthcore,YES
,bn:03764482n,,"electronica, electronic_listening_music, intelligent_techno, contemporary_electronic_music, art_techno, braindance, electronica_music, listening_techno, intellectual_dance_music",Electronica is a broad group of electronic-based music styles intended for listening rather than strictly for dancing.,electronica,YES
,bn:03764482n,,"electronica, electronic_listening_music, intelligent_techno, contemporary_electronic_music, art_techno, braindance, electronica_music, listening_techno, intellectual_dance_music",Electronica is a broad group of electronic-based music styles intended for listening rather than strictly for dancing.,électronica,YES
,bn:03847626n,,"electronic_music, history_of_electronic_music, electrosonic, electronic_art_music, electronic_classical_music, elektronische_musik, punktronica, electronic_music_artist, 1970s_electronica, elektronisk_musik, classical_electronic, 1990s_electronica, electronic, electronic_musician, موسيقي_الكترونيك, 1970s_edm, 1990s_electronic_dance_music, 1990s_electronic_music, 1970s_electronic_music, 1990s_edm, 2000s_electronic_music, electronic_music/art_music, musical_performance_system, 1940s_electronic_music, 1950s_electronic_music, 1960s_electronic_music, 1970s_electronic_dance_music, electronic_composition, electro_sonic, dark_electronic",A form of music consisting of sounds produced by oscillating electric currents either controlled from an instrument panel or keyboard or prerecorded on magnetic tape.,musique_électronique,YES
,bn:03847626n,,"electronic_music, history_of_electronic_music, electrosonic, electronic_art_music, electronic_classical_music, elektronische_musik, punktronica, electronic_music_artist, 1970s_electronica, elektronisk_musik, classical_electronic, 1990s_electronica, electronic, electronic_musician, موسيقي_الكترونيك, 1970s_edm, 1990s_electronic_dance_music, 1990s_electronic_music, 1970s_electronic_music, 1990s_edm, 2000s_electronic_music, electronic_music/art_music, musical_performance_system, 1940s_electronic_music, 1950s_electronic_music, 1960s_electronic_music, 1970s_electronic_dance_music, electronic_composition, electro_sonic, dark_electronic",A form of music consisting of sounds produced by oscillating electric currents either controlled from an instrument panel or keyboard or prerecorded on magnetic tape.,electronic_music,YES
,bn:03847626n,,"electronic_music, history_of_electronic_music, electrosonic, electronic_art_music, electronic_classical_music, elektronische_musik, punktronica, electronic_music_artist, 1970s_electronica, elektronisk_musik, classical_electronic, 1990s_electronica, electronic, electronic_musician, موسيقي_الكترونيك, 1970s_edm, 1990s_electronic_dance_music, 1990s_electronic_music, 1970s_electronic_music, 1990s_edm, 2000s_electronic_music, electronic_music/art_music, musical_performance_system, 1940s_electronic_music, 1950s_electronic_music, 1960s_electronic_music, 1970s_electronic_dance_music, electronic_composition, electro_sonic, dark_electronic",A form of music consisting of sounds produced by oscillating electric currents either controlled from an instrument panel or keyboard or prerecorded on magnetic tape.,musique_electronique,YES
,bn:03847626n,,"electronic_music, history_of_electronic_music, electrosonic, electronic_art_music, electronic_classical_music, elektronische_musik, punktronica, electronic_music_artist, 1970s_electronica, elektronisk_musik, classical_electronic, 1990s_electronica, electronic, electronic_musician, موسيقي_الكترونيك, 1970s_edm, 1990s_electronic_dance_music, 1990s_electronic_music, 1970s_electronic_music, 1990s_edm, 2000s_electronic_music, electronic_music/art_music, musical_performance_system, 1940s_electronic_music, 1950s_electronic_music, 1960s_electronic_music, 1970s_electronic_dance_music, electronic_composition, electro_sonic, dark_electronic",A form of music consisting of sounds produced by oscillating electric currents either controlled from an instrument panel or keyboard or prerecorded on magnetic tape.,musiques_électroniques,YES
,bn:03847626n,,"electronic_music, history_of_electronic_music, electrosonic, electronic_art_music, electronic_classical_music, elektronische_musik, punktronica, electronic_music_artist, 1970s_electronica, elektronisk_musik, classical_electronic, 1990s_electronica, electronic, electronic_musician, موسيقي_الكترونيك, 1970s_edm, 1990s_electronic_dance_music, 1990s_electronic_music, 1970s_electronic_music, 1990s_edm, 2000s_electronic_music, electronic_music/art_music, musical_performance_system, 1940s_electronic_music, 1950s_electronic_music, 1960s_electronic_music, 1970s_electronic_dance_music, electronic_composition, electro_sonic, dark_electronic",A form of music consisting of sounds produced by oscillating electric currents either controlled from an instrument panel or keyboard or prerecorded on magnetic tape.,musicien_électronique,YES
,bn:03847626n,,"electronic_music, history_of_electronic_music, electrosonic, electronic_art_music, electronic_classical_music, elektronische_musik, punktronica, electronic_music_artist, 1970s_electronica, elektronisk_musik, classical_electronic, 1990s_electronica, electronic, electronic_musician, موسيقي_الكترونيك, 1970s_edm, 1990s_electronic_dance_music, 1990s_electronic_music, 1970s_electronic_music, 1990s_edm, 2000s_electronic_music, electronic_music/art_music, musical_performance_system, 1940s_electronic_music, 1950s_electronic_music, 1960s_electronic_music, 1970s_electronic_dance_music, electronic_composition, electro_sonic, dark_electronic",A form of music consisting of sounds produced by oscillating electric currents either controlled from an instrument panel or keyboard or prerecorded on magnetic tape.,électronique,YES
,bn:03847626n,,"electronic_music, history_of_electronic_music, electrosonic, electronic_art_music, electronic_classical_music, elektronische_musik, punktronica, electronic_music_artist, 1970s_electronica, elektronisk_musik, classical_electronic, 1990s_electronica, electronic, electronic_musician, موسيقي_الكترونيك, 1970s_edm, 1990s_electronic_dance_music, 1990s_electronic_music, 1970s_electronic_music, 1990s_edm, 2000s_electronic_music, electronic_music/art_music, musical_performance_system, 1940s_electronic_music, 1950s_electronic_music, 1960s_electronic_music, 1970s_electronic_dance_music, electronic_composition, electro_sonic, dark_electronic",A form of music consisting of sounds produced by oscillating electric currents either controlled from an instrument panel or keyboard or prerecorded on magnetic tape.,musique_électronique_de_pointe,YES
,bn:03520863n,,electronic_libretto,An electronic libretto system is used primarily in opera houses and is a device which presents translations of lyrics into an audience's language or transcribes lyrics that may be difficult to understand when sung.,livret_électronique,YES
,bn:02556632n,,"electronic_keyboard, electric_keyboard, electronic_keyboards, home_keyboard, electric_keyboards, portable_keyboard, digital_keyboard","An electronic keyboard, portable keyboard, or digital keyboard is an electronic musical instrument, an electronic or digital derivative of keyboard instruments.",clavier_électronique,YES
,bn:02556632n,,"electronic_keyboard, electric_keyboard, electronic_keyboards, home_keyboard, electric_keyboards, portable_keyboard, digital_keyboard","An electronic keyboard, portable keyboard, or digital keyboard is an electronic musical instrument, an electronic or digital derivative of keyboard instruments.",synthétiseur,YES
,bn:02556632n,,"electronic_keyboard, electric_keyboard, electronic_keyboards, home_keyboard, electric_keyboards, portable_keyboard, digital_keyboard","An electronic keyboard, portable keyboard, or digital keyboard is an electronic musical instrument, an electronic or digital derivative of keyboard instruments.",claviers_électroniques,YES
,bn:02556632n,,"electronic_keyboard, electric_keyboard, electronic_keyboards, home_keyboard, electric_keyboards, portable_keyboard, digital_keyboard","An electronic keyboard, portable keyboard, or digital keyboard is an electronic musical instrument, an electronic or digital derivative of keyboard instruments.",clavier_électrique,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",dance_music,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",electronic_dance_music,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",dance,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",edm,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",club_music,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",musique_électronique_de_danse,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",dance_musique,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",musique_de_danse_électronique,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",musique_club,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",danse_électronique,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",musique_de_club,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",musique_électronique,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",electro_dance,YES
,bn:02286885n,,"electronic_dance_music, edm, club_music, dance_music, electronic_dance, música_dance, dance, ist_of_electronic_dance_music_festivals, electronic_dance_music,_edm, edm_festivals, electronic_dance_music_festival, electronic_dance_music_festivals,edm_festival, list_of_edm_festivals, ghost-producer, ghost_producer, ghost_production, ghost-production, electronemo, 1990s_edm, baile, lappop, electronic_indie","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.",electro-dance,YES
,bn:03674431n,,"electronic_bagpipes, degerpipes, deger_pipes",The electronic bagpipes is an electronic musical instrument emulating the tone and/or playing style of the bagpipes.,,YES
,bn:03231099n,,"electroacoustic_music, electro-acoustic_music, list_of_electroacoustic_music_festivals, pre-recorded_tape, tape_music, electroacoustic_musicians, tape_composition, electro-acoustic, electroacoustic_music_festivals, electro_acoustic_music, electroacoustic_music_festival, list_of_electroacoustic_festivals, electroacoustic","Electroacoustic music is a genre of Western art music in which composers use technology to manipulate the timbres of acoustic sounds, sometimes by using audio signal processing, such as reverb or harmonizing, on acoustical instruments.",musique_électroacoustique,YES
,bn:03231099n,,"electroacoustic_music, electro-acoustic_music, list_of_electroacoustic_music_festivals, pre-recorded_tape, tape_music, electroacoustic_musicians, tape_composition, electro-acoustic, electroacoustic_music_festivals, electro_acoustic_music, electroacoustic_music_festival, list_of_electroacoustic_festivals, electroacoustic","Electroacoustic music is a genre of Western art music in which composers use technology to manipulate the timbres of acoustic sounds, sometimes by using audio signal processing, such as reverb or harmonizing, on acoustical instruments.",musique_électro-acoustique,YES
,bn:03231099n,,"electroacoustic_music, electro-acoustic_music, list_of_electroacoustic_music_festivals, pre-recorded_tape, tape_music, electroacoustic_musicians, tape_composition, electro-acoustic, electroacoustic_music_festivals, electro_acoustic_music, electroacoustic_music_festival, list_of_electroacoustic_festivals, electroacoustic","Electroacoustic music is a genre of Western art music in which composers use technology to manipulate the timbres of acoustic sounds, sometimes by using audio signal processing, such as reverb or harmonizing, on acoustical instruments.",musique_electroacoustique,YES
,bn:03231099n,,"electroacoustic_music, electro-acoustic_music, list_of_electroacoustic_music_festivals, pre-recorded_tape, tape_music, electroacoustic_musicians, tape_composition, electro-acoustic, electroacoustic_music_festivals, electro_acoustic_music, electroacoustic_music_festival, list_of_electroacoustic_festivals, electroacoustic","Electroacoustic music is a genre of Western art music in which composers use technology to manipulate the timbres of acoustic sounds, sometimes by using audio signal processing, such as reverb or harmonizing, on acoustical instruments.",musique_éléctroacoustique,YES
,bn:03231099n,,"electroacoustic_music, electro-acoustic_music, list_of_electroacoustic_music_festivals, pre-recorded_tape, tape_music, electroacoustic_musicians, tape_composition, electro-acoustic, electroacoustic_music_festivals, electro_acoustic_music, electroacoustic_music_festival, list_of_electroacoustic_festivals, electroacoustic","Electroacoustic music is a genre of Western art music in which composers use technology to manipulate the timbres of acoustic sounds, sometimes by using audio signal processing, such as reverb or harmonizing, on acoustical instruments.",musique_éléctro-acoustique,YES
,bn:03231099n,,"electroacoustic_music, electro-acoustic_music, list_of_electroacoustic_music_festivals, pre-recorded_tape, tape_music, electroacoustic_musicians, tape_composition, electro-acoustic, electroacoustic_music_festivals, electro_acoustic_music, electroacoustic_music_festival, list_of_electroacoustic_festivals, electroacoustic","Electroacoustic music is a genre of Western art music in which composers use technology to manipulate the timbres of acoustic sounds, sometimes by using audio signal processing, such as reverb or harmonizing, on acoustical instruments.",électro-acoustique,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,electro_house,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,electro-house,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,subground,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,big_room,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,electotek,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,électro-house,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,dutch_house,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,elektro_house,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,tech_electro,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,electrotech,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,electroteck,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,complextro,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,house_electro,YES
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,electrohouse,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",electro-hip_hop,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",électro,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",electro,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",electro_music,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",musique_electro,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",elektro,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",electro-funk,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",electro_hop,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",electrofunk,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",techno_bass,YES
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",electro_tech,YES
