wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:00046216n,,in_time,In the correct rhythm,al_paso,YES,
,bn:00046216n,,in_time,In the correct rhythm,a_tiempo,YES,
,bn:01257678n,,"airplay, turntable_hit, radio_airplay","In radio broadcasting, airplay is how frequently a song is being played on radio stations.",airplay,YES,
,bn:01257678n,,"airplay, turntable_hit, radio_airplay","In radio broadcasting, airplay is how frequently a song is being played on radio stations.",airplay_de_radio,YES,
,bn:16298970n,,"air, ayres",An air is a song-like vocal or instrumental composition.,aire,YES,
,bn:03753189n,,"air_de_cour, airs_de_cour","The Air de cour was a popular type of secular vocal music in France in the late Renaissance and early Baroque period, from about 1570 until around 1650.",air_de_cour,YES,
,bn:00072832n,,"treble, soprano, treble_note",The pitch range of the highest female voice,agudo,YES,
,bn:00072832n,,"treble, soprano, treble_note",The pitch range of the highest female voice,soprano,YES,
,bn:00072832n,,"treble, soprano, treble_note",The pitch range of the highest female voice,sonido_agudo,YES,
,bn:00072832n,,"treble, soprano, treble_note",The pitch range of the highest female voice,tiple,YES,
,bn:00072832n,,"treble, soprano, treble_note",The pitch range of the highest female voice,agudos,YES,
,bn:00072832n,,"treble, soprano, treble_note",The pitch range of the highest female voice,triple,YES,
,bn:03789509n,,agidigbo,The agidigbo or ‘’’molo’’’ is a large traditional plucked lamellophone thumb piano used by the Yoruba people of Nigeria to play apala music.,agidigbo,YES,
,bn:00075960n,,"talent_agent, casting_agent, music_booking_agent, ten-percenter, actor_agent, voiceover_agency, booking_agency, concert_bureau, corporate_talent_agent, entertainment_agency, booking_agent, talent_agency, tenpercenter, theatrical_booking",An agent who represents performers,agente_de_talentos,YES,
,bn:00075960n,,"talent_agent, casting_agent, music_booking_agent, ten-percenter, actor_agent, voiceover_agency, booking_agency, concert_bureau, corporate_talent_agent, entertainment_agency, booking_agent, talent_agency, tenpercenter, theatrical_booking",An agent who represents performers,agencia_de_talentos,YES,
,bn:00075960n,,"talent_agent, casting_agent, music_booking_agent, ten-percenter, actor_agent, voiceover_agency, booking_agency, concert_bureau, corporate_talent_agent, entertainment_agency, booking_agent, talent_agency, tenpercenter, theatrical_booking",An agent who represents performers,agente_artístico,YES,
,bn:00075960n,,"talent_agent, casting_agent, music_booking_agent, ten-percenter, actor_agent, voiceover_agency, booking_agency, concert_bureau, corporate_talent_agent, entertainment_agency, booking_agent, talent_agency, tenpercenter, theatrical_booking",An agent who represents performers,agencia_de_reservas,YES,
,bn:00012124n,,"booking_agent, booker",Someone who engages a person or company for performances,agente_de_reservas,YES,
,bn:00012124n,,"booking_agent, booker",Someone who engages a person or company for performances,reserva_agente,YES,
,bn:00012124n,,"booking_agent, booker",Someone who engages a person or company for performances,booker,YES,
,bn:01870578n,,"afro-rock, afro_rock",Afro rock is a style of rock music.,afro-rock,YES,
,bn:02523277n,,"afrobeat, afro_beat, afro-beat, african_funk, afrobeat_music, afro-funk, afrofunk","Afrobeat is a music genre which involves the combination of elements of West African musical styles such as fuji music and highlife with American jazz and later soul and funk influences, with a focus on chanted vocals, complex intersecting rhythms, and percussion.",afrobeat,YES,
,bn:02523277n,,"afrobeat, afro_beat, afro-beat, african_funk, afrobeat_music, afro-funk, afrofunk","Afrobeat is a music genre which involves the combination of elements of West African musical styles such as fuji music and highlife with American jazz and later soul and funk influences, with a focus on chanted vocals, complex intersecting rhythms, and percussion.",ritmo_afro,YES,
,bn:02523277n,,"afrobeat, afro_beat, afro-beat, african_funk, afrobeat_music, afro-funk, afrofunk","Afrobeat is a music genre which involves the combination of elements of West African musical styles such as fuji music and highlife with American jazz and later soul and funk influences, with a focus on chanted vocals, complex intersecting rhythms, and percussion.",afrofunk,YES,
,bn:02523277n,,"afrobeat, afro_beat, afro-beat, african_funk, afrobeat_music, afro-funk, afrofunk","Afrobeat is a music genre which involves the combination of elements of West African musical styles such as fuji music and highlife with American jazz and later soul and funk influences, with a focus on chanted vocals, complex intersecting rhythms, and percussion.",afro-beat,YES,
,bn:00062211n,,"piano_tuner, tuner",Someone who tunes pianos,afinador_de_pianos,YES,
,bn:00062211n,,"piano_tuner, tuner",Someone who tunes pianos,afinador,YES,
,bn:00062211n,,"piano_tuner, tuner",Someone who tunes pianos,afinación_del_piano,YES,
,bn:00080197n,,voicer,Someone who regulates the tone of organ pipes,afinador_de_órganos,YES,
,bn:01012025n,,"guitar_tuning, open_tuning, eb_tuning, dropped_tuning, guitar_tunings, alternate_tuning, d♯g♯c♯f♯a♯d♯, down-tuned_guitar, drop_tunings, e♭a♭d♭g♭b♭e♭, crossnote_tunings, drop_tuning, altered_tuning, crossnote_tuning, d_tuning, old_standard_tuning, e-flat_tuning, e_tuning, e_flat_tuning, open_tunings, half_step_down, alternate_tunings, cgcfad, e♭_tuning, alternative_tuning, altered_guitar_tuning, cross-note_tuning, standard_guitar-tuning, alternative_guitar-tunings, dgcfad, dgdgbd, modal_tuning, alternative_tunings, standard_guitar_tuning, down-tuned_guitars, downtuned_guitar","Guitar tunings assign pitches to the open strings of guitars, including acoustic guitars, electric guitars, and classical guitars.",afinaciones_alternativas,YES,
,bn:01012025n,,"guitar_tuning, open_tuning, eb_tuning, dropped_tuning, guitar_tunings, alternate_tuning, d♯g♯c♯f♯a♯d♯, down-tuned_guitar, drop_tunings, e♭a♭d♭g♭b♭e♭, crossnote_tunings, drop_tuning, altered_tuning, crossnote_tuning, d_tuning, old_standard_tuning, e-flat_tuning, e_tuning, e_flat_tuning, open_tunings, half_step_down, alternate_tunings, cgcfad, e♭_tuning, alternative_tuning, altered_guitar_tuning, cross-note_tuning, standard_guitar-tuning, alternative_guitar-tunings, dgcfad, dgdgbd, modal_tuning, alternative_tunings, standard_guitar_tuning, down-tuned_guitars, downtuned_guitar","Guitar tunings assign pitches to the open strings of guitars, including acoustic guitars, electric guitars, and classical guitars.",afinaciones_abiertas,YES,
,bn:01012025n,,"guitar_tuning, open_tuning, eb_tuning, dropped_tuning, guitar_tunings, alternate_tuning, d♯g♯c♯f♯a♯d♯, down-tuned_guitar, drop_tunings, e♭a♭d♭g♭b♭e♭, crossnote_tunings, drop_tuning, altered_tuning, crossnote_tuning, d_tuning, old_standard_tuning, e-flat_tuning, e_tuning, e_flat_tuning, open_tunings, half_step_down, alternate_tunings, cgcfad, e♭_tuning, alternative_tuning, altered_guitar_tuning, cross-note_tuning, standard_guitar-tuning, alternative_guitar-tunings, dgcfad, dgdgbd, modal_tuning, alternative_tunings, standard_guitar_tuning, down-tuned_guitars, downtuned_guitar","Guitar tunings assign pitches to the open strings of guitars, including acoustic guitars, electric guitars, and classical guitars.",afinaciones_de_guitarra,YES,
,bn:01012025n,,"guitar_tuning, open_tuning, eb_tuning, dropped_tuning, guitar_tunings, alternate_tuning, d♯g♯c♯f♯a♯d♯, down-tuned_guitar, drop_tunings, e♭a♭d♭g♭b♭e♭, crossnote_tunings, drop_tuning, altered_tuning, crossnote_tuning, d_tuning, old_standard_tuning, e-flat_tuning, e_tuning, e_flat_tuning, open_tunings, half_step_down, alternate_tunings, cgcfad, e♭_tuning, alternative_tuning, altered_guitar_tuning, cross-note_tuning, standard_guitar-tuning, alternative_guitar-tunings, dgcfad, dgdgbd, modal_tuning, alternative_tunings, standard_guitar_tuning, down-tuned_guitars, downtuned_guitar","Guitar tunings assign pitches to the open strings of guitars, including acoustic guitars, electric guitars, and classical guitars.",afinación_abierta,YES,
,bn:03135135n,,"standard_tuning, a9sus4/e, em7add11, eadgbe","In music, standard tuning refers to the typical tuning of a string instrument.",afinación_estándar,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,afinación,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,sintonización,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,desafinacion,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,desafinación,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,desafinación_musical,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,sistema_de_afinación,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,afinacion,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,desafinacion_musical,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,sintonía,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,sistemas_de_afinacion,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,sistemas_de_afinación,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,sistema_de_afinacion,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,afinación_musical,YES,
,bn:00078602n,,"tuning, musical_tuning, tuning_practice, musical_tuning_systems, tuning_systems, c_tuning, instrument_tuning, out_of_tune, tuning_theory, accordatura, accordature, chord_a_vido, open_string, tuning_system",(music) calibrating something (an instrument or electronic circuit) to a standard frequency,puesta_a_punto,YES,
,bn:00048882n,,keen,A funeral lament sung with loud wailing,afilado,YES,
,bn:03234865n,,"adungu, ennenga, ekidongo","The a'dungu, also called the ekidongo or ennenga, is a stringed musical instrument of the Alur people of northwestern Uganda.",adungu,YES,
,bn:00980874n,,"45_rpm_adapter, 45_adapter",A 45 rpm adapter is a small plastic or metal insert that goes in the middle of a 45-rpm record so it can be played on the standard size spindle of a turntable.,adaptador_de_45_rpm,YES,
,bn:00072627n,,"soft_pedal, una_corda, due_corde, tutte_le_corde, softpedal, una_corda_pedal, tre_corde, soft-pedal",A pedal on a piano that moves the action closer to the strings and so soften the sound,ad_una_corda,YES,
,bn:00072627n,,"soft_pedal, una_corda, due_corde, tutte_le_corde, softpedal, una_corda_pedal, tre_corde, soft-pedal",A pedal on a piano that moves the action closer to the strings and so soften the sound,corda,YES,
,bn:00072627n,,"soft_pedal, una_corda, due_corde, tutte_le_corde, softpedal, una_corda_pedal, tre_corde, soft-pedal",A pedal on a piano that moves the action closer to the strings and so soften the sound,pedal_sordina,YES,
,bn:00072627n,,"soft_pedal, una_corda, due_corde, tutte_le_corde, softpedal, una_corda_pedal, tre_corde, soft-pedal",A pedal on a piano that moves the action closer to the strings and so soften the sound,pedal_suave,YES,
,bn:03777433n,,"ad_lib, ad_libitum, bene_placito, ad-lib, ad_libidem, off-the-cuff, pause_ad_libitum, off_the_cuff, ad-libs, a_piacere, ad_libbing, ad-libbed, ad-libbing","In music, biology, and drama, the phrase ad libitum often shortened to ""ad lib"" or ""ad-lib"" has various meanings.",ad_libitum,YES,
,bn:03777433n,,"ad_lib, ad_libitum, bene_placito, ad-lib, ad_libidem, off-the-cuff, pause_ad_libitum, off_the_cuff, ad-libs, a_piacere, ad_libbing, ad-libbed, ad-libbing","In music, biology, and drama, the phrase ad libitum often shortened to ""ad lib"" or ""ad-lib"" has various meanings.",ad_líbitum,YES,
,bn:03777433n,,"ad_lib, ad_libitum, bene_placito, ad-lib, ad_libidem, off-the-cuff, pause_ad_libitum, off_the_cuff, ad-libs, a_piacere, ad_libbing, ad-libbed, ad-libbing","In music, biology, and drama, the phrase ad libitum often shortened to ""ad lib"" or ""ad-lib"" has various meanings.",ad_lib.,YES,
,bn:03777433n,,"ad_lib, ad_libitum, bene_placito, ad-lib, ad_libidem, off-the-cuff, pause_ad_libitum, off_the_cuff, ad-libs, a_piacere, ad_libbing, ad-libbed, ad-libbing","In music, biology, and drama, the phrase ad libitum often shortened to ""ad lib"" or ""ad-lib"" has various meanings.",ad_lib,YES,
,bn:03777433n,,"ad_lib, ad_libitum, bene_placito, ad-lib, ad_libidem, off-the-cuff, pause_ad_libitum, off_the_cuff, ad-libs, a_piacere, ad_libbing, ad-libbed, ad-libbing","In music, biology, and drama, the phrase ad libitum often shortened to ""ad lib"" or ""ad-lib"" has various meanings.",ad-lib,YES,
,bn:03777433n,,"ad_lib, ad_libitum, bene_placito, ad-lib, ad_libidem, off-the-cuff, pause_ad_libitum, off_the_cuff, ad-libs, a_piacere, ad_libbing, ad-libbed, ad-libbing","In music, biology, and drama, the phrase ad libitum often shortened to ""ad lib"" or ""ad-lib"" has various meanings.",improvisaciones,YES,
,bn:00583414n,,"musical_acoustics, physics_of_music, music_acoustics, acoustics_for_music, musical_acoustician","Musical acoustics or music acoustics is a multidisciplinary field that combines knowledge from physics, psychophysics, organology, physiology, music theory, ethnomusicology, signal processing and instrument building, among other disciplines.",acústica_musical,YES,
,bn:00583414n,,"musical_acoustics, physics_of_music, music_acoustics, acoustics_for_music, musical_acoustician","Musical acoustics or music acoustics is a multidisciplinary field that combines knowledge from physics, psychophysics, organology, physiology, music theory, ethnomusicology, signal processing and instrument building, among other disciplines.",acustica_musical,YES,
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,acústica,YES,
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,acustica,YES,
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,acustica_fisica,YES,
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,datos_acústicos,YES,
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,acústico,YES,
,bn:00000989n,,"acoustics, acoustical_science, acoustic_sensor, acoustical_data, acoustical, history_of_acoustics, acoustic_measurements_and_instrumentation, subdisciplines_of_acoustics, acustica, mechanical_radiation",The study of the physical properties of sound,especialista_en_acústica,YES,
,bn:00000987n,,acoustician,A physicist who specializes in acoustics,acústica,YES,
,bn:00774296n,,"acousmatic_sound, visualized_sound, acousmatique, acousmatic",Acousmatic sound is sound that is heard without an originating cause being seen.,acusmática,YES,
,bn:01776663n,,360_deal,"In the music industry, a 360 deal is a business relationship between an artist and a music industry company.",acuerdo_360,YES,
,bn:01592415n,,"melodeon, diatonic_button_accordion, diatonic_accordion, irish_button_accordion, buttonbox, one_row_melodeon",A melodeon or diatonic button accordion is a member of the free-reed aerophone family of musical instruments.,acordeón_diatónico,YES,
,bn:01592415n,,"melodeon, diatonic_button_accordion, diatonic_accordion, irish_button_accordion, buttonbox, one_row_melodeon",A melodeon or diatonic button accordion is a member of the free-reed aerophone family of musical instruments.,acordeon_diatonico,YES,
,bn:01592415n,,"melodeon, diatonic_button_accordion, diatonic_accordion, irish_button_accordion, buttonbox, one_row_melodeon",A melodeon or diatonic button accordion is a member of the free-reed aerophone family of musical instruments.,verdulera,YES,
,bn:01592415n,,"melodeon, diatonic_button_accordion, diatonic_accordion, irish_button_accordion, buttonbox, one_row_melodeon",A melodeon or diatonic button accordion is a member of the free-reed aerophone family of musical instruments.,melodeon,YES,
,bn:01592415n,,"melodeon, diatonic_button_accordion, diatonic_accordion, irish_button_accordion, buttonbox, one_row_melodeon",A melodeon or diatonic button accordion is a member of the free-reed aerophone family of musical instruments.,melodeón,YES,
,bn:01592415n,,"melodeon, diatonic_button_accordion, diatonic_accordion, irish_button_accordion, buttonbox, one_row_melodeon",A melodeon or diatonic button accordion is a member of the free-reed aerophone family of musical instruments.,acordeon_diatónico,YES,
,bn:01592415n,,"melodeon, diatonic_button_accordion, diatonic_accordion, irish_button_accordion, buttonbox, one_row_melodeon",A melodeon or diatonic button accordion is a member of the free-reed aerophone family of musical instruments.,acordeón_diatónico_botón,YES,
,bn:00632510n,,"synthetic_chord, synthetic_chords, synthetic_music","In music theory and harmonic analysis, a synthetic chord is a made-up or non-traditional chord which cannot be analyzed in terms of traditional harmonic structures, such as the triad or seventh chord.",acorde_sintético,YES,
,bn:00632510n,,"synthetic_chord, synthetic_chords, synthetic_music","In music theory and harmonic analysis, a synthetic chord is a made-up or non-traditional chord which cannot be analyzed in terms of traditional harmonic structures, such as the triad or seventh chord.",acorde_sintetico,YES,
,bn:00632510n,,"synthetic_chord, synthetic_chords, synthetic_music","In music theory and harmonic analysis, a synthetic chord is a made-up or non-traditional chord which cannot be analyzed in terms of traditional harmonic structures, such as the triad or seventh chord.",cuerda_sintética,YES,
,bn:03177234n,,"mystic_chord, 6-34, promethean_chord, mystic_hexachord, prometheus_scale, prometheus_chord, akkord_plemory","In music, the mystic chord or Prometheus chord is a six-note synthetic chord and its associated scale, or pitch collection; which loosely serves as the harmonic and melodic basis for some of the later pieces by Russian composer Alexander Scriabin.",acorde_místico,YES,
,bn:03177234n,,"mystic_chord, 6-34, promethean_chord, mystic_hexachord, prometheus_scale, prometheus_chord, akkord_plemory","In music, the mystic chord or Prometheus chord is a six-note synthetic chord and its associated scale, or pitch collection; which loosely serves as the harmonic and melodic basis for some of the later pieces by Russian composer Alexander Scriabin.",acorde_prometeo,YES,
,bn:03177234n,,"mystic_chord, 6-34, promethean_chord, mystic_hexachord, prometheus_scale, prometheus_chord, akkord_plemory","In music, the mystic chord or Prometheus chord is a six-note synthetic chord and its associated scale, or pitch collection; which loosely serves as the harmonic and melodic basis for some of the later pieces by Russian composer Alexander Scriabin.",acorde_mistico,YES,
,bn:01916126n,,"dominant_seventh_sharp_ninth_chord, hendrix_chord, dominant_7♯9_chord, 7_sharp_9_chord, dominant_7sharp9, seventh_sharp_nine_chord, dominant_7_sharp_9, 7_sharp_9, dominant_seventh_sharp_nine_chord, sharpened_ninth_chord, hendrix_riff, 7sharp9_chord, foxy_lady_chord, purple_haze_chord, dominant_7sharp9_chord, dominant_seven_sharp_ninth_chord, gretty_chord, 7♯9_chord, dominant_seven_sharp_nine_chord, seventh_sharp_ninth_chord, dominant_7_sharp_9_chord","In music, the dominant 7♯9 chord is a chord built by combining a dominant seventh, which includes a major third above the root, with an augmented second, which is the same note, albeit given a different note name, as the minor third degree above the root.",acorde_hendrix,YES,
,bn:03422606n,,"tristan_chord, tristan_motif, ‘tristan’_chord, tristan-akkord, 'tristan'_chord, der_tristan-akkord","The Tristan chord is a chord made up of the notes F, B, D♯, and G♯: More generally, it can be any chord that consists of these same intervals: augmented fourth, augmented sixth, and augmented ninth above a bass note.",acorde_de_tristán,YES,
,bn:03422606n,,"tristan_chord, tristan_motif, ‘tristan’_chord, tristan-akkord, 'tristan'_chord, der_tristan-akkord","The Tristan chord is a chord made up of the notes F, B, D♯, and G♯: More generally, it can be any chord that consists of these same intervals: augmented fourth, augmented sixth, and augmented ninth above a bass note.",acorde_de_tristan,YES,
,bn:00070744n,,"seventh_chord, 7_chord, deminished_seventh_chord, augmented_augmented_seventh_chord, d♭7, major-minor_seventh, 7th_chord, seventh_chords, seven_chord",A triad with a seventh added,acorde_de_séptima,YES,
,bn:00070744n,,"seventh_chord, 7_chord, deminished_seventh_chord, augmented_augmented_seventh_chord, d♭7, major-minor_seventh, 7th_chord, seventh_chords, seven_chord",A triad with a seventh added,acorde_de_septima,YES,
,bn:00070744n,,"seventh_chord, 7_chord, deminished_seventh_chord, augmented_augmented_seventh_chord, d♭7, major-minor_seventh, 7th_chord, seventh_chords, seven_chord",A triad with a seventh added,acordes_de_séptima,YES,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,acorde,YES,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,acordes,YES,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,acorde_mayor,YES,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,acorde_menor,YES,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,acorde_musical,YES,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,acordes_de_piano,YES,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,acorde_disminuido,YES,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,símbolo_de_acorde,YES,
,bn:01007377n,,"acoustic_feedback, audio_feedback, feedback, larsen_effect, guitar_feedback, guitar_feed_back, drum_feedback, pitched_feedback, larson_effect, microphone_hum, guitar_feedback"", howling, acoustic_regeneration, microphone_feedback, the_larsen_effect",Audio feedback is a special kind of positive loop gain which occurs when a sound loop exists between an audio input and an audio output.,acople,YES,
,bn:01007377n,,"acoustic_feedback, audio_feedback, feedback, larsen_effect, guitar_feedback, guitar_feed_back, drum_feedback, pitched_feedback, larson_effect, microphone_hum, guitar_feedback"", howling, acoustic_regeneration, microphone_feedback, the_larsen_effect",Audio feedback is a special kind of positive loop gain which occurs when a sound loop exists between an audio input and an audio output.,efecto_larsen,YES,
,bn:01007377n,,"acoustic_feedback, audio_feedback, feedback, larsen_effect, guitar_feedback, guitar_feed_back, drum_feedback, pitched_feedback, larson_effect, microphone_hum, guitar_feedback"", howling, acoustic_regeneration, microphone_feedback, the_larsen_effect",Audio feedback is a special kind of positive loop gain which occurs when a sound loop exists between an audio input and an audio output.,realimentación_acústica,YES,
,bn:01240452n,,"sideman, guest_musician","A sideman is a professional musician who is hired to perform live with a solo artist, or with a group in which they are not a regular band member.",acompañante,YES,
,bn:01240452n,,"sideman, guest_musician","A sideman is a professional musician who is hired to perform live with a solo artist, or with a group in which they are not a regular band member.",acompañantes,YES,
,bn:00967206n,,acid_trance,Acid trance is a genre of trance music that emerged in the late 1980s and early 1990s focusing on using the acid sound.,acid_trance,YES,
,bn:00967206n,,acid_trance,Acid trance is a genre of trance music that emerged in the late 1980s and early 1990s focusing on using the acid sound.,trance_ácido,YES,
,bn:03796841n,,"acid_techno, acide_techno","Acid techno, sometimes known generally as ""acid"", is a genre of techno that was derived from acid house and developed in Europe in the early 1990s.",acid_techno,YES,
,bn:01996789n,,"acid_jazz, groove_jazz, acid-jazz, psychedelic_jazz","Acid jazz, also known as club jazz, is a music genre that combines elements of jazz, soul, funk, and disco.",acid_jazz,YES,
,bn:01996789n,,"acid_jazz, groove_jazz, acid-jazz, psychedelic_jazz","Acid jazz, also known as club jazz, is a music genre that combines elements of jazz, soul, funk, and disco.",acid-jazz,YES,
,bn:01640564n,,"acid_house, acid, acidhouse, belgian_techno, warehouse_party, acid_house_parties, acid-house, acid_house_music",Acid house is a subgenre of house music developed around the mid-1980s by DJs from Chicago.,acid_house,YES,
,bn:01640564n,,"acid_house, acid, acidhouse, belgian_techno, warehouse_party, acid_house_parties, acid-house, acid_house_music",Acid house is a subgenre of house music developed around the mid-1980s by DJs from Chicago.,acid,YES,
,bn:00598985n,,"psychedelic_folk, psych-folk, freak_folk, psych_folk, acid_folk, nu-folk, naturalismo, freak-folk",Psychedelic folk is a loosely defined form of psychedelia that originated in the 1960s.,acid_folk,YES,
,bn:00598985n,,"psychedelic_folk, psych-folk, freak_folk, psych_folk, acid_folk, nu-folk, naturalismo, freak-folk",Psychedelic folk is a loosely defined form of psychedelia that originated in the 1960s.,folk_psicodélico,YES,
,bn:00598985n,,"psychedelic_folk, psych-folk, freak_folk, psych_folk, acid_folk, nu-folk, naturalismo, freak-folk",Psychedelic folk is a loosely defined form of psychedelia that originated in the 1960s.,psych_folk,YES,
,bn:00598985n,,"psychedelic_folk, psych-folk, freak_folk, psych_folk, acid_folk, nu-folk, naturalismo, freak-folk",Psychedelic folk is a loosely defined form of psychedelia that originated in the 1960s.,folk_psicodelico,YES,
,bn:00598985n,,"psychedelic_folk, psych-folk, freak_folk, psych_folk, acid_folk, nu-folk, naturalismo, freak-folk",Psychedelic folk is a loosely defined form of psychedelia that originated in the 1960s.,psyfolk,YES,
,bn:03261103n,,"action, string_action","The action of a string instrument that is plucked, strummed, or bowed by hand is the distance between the fingerboard and the string.",acción,YES,
