wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:03855548n,,"italian_progressive_rock, italian_wave, italian_symphonic_rock, rock_progressivo_italiano","The Italian progressive rock scene was born in the early 1970s, mostly inspired by the progressive rock movement in Britain, but with certain features of its own that make some sources mention it as a separate musical genre.",rock_progressif_italien,YES
,bn:03113006n,,"italian_popular_music, popular_music_in_italy, popular_music_of_italy, italian_pop_music, musica_leggera","The expression Italian popular music refers to the musical output which is not usually considered academic or Classical music but rather have its roots in the popular traditions, and it may be defined in two ways: it can either be defined in terms of the current geographical location of the Italian Republic with the exceptions of the Germanic South Tyrol and the eastern portion of Friuli Venezia Giulia; alternatively, it can be defined as the music produced by all those people who consider themselves as Italians and openly or implicitly refer to this belief.","chanson_italienne, canzone_italiana, musique_populaire_italienne",YES
,bn:02582704n,,italian_overture,"The Italian overture is a piece of orchestral music which opened several operas, oratorios and other large-scale works in the late 17th and early 18th centuries.","ouverture_à_l'italienne, ouverture_à_l’italienne, ouverture_a_l'italienne, ouverture_italienne",YES
,bn:03326423n,,"italian_hip_hop, italian_rap, italian_hip_hop_movement",Italian hip hop started in the 1980s.,"hip-hop_italien, rap_italien, hip_hop_italien, hip-hop_italienne",YES
,bn:03113002n,,"italian_folk_music, folk_music_of_italy, traditional_music_of_italy, folk_and_popular_music_of_italy",Italian folk music has a deep and complex history.,"musique_italienne, musique_traditionnelle_italienne, musique_populaire_italienne",YES
,bn:03794351n,,"istrian_scale, istrian_mode, tarankanje","""Istrian scale"" refers both to a ""unique"" musical scale of folk music genres from Istria and Kvarner which use the style.",gamme_istrienne,YES
,bn:03418424n,,"isorhythm, color, isorhythmic","Isorhythm is a musical technique using a repeating rhythmic pattern, called a talea, in at least one voice part throughout a composition.","isorythmie, isorhythm",YES
,bn:02539846n,,ison,"Ison is a drone note, or a slow-moving lower vocal part, used in Byzantine chant and some related musical traditions to accompany the melody, thus enriching the singing.",ison,YES
,bn:03733600n,,"isicathamiya, iscathamiya, zulu_a_cappella_singing, ingoma_ebusuku, isicathimiya",Isicathamiya is a singing style that originated from the South African Zulus.,"isicathamiya, isicathamya, isacathamiya, isacathamya",YES
,bn:03400526n,,"irish_rebel_music, irish_rebel_song, the_west's_awake, republican_song, irish_rebel_songs, rebel_songs, rebel_song, irish_rebel_singer","In Ireland, a rebel song is a folk song whose lyrics extol the deeds of factual events/participants in any of the various armed rebellions against English, and later British, of unwanted rule in Ireland.","musique_rebelle_irlandaise, musique_rebelle_irlandais",YES
,bn:14586035n,,"irish_fiddle, irish_fiddling, irish_fiddlers, irish_fiddle_playing",The Celtic fiddle is one of the most important instruments in the traditional repertoire of Celtic music.,violon_irlandais,YES
,bn:14652023n,,"iraqi_santur, santur, santur,_iraqi",The santur is a hammered dulcimer of Mesopotamian origin.,"santur, santur_irakien",YES
,bn:02135486n,,"iranian_pop_music, iranian_pop, persian_pop_music, persian_pop, aryan_pop_music","Iranian pop music or Persian pop music refers to pop music originated in Iran, with songs mainly in Persian and other regional languages of the country.","musique_pop_iranienne, musique_pop_persane",YES
,bn:02421865n,,"ipu, ipus, ipu_heke_ʻole, ipu_heke, blaidyn_retar ",Ipu /ˈiːpuː/ is a percussion instrument made from gourds that is often used to provide a beat for hula dancing.,ipu,YES
,bn:03184056n,,"inuit_music, pisik, intuit, inuit_musical_instruments","Traditional Inuit music, the music of the Inuit, has been based on drums used in dance music as far back as can be known, and a vocal style called katajjaq has become of interest in Canada and abroad.",musique_inuite,YES
,bn:03726530n,,intuitive_music,Intuitive music is a form of musical improvisation based on instant creation in which fixed principles or rules may or may not have been given.,musique_intuitive,YES
,bn:15908091n,,intonarumori,Intonarumori are experimental musical instruments invented and built by the Italian futurist Luigi Russolo between roughly 1910 and 1930.,intonarumori,YES
,bn:02793549n,,"interval_signal, tuning_signal","An interval signal, or tuning signal, is a characteristic sound or musical phrase used in international broadcasting, numbers stations, and by some domestic broadcasters, played before commencement or during breaks in transmission, but most commonly between programmes in different languages.","signal_d'intervalle, interval_signal",YES
,bn:14664821n,,"intermezzo, opera_intermezzo, instrumental_intermezzo, intermezzi","In music, an intermezzo, in the most general sense, is a composition which fits between other musical or dramatic entities, such as acts of a play or movements of a larger musical work.","intermezzo, intermèdes",YES
,bn:03724776n,,"intermedio, tramezzo, intermedi, intromessa, tramessa, introdutta, introdutto, intermedii","The intermedio interˈmɛːdjo, in the Italian Renaissance, was a theatrical performance or spectacle with music and often dance, which was performed between the acts of a play to celebrate special occasions in Italian courts.","intermedio, intermédiaires, intermé",YES
,bn:03692302n,,"intelligent_dance_music, idm, intelligent_techno, experimental_dance, art_dance, romulo_del_castillo, soul_oddity, post-techno, avant-garde_dance_music, post-dance_music, schematic_records, experimental_dance_music, ambient_techno, idm_music, intelligence_dance_music, avant-garde_dance, intelligent_dance, art_dance_music, post-rave_music","Intelligent dance music is a style of electronic music originating in the early 1990s that is regarded as ""cerebral"" and better suited to home listening than dancing.","intelligent_dance_music, artcore, ambient_techno, techno_ambient, musique_de_danse_intelligente",YES
,bn:03483881n,,"intabulation, intabolatura, intabulierung, intavolatura","Intabulation, from the Italian word intavolatura, refers to an arrangement of a vocal or ensemble piece for keyboard, lute, or other plucked string instrument, written in tablature.","intabulation, enregistrement_des_biens",YES
,bn:03112617n,,instrument-switch,Instrument-switching is a practice of live musicians in which musicians trade their instruments and perform with an instrument with which they are usually not associated.,,YES
,bn:03409939n,,"instrument_destruction, list_of_musicians_known_for_destroying_instruments, guitar_destruction, smashing_guitar, guitar-smashing, guitar_smashing, instrument_smashing, guitar_smash, smashing_guitars","The destruction of musical instruments is an act performed by a few pop, rock and other musicians during live performances, particularly at the end of the gig.",destruction_d'instruments,YES
,bn:03686641n,,"insound, insound.com, insound_records","Insound was a discounted, online music store.",insound,YES
,bn:14225843n,,"insertion_aria, interpolated_aria, aria_di_baule, trunk_aria, interpolation_aria",An insertion aria is an aria sung in an opera for which it was not composed.,aria_d'insertion,YES
,bn:03811050n,,"industrial_musical, industrial_musicals, corporate_musicals, corporate_musical","An industrial musical is a musical performed internally for the employees or shareholders of a business to create a feeling of being part of a team, to entertain, and/or to educate and motivate the management and salespeople to improve sales and profits.","musique_industrielle, musique_indus, industrial, industrial_music, indus, groupe_industriel, industriel",YES
,bn:03804775n,,"industrial_music, industrial, industrial_culture, industrial_punk, industrial_percussion, industrial_pop, industrial_band","A noisy, experimental genre of music with transgressive themes that originated in the 1970s.","musique_industrielle, musique_indus, industrial, industrial_music, indus, groupe_industriel, industriel",YES
,bn:03416370n,,"industrial_metal, cyber_metal, industrial_death_metal, cyber-metal, industrial_black_metal, coldwave, neue_deutsche_harte, indust_metal, european_industrial_metal, metallic_industrial, industro-metal, aggro-industrial, neue_deutsche_haerte, cybermetal, industrial-metal, trance_metal, tanz-metall, extreme_industrial_metal, industrial–metal, metal–industrial, industrial_metal_music, tanz_metal, metal_industrial, metal-industrial","Industrial metal is the fusion of heavy metal music and industrial music, typically employing repeating metal guitar riffs, sampling, synthesizer or sequencer lines, and distorted vocals.","metal_industriel, cyber_metal, industrial_metal, metal_indus, métal_industriel, electro_metal, metal_industriel_noir",YES
,bn:02544313n,,"indo_pop, indonesian_pop, indonesian_popular_music","Indo-pop also known as Indonesian pop is loosely defined as Indonesian pop music; however, in a wider sense it can also encompass Indonesian pop culture, which also includes Indonesian cinema and sinetrons.","indo_pop, indo-pop, indonesian_pop, pop_indonésien",YES
,bn:03403563n,,"indo_jazz, indian_jazz","Indo jazz is a musical genre consisting of jazz, classical and Indian influences.",jazz_indienne,YES
,bn:03844954n,,"indigenous_music_of_australia, australian_aboriginal_music, indigenous_australian_music, australian_aborigine_music, kun-borrk, australian_folk_and_indigenous_music, australian_indigenous_music, gunborg, manikay, bunggul, aboriginal_music, kunborrk","Indigenous music of Australia comprises the music of the Aboriginal and Torres Strait Islander peoples of Australia, intersecting with their cultural and ceremonial observances, through the millennia of their individual and collective histories to the present day.","musique_aborigène, musique_australienne_autochtone, indigenous_musique_australienne, australie_musique_autochtone",YES
,bn:03893750n,,"indie_pop, indie-pop, indie_pop_music, indiepop, alternative_pop, alt_pop, popkid, alt-pop",Indie pop is a music genre and subculture that combines guitar pop with DIY ethic in opposition to the style and tone of mainstream pop music.,"indie_pop, indie-pop, indiepop, pop_indépendante, alternative_pop, pop_indé, indie_pop_music, alt_pop, alt-pop, twee-pop, cuddlecore, pop_alternative, twee_pop",YES
,bn:03303358n,,"indie_music_scene, indie_music_scenes, music_scene, local_band_scene",An independent music scene is a localized independent music-oriented community of bands and their audiences.,scène_musicale_indépendante,YES
,bn:13896577n,,"indie, indie_music, independent_music, indie/alternative, indie_culture, indie_fashion, independent_album, independet_music, unsigned_artists, independent_band, independent_artist, indie_band, unsigned_artiste, independent_artists, independent_musician","Independent music is music produced independently from commercial record labels or their subsidiaries, a process that may include an autonomous, do-it-yourself approach to recording and publishing.","musique_indépendante, indie, album_indépendant, groupe_indie, groupe_indépendant, tant_indépendant, musique_indie",YES
,bn:03184149n,,"indian_rock, indian_rock_music, vedic_metal","Indian rock is a music genre in India that incorporates elements of Indian music with rock music, and is often topically India-centric.",rock_indien,YES
,bn:02599611n,,"indian_folk_music, folk_music_of_india, folk_music_in_india, folk_music_india",Indian folk music is diverse because of India's vast cultural diversity.,musique_folklorique_indienne,YES
,bn:15495560n,,"indian_band, band_government, first_nations_government, first_nation, band, first_nation_band, first_nation_government, first_nations_governments, band_councils, band_council, first_nation_band_governments, band_governments, indigenous_government","In Canada, an Indian band or band, sometimes referred to as a First Nation band or simply a First Nation, is the basic unit of government for those peoples subject to the Indian Act.","bande_indienne, bande_amérindienne, bande, gouvernement_de_bande, conseil_de_bande, gouvernement_autochtone, première_nation, gouvernement_de_la_bande, gouvernement_des_premières_nations",YES
,bn:02673573n,,"improvisation_in_music_therapy, clinical_improvisation",In music therapy improvisation is defined as a process where the client and therapist relate to each other.,improvisation_en_musicothérapie,YES
,bn:03229228n,,"impromptu, impromptus, impromtu","An impromptu is a free-form musical composition with the character of an ex tempore improvisation as if prompted by the spirit of the moment, usually for a solo instrument, such as piano.",impromptu,YES
,bn:15966261n,,"impressionist_music, impressionism_in_music, impressionism, musical_impressionism, impressionistic_music, impressionism_music","Impressionism in music was a movement among various composers in Western classical music whose music focuses on mood and atmosphere, ""conveying the moods and emotions aroused by the subject rather than a detailed tone‐picture"".",musique_impressionniste,YES
,bn:03147364n,,"impresario, talent_manager, impresarios, impresaria, impressario, concert_impresario","An impresario is a person who organizes and often finances concerts, plays, or operas, performing a role in stage arts that is similar to that of a film or television producer.","impresario, imprésario, impresarios, imprésarios",YES
,bn:02166347n,,"imitation, real_imitation, strict_imitation, nachahmung","In music, imitation is the repetition of a melody in a polyphonic texture shortly after its first appearance in a different voice.",imitation,YES
,bn:14754263n,,"illustrated_song, illustrated_songs, illustrated_song_slide",An illustrated song is a type of performance art and was a popular form of entertainment in the early 20th century in the United States.,"illustrated_songs, chanson_illustrée",YES
,bn:03670990n,,ilimba,The ilimba is a lamellophone from Tanzania.,ilimba,YES
,bn:02332112n,,ikinimba,Ikinimba is probably the most revered musical tradition in Rwanda.,ikinimba,YES
,bn:02576639n,,"igbo_music, igbo_traditional_music, ibo_music","Igbo music is the music of the Igbo people, who are indigenous to the southeastern part of Nigeria.","musique_igbo, musique_traditionnelle_igbo",YES
,bn:03143774n,,"hyōshigi, hyoshigi","The hyōshigi is a simple Japanese musical instrument, consisting of two pieces of hardwood or bamboo often connected by a thin ornamental rope.","hyōshigi, hyoshigi",YES
,bn:03843378n,,"hymn_tune, hymns_and_hymn_tunes, hymn_setting, hymn_tunes",A hymn tune is the melody of a musical composition to which a hymn text is sung.,mélodie_de_l'hymne,YES
,bn:16246265n,,hungarian_pop,Hungarian pop is the pop music scene of Hungary.,pop_hongrois,YES
,bn:02114112n,,hungarian_opera,"The origins of Hungarian opera can be traced to the late 18th century, with the rise of imported opera and other concert styles in cities like Pozsony, Kismarton, Nagyszeben and Budapest."," opéra_hongrois, liste_d'opéras_hongrois, liste_d'operas_hongrois",YES
,bn:16250722n,,hungarian_metal,Hungarian metal is the metal music scene of Hungary.,metal_hongrois,YES
,bn:03007883n,,"hungarian_indie, budapest_indie_music_scene","Budapest indie music scene was the indie music scene of Budapest, Hungary in the 2000s.",indie_hongrois,YES
,bn:03239492n,,"hun, tsuchibue",The hun is a Korean Xun -like flute made of baked clay or other ceramics.,xun,YES
,bn:03292205n,,"humoresque, humouresque, humoreske, humoresques",Humoresque is a genre of Romantic music characterized by pieces with fanciful humor in the sense of mood rather than wit.,humoresque,YES
,bn:03408916n,,"hummel, blokviool, humle",The hummel is an old Northern European stringed instrument similar to an older type of zither and is related to the Norwegian langeleik.,"epinette_des_vosges, hummel",YES
,bn:02889866n,,"huangmei_opera, huang_mei_diao, huangmeixi_opera, huang_mei_opera, huangmei_xi, huang_mei_diao_opera, huangmeixi",Huangmei or Huangmei tone originated as a form of rural folksong and dance that has been in existence for the last 200 years and possibly longer.,"opéra_de_huangmei, opéra_du_huangmei, huangmei_diao, opéra_huangmei, chant_du_huangmei",YES
,bn:03603363n,,"houston_noise, houston_noise_bands","Houston noise is a subgenre of noise rock, centered in Houston, Texas.",houston_noise,YES
,bn:03215420n,,"house_concert, hausmusik","A house concert or home concert is a musical concert or performance art that is presented in someone's home or apartment, or a nearby small private space such as a barn, apartment rec room, lawn, or back yard.","concert_maison, concert_à_domicile",YES
,bn:03279641n,,hosho,The hosho are Zimbabwean musical instruments consisting of a pair of maranka gourds with seeds.,hosho,YES
,bn:03553171n,,"horrorcore, horror_core, hell_rap, horror_rap, ghostcore, wicked_shit, gothic_hip-hop, horrorcore_rap, death_rap, satanic_hip-hop, satanic_rap, horrorcore_rap_artists, satanic_hip_hop, hell_hop","Horrorcore, also called horror hip hop, horror rap, death hip hop, or death rap, is a subgenre of hip hop music based on horror-themed and often darkly transgressive lyrical content and imagery.",horrorcore,YES
,bn:03083491n,,"horror_punk, horror_hardcore, goth_punk, horror_rock, zombie_punk, horror-punk, horrorpunk",Horror punk is a music genre that mixes proto-gothic and punk rock sounds with morbid and violent imagery and lyrics which are often influenced by horror films and science fiction B-movies.,"horror_punk, horrorpunk",YES
,bn:03889169n,,horn_section,A horn section is a group of musicians playing horns.,"section_de_cuivres, section_cuivre",YES
,bn:02797745n,,hori,"Hori is a genre of semi-classical singing, popular in Uttar Pradesh and Bihar.",hori,YES
,bn:03816996n,,"hora_lungă, cintec_lung, cîntec_lung, hora_lunga","Hora lungă, is a Romanian regional folksong style characterized by the union of a lyrical text and improvisational melody.",hora_lungă,YES
,bn:03348278n,,hoover_sound,"Hoover sound refers to a particular synthesizer sound in electronic music, commonly used in gabber, breakbeat hardcore, trance and hard house.",hoover_sound,YES
,bn:03710329n,,"hook, musical_hook, hook_line, hookline, callout_hook, hooks","A hook is a musical idea, often a short riff, passage, or phrase, that is used in popular music to make a song appealing and to ""catch the ear of the listener"".","hook, crochet",YES
,bn:03144600n,,"homorhythm, heterorhythm, homometric, heterometer, isometer, ''_homorhythm_'', homometer, familiar_style, homometre, heterometric, heterorhythmic, homorhythmic, heterometre","In music, homorhythm is a texture where there is a ""sameness of rhythm in all parts"" or ""very similar rhythm"" as would be used in simple hymn or chorale settings.",homorythmie,YES
,bn:03881547n,,"holophonics, virtual_barbershop",Holophonics is a binaural recording system created by Hugo Zuccarelli that is based on the claim that the human auditory system acts as an interferometer.,holophonie,YES
,bn:03320551n,,"hokum, hokum_blues",Hokum is a particular song type of American blues music—a humorous song which uses extended analogies or euphemistic terms to make sexual innuendos.,hokum,YES
,bn:03702217n,,hofii,"Hofii is a form of female vocal folk music that is believed to have originated from Tlemcen, Algeria.",hofii,YES
,bn:03884314n,,"hoedown, hoe-down","A hoedown is a type of American folk dance or square dance in duple meter, and also the musical form associated with it.",hoedown,YES
,bn:03436989n,,"hocket, hoquet, hocquet, hoquetus, ochetus, hoket, hocketing, oketus, ocquet, double_hocket, hochetus","In music, hocket is the rhythmic linear technique using the alternation of notes, pitches, or chords.",hoquet,YES
,bn:03879857n,,history_of_sonata_form,Sonata form is one of the most influential ideas in the history of Western classical music.,"forme_sonate, histoire_de_la_forme_sonata",YES
,bn:03182869n,,"history_of_music_publishing, music_printing_and_publishing, printing_&_publishing_of_music, printing_music, music_printing","Music publishing is the business of creating, producing and distributing printed musical scores, parts, and books in various types of music notation, while ensuring that the composer, songwriter and other creators receive credit and royalties or other payment.","histoire_de_l'imprimerie_musicale, imprimerie_musicale",YES
,bn:17332481n,,"history_of_music, origin_of_scales, evolution_of_music, music_history, oldest_known_song, history_of_classical_music_traditions","Music is found in every known society, past and present, and is considered to be a cultural universal.","histoire_de_la_musique, origines_de_la_musique",YES
,bn:03869013n,,"history_of_multitrack_recording, 32-track_digital_recorder","Multitrack recording of sound is the process in which sound and other electro-acoustic signals are captured on a recording medium such as magnetic tape, which is divided into two or more audio tracks that run parallel with each other.",enregistrement_multipliste,YES
,bn:02966151n,,"historically_informed_performance, period_performance, historically-informed_performance, performance_practice, authentic_performance, historical_performance, early_instruments, historically_informed_performance_practice, hip, historical_performance_practice, original_instruments","Historically informed performance is an approach to the performance of classical music, which aims to be faithful to the approach, manner and style of the musical era in which a work was originally conceived.","instruments_d'époque, baroqueux, interprétation_historiquement_informée, historically_informed_performance, instruments_anciens, performance_authentique, performance_historiquement_informée",YES
,bn:02808843n,,"hip_hop_skit, rap_skit, skit_track, skit","A hip hop skit is a form of sketch comedy that appears on a hip hop album or mixtape, and is usually written and performed by the artists themselves.","skit_de_hip_hop, hip_hop_skit",YES
,bn:17280437n,,"hip_hop, hip_hop_culture, hiphop, hip_hop., hip_hopper, women_in_hip_hop, hip-hop_history, hip_hop_subculture, four_elements_of_hip_hop, hip_hop_history, social_impact_of_hip_hop, women_in_hiphop, hip-hop_culture, hop_hop, hip-hop","Hip hop or hip-hop is a culture and art movement that was created by African Americans, Latino Americans and Caribbean Americans in the Bronx, New York City.","hip-hop, culture_hip-hop, culture_du_hip-hop",YES
,bn:03391449n,,"hindustani_classical_music, hindustani_music, hindustani_sangeet, north_indian_classical_music, northern_indian_classical_music, pakistani_classical_music, hindustani_classical, classical_music_of_pakistan, hindi-urdu_classical_music, traditional_music_of_pakistan, hindustani_classical_singing, śāstriya_saṅgīt, list_of_hindustani/_north_indian_music_composers, classical_pakistani_music, north_indian_music, gayaki, hindustani_classical_singer",Hindustani classical music is the classical music of northern regions of the Indian subcontinent.,"musique_hindoustani, musique_hindoustanie, gayaki, classique_hindoustani, musique_classique_hindoustani, musique_classique_indienne_du_nord",YES
,bn:02572349n,,"hill_country_blues, north_mississippi_hill_country_blues, north_hill_country_blues, north_mississippi_blues",Hill country blues is a regional style of country blues.,"hill_contry_blues, blues_de_hill_country",YES
,bn:03143648n,,"heterophony, heterophonically, polyphonic_stratification, heterophonic","In music, heterophony is a type of texture characterized by the simultaneous variation of a single melodic line.","hétérophonie, hétérophone, hétérophonique",YES
,bn:03093141n,,"heavy_metal_subculture, hessian, metal_culture, heavy_metal_culture, metal_subculture, heavy_metal_community, metal_community",Fans of heavy metal music have created their own subculture that encompasses more than just appreciation of the style of music.,"metalleux, metalhead, culture_heavy_metal, culture_metal, hardeux, métalleux, hardos",YES
,bn:03198321n,,"heavy_metal_fashion, hard_rock_fashion, metal_fashion","Heavy metal fashion is the style of dress, body modification, make-up, hairstyle, and so on, taken on by fans of heavy metal, or, as they are often called, metalheads or headbangers.",mode_heavy_metal,YES
,bn:02750518n,,"headstock, string_tree, head_stock, matching_headstock, peghead","A headstock or peghead is part of a guitar or similar stringed instrument such as a lute, mandolin, banjo, ukulele and others of the lute lineage.",poupée,YES
,bn:02491315n,,"headliner, main_act, main_attraction, featured_act","A headliner is the main act in a music, theatre, or comedy performance.",tête_d'affiche,YES
,bn:03329736n,,"headbanging, head_banging, head-banger, headbangin, headbangers, headbanger, head-banging, headbang",Headbanging is violently shaking one's head in time with music.,"headbanging, headbang, headbanger",YES
,bn:03312356n,,haute-contre,"The haute-contre was the primary French operatic tenor voice, predominant in French Baroque and Classical opera, from the middle of the seventeenth century until the latter part of the eighteenth century.",haute-contre,YES
,bn:02813857n,,"hauptstimme, hauptsatz, primary_voice, counter-melodies, 𝆧, 𝆦, secondary_voice, 𝆨, hauptrhythmen, countermelodies, seitensatz, nebenstimme, counter_melody, hauptrhythmus, secondary_melody","In music, Hauptstimme or Hauptsatz is the main voice, chief part; i.e., the contrapuntal or melodic line of primary importance, in opposition to Nebenstimme.","hauptstimme, hauptsatz",YES
,bn:03442518n,,"harpsichord_concerto, concerto_for_solo_harpsichord, harpsichord_concertos, harpsichord_concerti",A harpsichord concerto is a piece of music for an orchestra with the harpsichord in a solo role.,concerto_pour_clavecin,YES
,bn:02449528n,,"harpejji, harpeji",The harpejji is an electric stringed musical instrument developed in 2007 by American audio engineer Tim Meeks.,harpejji,YES
,bn:03407454n,,"harmonic_mixing, key_mixing","Harmonic mixing or key mixing is a DJ's continuous mix between two pre-recorded tracks that are most often either in the same key, or their keys are relative or in a subdominant or dominant relationship with one another.",mélange_harmonique,YES
,bn:03486516n,,"hardstyle, hard_dance, dubstyle","Hardstyle is an electronic dance genre mixing influences from techno, new beat and hardcore.","hardstyle, euphoric_hardstyle, nu-style, xtra_rawstyle, experimental_rawstyle, old_school_hardstyle, euphoric_rawstyle, oldschool_hardstyle, hardstyle_experimental, psystyle, big_room_hardstyle, moombahstyle, dubstyle, experimental_hardstyle, rawstyle, rawstyle_experimental, big-room_hardstyle, nu_style, reverse_bass, early_hardstyle, rawstep, techstyle",YES
,bn:03597327n,,"hardcore_punk, hxc, alternative_hardcore, hard_core_punk, hc_punk, hardcore, list_of_hardcore_genres, list_of_hardcore_punk_bands, hardcore_rock, hard-core_punk, extreme_punk, punk/hc, hardcore_punk_rock, heavy_punk, hardcore_punk_albums, hardcore_rock_music, hc_punk_rock, blackened_hardcore, heavy_punk_rock, hardcore_punk_music, list_of_musicians_of_hardcore_punk, speed_music, extreme_punk_rock, hardcore-punk, hardxcore, electronically_influenced_hardcore, nwobhc, hardcore_punk_rock_music, punkcore, hardcore_bands, harsh_punk, hard_punk, hard_core_punk_rock, hardcore_punk_bands, hardcore_punk_subculture, hc_music, new_wave_of_british_hardcore, hardcore_band",Hardcore punk is a punk rock music genre and subculture that originated in the late 1970s.,"punk_hardcore, hardcore_punk, rock_hardcore, punkcore",YES
,bn:15803463n,,"hardcore, hardcore_techno, hardcore_edm, techno_hardcore, doomcore, hardcore_electronic_music, dutch_hardcore, hardcore_dance_music","Hardcore is a subgenre of electronic dance music that originated in the United Kingdom, the Netherlands and Germany in the 1990s.","techno_hardcore, hardcore, Hardcore_techno",YES
,bn:03233537n,,"hardanger_fiddle, hardingfele, harding_fiddle, hardangerfele, norwegian_fiddle, norwegian_violin",A Hardanger fiddle is a traditional stringed instrument used originally to play the music of Norway.,"violon_hardanger, hardingfele, fele, hardangerfele, violon_de_hardanger",YES
,bn:02105587n,,"happy_hardcore, uk_hardcore, 4-beat, happycore, happy-hardcore, happyhardcore, happy_hard, happy_gabba, happy_gabber, upfront_hardcore, happy_rave","UK Hardcore or Happy hardcore, also known as happycore, is a music genre of hard dance.","happy_hardcore, 4-beat",YES
,bn:02608206n,,"hand_drum, kundu_drums, hand_drums","A hand drum is any type of drum that is typically played with the bare hand rather than a stick, mallet, hammer, or other type of beater.","tambours_à_main, tambour_à_main",YES
,bn:14028359n,,"half-time, half_time, half_time_shuffle, half-time_feel","In popular music, half-time is a type of meter and tempo that alters the rhythmic feel by essentially doubling the tempo resolution or metric division/level in comparison to common-time.",mi-temps,YES
,bn:02175314n,,"gypsy_scale, romani_scale, ciprian_scale, minor_gypsy_scale","The term Gypsy scale refers to one of several musical scales named after their supported and associated with Romani or ""Gypsy"" music: Double harmonic scale, the fifth mode of Hungarian minor, or Double Harmonic minor, scale, also known as the Byzantine scale.",gamme_gitane,YES
,bn:03557362n,,"gypsy_jazz, hot_club, hot_club_jazz, gypsy_swing, jazz_manouche, la_pompe, gypsy_picking, manouche_jazz, gypsy-jazz","Gypsy jazz is a style of small-group jazz originating from the Romani guitarist Jean ""Django"" Reinhardt, in conjunction with the French swing violinist Stéphane Grappelli, as expressed in their group the Quintette du Hot Club de France.","jazz_manouche, musique_manouche, swing_manouche",YES
,bn:02143383n,,"gwo_ka, gwo_ka_moderne",Gwo ka is a French creole term for big drum.,"gwo_ka, gwok",YES
,bn:03788460n,,"guzheng, zheng, gu_zheng, chinese_zither, gu'zheng, 古箏, 古筝, cheng, zheng_music","The zheng or guzheng, is a Chinese plucked zither.",guzheng,YES
,bn:02749071n,,"gut_bucket_bass, gut-bucket_bass, washtub_bass, gut_bucket, gutbucket, gutbucket_bass, gut-bucket, teachest_bass, dumdum, wash_tub_bass, gut_bass, bucket_bass, tea-chest_bass, tea_chest_bass, bush_bass","The washtub bass, or gutbucket, is a stringed instrument used in American folk music that uses a metal washtub as a resonator.","contrebassine, washtub_bass, basse_lavoir, basse_caisse_de_thé, gutbucket",YES
,bn:03419882n,,"guqin_notation, qin_notation","The notation of the guqin is a unique form of tablature for the Chinese musical instrument, with a history of over 1,500 years, still in use today.",notation_de_guqin,YES
,bn:03607871n,,"gunka, kimigayo_march",Gunka is the Japanese term for military music.,gunka,YES
,bn:02807062n,,"gumbe, gumbay, gumbé, goombay","Gumbe, also goombay or gumbay, is a West African style of music found in countries such as Sierra Leone and Guinea-Bissau.","gumbe, goumbé, gumbé",YES
,bn:02548604n,,guitarra_de_canya,"The guitarra de canya is a Spanish percussion instrument made from several reeds or bones, suspended by cords in a row and hung from the neck.","guitarra_de_canya, guitarra_d'ossos, escaleta",YES
,bn:03427531n,,"guitar_technician, guitar_tech, bass_tech, bass_technician",A guitar technician is a member of a music ensemble's road crew who maintains and sets up the musical equipment for one or more guitarists.,"technicien_guitare, guitare",YES
,bn:03520511n,,"guitar_synthesizer, midi_guitar, guitar_synth, synth_guitar, digital_guitar, guitar_synthesiser, ztar, bass_guitar_synth, guitar_synthesizers, synthesizer_guitar, guitar/synth, guitar/synthesizer",A guitar synthesizer is any one of a number of musical instrument systems that allow a guitarist to access synthesizer capabilities.,"synthé_guitare, ztar, synthétiseur_guitare, guitare__synthétiseur",YES
,bn:03491317n,,"guitar_solo, bass_solo, bass_solos, guitar_solos, lead_break","A guitar solo is a melodic passage, instrumental section, or entire piece of music written for a classical guitar, electric guitar or an acoustic guitar.","solo_de_guitare, solo_à_la_guitare_électrique, solos_guitare_electrique, solos_de_guitare",YES
,bn:03260667n,,"guitar_showmanship, guitar_moves, guitar_stunt","Guitar showmanship involves gimmicks, jumps, or other stunts with a guitar.",,YES
,bn:03825675n,,"gudi, jiahu_gudi, gudi_flute, jiahu_flutes, jiahu_flute","The Jiahu gǔdí is the oldest known musical instrument from China, dating back to around 7000 BC.",flute_en_os_de_jiahu,YES
,bn:02211213n,,"guatemalan_rock, rock_chapin",Guatemalan Rock or Rock Chapín is a genre of rock music which has been developing in Guatemala since the mid-1970s.,"rock_guatémaltèque, rock_chapín",YES
,bn:03499049n,,guarania,Guarania is a style of music created in Paraguay by musician José Asunción Flores in 1925 with the purpose of expressing the character of the Paraguayan people.,guarania,YES
,bn:02991555n,,"guangdong_music, music_of_guangdong, cantonese_folk_song",Music of Guangdong is a synthesis of a number of local Guangdong folk music styles.,"musique_du_guangdong, musique_cantonaise",YES
,bn:02665463n,,"guan, guan_zi, kuan-tzü, bili, houguan, guanzi, hou_guan",The guan is a Chinese double reed wind instrument.,"guanzi, guan, luguan, bili, houguan",YES
,bn:03300257n,,"guajira, guajira-son, guajiras",Guajira is a music genre derived from the Punto cubano.,guajira,YES
