wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?,note,removed EN
,bn:03677486n,,"txalaparta, chalaparta",The txalaparta is a specialized Basque music device of wood or stone.,YES,,
,bn:03680054n,,"ethnomusicology, ethno-musicology, non-western_music, musical_ethnology, comparative_musicology, ethnomusicological, ethnomusicologists, ethnomusicologist, music-ethnologist",Ethnomusicology is the study of music from the cultural and social aspects of the people who make it.,YES,,
,bn:03681396n,,madrigal_comedy,"Madrigal comedy is a term for a kind of entertainment music of the late 16th century in Italy, in which groups of related, generally a cappella madrigals were sung consecutively, generally telling a story, and sometimes having a loose dramatic plot.",YES,,
,bn:03681452n,,"concertato, concertato_style, stile_concertato","Concertato is a term in early Baroque music referring to either a genre or a style of music in which groups of instruments or voices share a melody, usually in alternation, and almost always over a basso continuo.",YES,,
,bn:03681522n,,"madrigale_spirituale, madrigali_spirituali","A madrigale spirituale is a madrigal, or madrigal-like piece of music, with a sacred rather than a secular text.",YES,,
,bn:03683258n,,"picture_disc, list_of_picture_discs, picture_disk","Picture discs are gramophone records that show images on their playing surface, rather than being of plain black or colored vinyl.",YES,,
,bn:03685845n,,"prolation_canon, proportional_canon, canon_by_diminution, canon_per_diminutionem, canon_by_augmentation, canon_per_augmentationem, diminution_canon, augmentation_canon, sloth_canon, mensuration_canon","In music, a prolation canon is a type of canon, a musical composition wherein the main melody is accompanied by one or more imitations of that melody in other voices.",YES,,
,bn:03686154n,,"anarcho-punk, anarchist_punk, anarcho_punk, peace_punk, anarcha-punk, punk_anarchist, anarchist_rock, anarcho_punks, anarchore, anpunk, anarcho-punk_rock, punk_anarchism, anarcha_punk, anarchist_hardcore, anarcho-core, anarcho-rock, anarchopunk, punk_and_anarchism, anarchist_punk_rock, anarcho-punks, hardcore_anarcho-punk, anarchism_and_punk, anarchocore",Anarcho-punk is punk rock that promotes anarchism.,YES,,
,bn:03686641n,,"insound, insound.com, insound_records","Insound was a discounted, online music store.",YES,,
,bn:03688691n,,"drum_and_bass, jump-up, drum'n'bass, drum_&_bass, drum_n_bass, drum_'n'_bass, dnb, drum_n'_bass, drumandbass, jungle_techno, drums_and_bass, drum'n'base, list_of_jungle_and_drum'n'bass_record_labels, atmospheric_drum_&_bass, drums_n_base, jungle_and_drum_and_bass, drum_’n’_bass, darkstep, jazzstep, d&b_music, drum_and_bass_music, dnb_step, drum‘n’bass, d’n’b, drum&bass, drum_'n_base, drum_funk, drumfunk, drum-n-bass, drum_&_bass_rap, drum'n'bass_music, techno-dnb, jungle/drum_n_bass, drumstep, fulldress_drum_and_bass, drum_'n_bass, electronic_music/jungle, choppage, d'n'b, electronic_music/drum_and_bass, atmospheric_drum_and_bass, drill_n_bass, drum-and-bass, intelligent_drum_and_bass, drum’n’bass, drumm_and_bass, list_of_jungle_and_drum_n_bass_record_labels","Drum and bass is a genre of electronic music characterised by fast breakbeats with heavy bass and sub-bass lines, sampled sources, and synthesizers.",YES,,
,bn:03688998n,,"ricercar, ricercare, recercar, ricercares, ricercari, ricercars, recercare, ricecare",A ricercar is a type of late Renaissance and mostly early Baroque instrumental composition.,YES,,
,bn:03691372n,,"drop_c_tuning, drop_c, dropped_c","Drop C tuning is an alternative guitar tuning where at least one string has been lowered to a C, but most commonly refers to CGCFAD, which can be described as D tuning with a 6th string dropped to C, or drop D tuning transposed down a whole step.",YES,,
,bn:03692302n,,"intelligent_dance_music, idm, intelligent_techno, experimental_dance, art_dance, romulo_del_castillo, soul_oddity, post-techno, avant-garde_dance_music, post-dance_music, schematic_records, experimental_dance_music, ambient_techno, idm_music, intelligence_dance_music, avant-garde_dance, intelligent_dance, art_dance_music, post-rave_music","Intelligent dance music is a style of electronic music originating in the early 1990s that is regarded as ""cerebral"" and better suited to home listening than dancing.",YES,,
,bn:03694357n,,"rotation, light_rotation, rotation_music, music_rotation, heavy_rotation","In broadcasting, rotation is the repeated airing of a limited playlist of songs on a radio station or satellite radio channel, or music videos on a TV network.",YES,,
,bn:03696206n,,"american_indian_opera, native_american_opera, american_indian_grand_opera",American Indian opera is a subgenre of music of the United States.,YES,,
,bn:03699332n,,kari,"Kari, in shakuhachi music, is both a property of a note and a technique.",YES,,
,bn:03702217n,,hofii,"Hofii is a form of female vocal folk music that is believed to have originated from Tlemcen, Algeria.",YES,,
,bn:03703086n,,"death_metal, slamming_death_metal, slam_metal, brutal_death_metal, gore_metal, post-death_metal, carnation, cookie_monster_music, blackened_death, chapel_of_abhorrence, norwegian_death_metal, black_death_music, dead_metal, deathrash, black-death, melodic_blackened_death_metal, proto-death_metal, finnish_death_metal, black/death_metal, death/black_metal, slamming_brutal_death_metal, slam_music, brutal_death, death-metal, cookie_monster_metal, deathmetal, death_metal_music, deth_metal, slam_death_metal, death-thrash, prog_death_metal, death/black, black_death_metal, neo-classical_death_metal",Death metal is an extreme subgenre of heavy metal music.,YES,,
,bn:03704636n,,"digital_synthesizer, digital_synthesis, digital_synth, digital_synthesiser, digital_synthesizers",A digital synthesizer is a synthesizer that uses digital signal processing techniques to make musical sounds.,YES,,
,bn:03705115n,,"passover_songs, haggadah_music, passover_music, ki_lo_na'eh, ki_lo_naeh, passover_song","Passover songs are songs from the seder, the festive meal associated with the Jewish festival of Passover.",YES,,
,bn:03705316n,,"keytar, korg_rk-100_keytar, key-tar, keyboard_guitar, gui-board, synthtar, guiboard, strap-on_keyboard, keytars, rock_keyboard, strap-on_synth","The keytar is a relatively lightweight synthesizer that is supported by a strap around the neck and shoulders, similar to the way a guitar is supported by a strap.",YES,,
,bn:03707422n,,sadcore,"Sadcore is a subgenre occasionally identified by music journalists to describe examples of alternative rock characterised by bleak lyrics, downbeat melodies and slower tempos, or alternatively, songs with deceivingly upbeat melodies that are simultaneously characterised by depressive lyrical undertones or imagery.",YES,,
,bn:03708831n,,colored_music_notation,Colored music notation is a technique used to facilitate enhanced learning in young music students by adding visual color to written musical notation.,YES,,
,bn:03709103n,,"progressive_tonality, dramatic_key_symbolism, regressive_tonality, double-tonic_complex, concentric_tonality, directional_tonality","Progressive tonality is the music compositional practice whereby a piece of music does not finish in the key in which it began, but instead 'progresses' to an ending in a different key or tonality.",YES,,
,bn:03709982n,,come_and_sing,"A come and sing event is a temporary choir that rehearses and/or performs choral music, often within a single day.",YES,,
,bn:03710265n,,brazilian_thrash_metal,"Along with Bay Area thrash metal and Teutonic thrash metal, Brazilian thrash metal was one of the major scenes in the 1980s.",YES,,
,bn:03710329n,,"hook, musical_hook, hook_line, hookline, callout_hook, hooks","A hook is a musical idea, often a short riff, passage, or phrase, that is used in popular music to make a song appealing and to ""catch the ear of the listener"".",YES,,
,bn:03710873n,,"tenso, poetical_debate, tenço, tenzone, tensó, tençon",A tenso is a style of troubadour song.,YES,,
,bn:03711239n,,"taqsim, taqsīm, taksim, taksimi, taqasim, ταξίμι, تَقْسِيم‎, takism","Taqsim is a melodic musical improvisation that usually precedes the performance of a traditional Arabic, Greek, Middle Eastern, or Turkish musical composition.",YES,,
,bn:03714646n,,sato,"The Sato is a bowed tanbur, or long-necked lute, played by performers of Central Asian classical and folk music, mainly in Uzbekistan and Tajikistan.",YES,,
,bn:03714894n,,"european_hip_hop, european_rap, europe_hip_hop",European hip hop is hip hop music created by European musicians.,YES,,
,bn:03714996n,,"chiptune, chip_tune, keygen_music, chip_music, 8-bit_music, picopop, chipcore, chipmusic, chip-music, 8_bit_music, 8-bit, chiptunes, blip_blop, chip_pop","Chiptune, also known as chip music, is a style of synthesized electronic music made using the programmable sound generator sound chips or synthesizers in vintage arcade machines, computers and video game consoles.",YES,,
,bn:03717688n,,"standard_repertoire, repertoire","Standardrepertoar er en samling musikkstykker som representerer sin sjanger, og som musikere i sjangeren pleier være kjent med.",YES,,
,bn:03717814n,,"motet-chanson, chanson_motet, motet_chanson, chanson-motet","The motet-chanson was a specialized musical form of the Renaissance, developed in Milan during the 1470s and 1480s, which combined aspects of the contemporary motet and chanson.",YES,,
,bn:03718784n,,"pastorale_héroïque, pastorale-heroique, pastorale-héroïque, pastorale_heroique, pastorale_héroique","Pastorale héroïque was a type of ballet héroïque, a form of the opéra-ballet genre of French Baroque opera.",YES,,
,bn:03719597n,,"punk_rock_in_california, california_punk_rock, cali_punk, san_francisco_hardcore, californian_hardcore, la_punk_band, east_bay_punk, punk_in_california, californian_punk, punk_rock_scene_in_california, california_punk_band, california_punk, california's_punk_rock_scene, california_punk_scene, california's_punk_rock_culture, punk_rock_culture_in_california","Since the mid 1970s, California has had thriving regional punk rock movements.",YES,,
,bn:03720025n,,bakersfield_sound,"The Bakersfield sound is a sub-genre of country music developed in the mid-to-late 1950s in and around Bakersfield, California.",YES,,
,bn:03720002n,,"coloratura, dramatic_coloratura, colloratura, koloratur, florid_music, colorature, colotura, colouratura","Coloratura is an elaborate melody with runs, trills, wide leaps, or similar virtuoso-like material, or a passage of such music.",YES,,
,bn:03724654n,,"savoy_opera, savoy_operas","Savoy opera was a style of comic opera that developed in Victorian England in the late 19th century, with W. S. Gilbert and Arthur Sullivan as the original and most successful practitioners.",YES,,
,bn:03724750n,,"venetian_polychoral_style, cori_spezzati, coro_spezzato",The Venetian polychoral style was a type of music of the late Renaissance and early Baroque eras which involved spatially separate choirs singing in alternation.,YES,,
,bn:03724776n,,"intermedio, tramezzo, intermedi, intromessa, tramessa, introdutta, introdutto, intermedii","The intermedio interˈmɛːdjo, in the Italian Renaissance, was a theatrical performance or spectacle with music and often dance, which was performed between the acts of a play to celebrate special occasions in Italian courts.",YES,,
,bn:03725101n,,flute_choir,A flute choir is an instrumental chamber ensemble consisting of range extensions of the flute family.,YES,,
,bn:03725337n,,"didgeridoo, the_didgeridoo, diggeridoo, dijeridu, dijareedo, yirdaki, digerydoo, digiridu, dijeredoo, digerdo, yiḏaki, didjerido, mandapul, didgerydoo, dijeridoo, spiralidoo, digaridoo, yidaki, didgeredoo, didgeridoos, didgeradoo, diggerdo, didjareedo, digereedoo, digeridoo, dijiredoo, spiraldidge, slideridoo, dijiridoo, didgeridu, diggerydoo, digeredoo, dijiri_doo, didjeridus, didjeridu, didge, didjeridoo, dijeridooo, didgareedo, didgeeridoo, didjeribone, digerado, digeriedoo, slidedidge","The didgeridoo is a wind instrument, played with continuously vibrating lips to produce a continuous drone while using a special breathing technique called circular breathing.",YES,,
,bn:03726530n,,intuitive_music,Intuitive music is a form of musical improvisation based on instant creation in which fixed principles or rules may or may not have been given.,YES,,
,bn:03727019n,,"vocal_coach, repetiteur, singing_coach, vocal_coaches, vocal_coaching, voice_coach","A vocal coach, also known as a voice coach, is a music teacher, usually a piano accompanist, who helps singers prepare for a performance, often also helping them to improve their singing technique and take care of and develop their voice, but is not the same as a singing teacher.",YES,,
,bn:03728093n,,"polystylism, polystylistic","Polystylism is the use of multiple styles or techniques in literature, art, film, or, especially, music.",YES,,
,bn:03728318n,,"answer_song, answer_record, answer_single, response_song, answer_songs, answer_records","An answer song, response song or answer record, is a song made in answer to a previous song, normally by another artist.",YES,,
,bn:03729966n,,"thrashcore, fastcore, fast_hardcore, fast_punk, thrashcore_punk, speed_punk, thrash_hardcore, fastcore_punk, trashcore, list_of_thrashcore_bands, thrash_punk",Thrashcore is a fast tempo subgenre of hardcore punk that emerged in the early 1980s.,YES,,
,bn:03730106n,,"lira, relia","The lira, or relia, is a Ukrainian variant of the hurdy-gurdy, an instrument which can trace its history back to the 10th century.",YES,,
,bn:03731511n,,"er_ren_zhuan, errenzhuan, erren_zhuan, song_and_dance_duet, two-person_turnabout, two-singer_spin",Errenzhuan or Two-people Rotation is a genre of local folk dance and song from Northeast China.,YES,,
,bn:03733521n,,"chopping, chopped_vocals","In hip hop music sampling, chopping is the ""altering a sampled phrase by dividing it into smaller segments and reconfiguring them in a different order.""",YES,,
,bn:03733600n,,"isicathamiya, iscathamiya, zulu_a_cappella_singing, ingoma_ebusuku, isicathimiya",Isicathamiya is a singing style that originated from the South African Zulus.,YES,,
,bn:03734071n,,"salsa, salsa_music, salsa_cubana, 1970s_salsa_music, 1980s_salsa_music, 1970s_salsa, 1980s_salsa, 1960s_salsa, 1960s_salsa_music, salsa_band",Salsa music is a popular dance music genre that initially arose in New York City during the 1960s.,YES,,
,bn:03734665n,,schranz,subgenre of techno,YES,,
,bn:03736371n,,"song_poem, songpoem",Song poems are songs with lyrics by usually non-professional writers that have been set to music by commercial companies for a fee.,YES,,
,bn:03737473n,,"passion_cantata, passio, passion_oratorio","A Passion cantata is a cantata that takes as its theme the Passion of Jesus Christ, i.e. the hours, days, or weeks leading up to and including his crucifixion.",YES,,
,bn:03744975n,,prepared_piano,A prepared piano is a piano that has had its sound altered by placing objects on or between the strings.,YES,,
,bn:03745912n,,"false_ending, fake_ending","A false ending has two contexts: in literature, film and video games it is a narrative device where the plot seems to be heading to its conclusion, but in reality, there's still more to the story; in a musical composition, however, it is a complete stop of the work or song for one or more seconds before continuing.",YES,,
,bn:03750412n,,"cuban_hip_hop, rap_cubano",Hip hop music arrived in Cuba via radio and TV broadcasts from Miami.,YES,,
,bn:03751111n,,"duduk, doudouk, duduki, douduk, dudukist, armenian_flute, list_of_armenian-inspired_soundtracks, doodook","The duduk or tsiranapogh, which means “apricot-made wind instrument”, is an ancient Armenian double reed woodwind instrument made of apricot wood.",YES,,
,bn:03752304n,,"roots_rock, roots-rock","Roots rock is rock music that looks back to rock's origins in folk, blues and country music.",YES,,
,bn:03752559n,,"gstanzl, gestanzel",The Gstanzl is a traditional type of mocking songs particularly known in the Austrian-Bavarian regions.,YES,,
,bn:03753189n,,"air_de_cour, airs_de_cour","The Air de cour was a popular type of secular vocal music in France in the late Renaissance and early Baroque period, from about 1570 until around 1650.",YES,,
,bn:03754848n,,buraban,Buraban is a Japanese term for a wind ensemble or concert band.,YES,,
,bn:03756696n,,"dadra, dadras",Dadra is associated with the Hindustani classical music of the Indian subcontinent.,YES,,
,bn:03757796n,,"pogo, pogoing, the_pogo","The pogo is a dance in which the dancers jump up and down, while either remaining on the spot or moving around; the dance takes its name from its resemblance to the use of a pogo stick, especially in a common version of the dance, where an individual keeps their torso stiff, their arms rigid, and their legs close together.",YES,,
,bn:03758588n,,"furlana, frullana, furlane, forlane, friulana, forlana",The furlana is an Italian folk dance from the Italian region of Friuli Venezia Giulia.,YES,,
,bn:03758744n,,"taiko, japanese_drum, taiko_drum, wadaiko, japanese_taiko_drumming, ō-daiko, japanese_drums, chū-daiko, kumi-daiko, wa-daiko, taiko_music, hachijo_taiko, ōdaiko, chu-daiko, taiko_drummer, dadaiko, odaiko, taiko_bibliography, daiko, o-daiko, hachijo_daiko",Taiko are a broad range of Japanese percussion instruments.,YES,,
,bn:03758853n,,"double-system_recording, doublesystem, double_system, double-system, double-systems, double_systems, doublesystems",Double-system recording is a form of sound recording used in motion picture production whereby the sound for a scene is recorded on a machine that is separate from the camera or picture-recording apparatus.,YES,,
,bn:03763141n,,"da_capo, da_capo_al_coda, dacapo, d.c._al_coda, d.c._al_fine, dc_al_coda, fine, da_capo_al_fine, dc_al_fine, al_fine, 𝄊","Da capo is an Italian musical term that means ""from the beginning"".",YES,,
,bn:03764464n,,"jazz_improvisation, targeting, jazz_improvization, enclosure, jazz_improv, chromatic_targeting, guide_tone, three_to_flat_nine",Jazz improvisation is the spontaneous invention of melodic solo lines or accompaniment parts in a performance of jazz music.,YES,,
,bn:03764482n,,"electronica, electronic_listening_music, intelligent_techno, contemporary_electronic_music, art_techno, braindance, electronica_music, listening_techno, intellectual_dance_music",Electronica is a broad group of electronic-based music styles intended for listening rather than strictly for dancing.,YES,,
,bn:03767942n,,rautalanka,"In common usage, the Finnish word rautalanka means instrumental rock in general.",YES,,
,bn:03768956n,,musical_historicism,"Musical historicism signifies the use of historical materials, structures, styles, techniques, media, conceptual content, etc., whether by a single composer or those associated with a particular school, movement, or period.",YES,,
,bn:03770557n,,"onkyokei, onkyo-kei, onkyo","The Onkyo music movement or Onkyokei is a form of free improvisation, emerging from Japan in the late 1990s.",YES,,
,bn:03771064n,,"bass_trumpet, bass_trumpeter, basse-trompette",The bass trumpet is a type of low trumpet which was first developed during the 1820s in Germany.,YES,,
,bn:03771076n,,"piccolo_trumpet, bach_trumpet","The smallest of the trumpet family is the piccolo trumpet, pitched one octave higher than the standard B♭ trumpet.",YES,,
,bn:03771501n,,"blues_dance, blues_dancing, snake_hips, snakehips, funky_butt, blues","Blues dancing is a family of historical dances that developed alongside and were danced to blues music, or the contemporary dances that are danced in that aesthetic.",YES,,
,bn:03771588n,,"session_musician, studio_musicians, session_guitarist, session_singers, sideline_musicians, backing_musicians, session_singing, hired_gun, studio_singer, sessionman, session_player, backing_musician, session_singer, studio_musician, sessionist, session_musicians","Session musicians, studio musicians, or backing musicians are musicians hired to perform in recording sessions or live performances.",YES,,
,bn:03772010n,,"traditional_pop_music, pop_standards, traditional_pop, mainstream_pop_music, traditional_pop_standards, traditional_popular_music, vocal_pop, pop_standard, classic_pop",Traditional pop is Western popular music that generally pre-dates the advent of rock and roll in the mid-1950s.,YES,,
,bn:03772317n,,yass,"Yass is a Polish music style of avant-garde jazz which originated in the late 1980s, that mixes jazz, improvised music, punk rock, and folk.",YES,,
,bn:03773689n,,"kalpanaswaram, kalpanaswara, svara_kalpana, swara_kalpana, manodharmaswara","In Carnatic Music, Kalpanaswaram, is melo-rhythmic raga improvisation in a specific tala.",YES,,
,bn:03776059n,,"ditone, ditono, pythagorean_major_third, pythagorean_ditone, ditonus","In music, a ditone is the interval of a major third.",YES,,
,bn:03777433n,,"ad_lib, ad_libitum, bene_placito, ad-lib, ad_libidem, off-the-cuff, pause_ad_libitum, off_the_cuff, ad-libs, a_piacere, ad_libbing, ad-libbed, ad-libbing","In music, biology, and drama, the phrase ad libitum often shortened to ""ad lib"" or ""ad-lib"" has various meanings.",YES,,
,bn:03778365n,,"oi!, oi_punk, punk-skinheads, oi!_skin, oi_music, punk-skin, punk-skinhead, oi!_punk, oi!_skinhead, oi_punk_ideology, oi!_youth, oi, oi!_punk_ideology, oi!_oi!_oi!",Oi! is a subgenre of punk rock that originated in the United Kingdom in the late 1970s.,YES,,
,bn:03779585n,,"clausula, clausulae",The clausula was a newly composed section of discant inserted into a pre-existing setting of organum.,YES,,
,bn:03780067n,,"string_harmonic, guitar_harmonic, artificial_harmonics, tap_harmonics, guitar_harmonics, tapped_harmonic, ghost_harmonic, pinched_harmonic, artificial_harmonic, tap_harmonic, artifical_harmonic, false_harmonic, harp_harmonic, pinch_harmonics, string_harmonics",Playing a string harmonic is a string instrument technique that uses the nodes of natural harmonics of a musical string to isolate overtones.,YES,,
,bn:03781266n,,toeshey,Toeshey is a genre of traditional Tibetan dance music closely related to Nangma.,YES,,
,bn:03781402n,,"outsider_music, outsider_music., obscuro",Outsider music is music created by self-taught or naïve musicians.,YES,,
,bn:03782040n,,"vallenato, paseo_vallenato, vallenato_music, merengue_vallenato, puya_vallenata, son_vallenato","Vallenato, along with cumbia, is a popular folk music genre of Colombia.",YES,,
,bn:03782705n,,"biomusicology, biomusicological",Biomusicology is the study of music from a biological point of view.,YES,,
,bn:03782827n,,"christian_rock, christian_rock_music, christian_rock_artists, christian_rock_group, christian-rock, christ_rock, christian_rock_and_roll, christian_rock_band, rock-style_christian_music","Christian rock is a form of rock music that features lyrics focusing on matters of Christian faith, often with an emphasis on Jesus, typically performed by self-proclaimed Christian individuals.",YES,,
,bn:03783740n,,piano_quintet,"In classical music, a piano quintet is a work of chamber music written for piano and four other instruments, most commonly a string quartet.",YES,,
,bn:03784714n,,"scramble_band, scatter_band, scramble_bands","A scramble band - also known as a scatter band - is a particular type of field-performing marching band with distinct characteristics that set it apart from other common forms of marching bands; most notably, scramble bands do not normally march.",YES,,
,bn:03785082n,,timeline_of_recordings_with_a_flanging_effect,"Flanging is a time-based effects unit that occurs when two identical signals are mixed together, but with one signal time-delayed by a small and gradually changing amount, usually smaller than 20 milliseconds.",YES,,
,bn:03785653n,,panambih,"Panambih is metrical sung form of poetry, and a more modern version of the Tembang sunda of Indonesia.",YES,,
,bn:03785956n,,"secular_jewish_music, secular_jewish_music_and_dance, jewish_folk_music, dances_of_jews","Since Biblical times, music has held an important role in many Jews' lives.",YES,,
,bn:03786050n,,"new_flamenco, nuevo_flamenco, flamenco_nuevo, flamenco_fusión, flamenco_pop",New flamenco is synonymous with modern flamenco and is a derivative of traditional flamenco.,YES,,
,bn:03786535n,,"teen_idol, teen_icon, teen-idol, teen_stars, idol_star",A teen idol is a celebrity with a large teenage fan base.,YES,,
,bn:03786853n,,studio_band,A studio band is a musical band that is in regular employment of a music recording business for the purpose of playing music on recordings featuring a separate performer.,YES,,
,bn:03788460n,,"guzheng, zheng, gu_zheng, chinese_zither, gu'zheng, 古箏, 古筝, cheng, zheng_music","The zheng or guzheng, is a Chinese plucked zither.",YES,,
,bn:03789509n,,agidigbo,The agidigbo or ‘’’molo’’’ is a large traditional plucked lamellophone thumb piano used by the Yoruba people of Nigeria to play apala music.,YES,,
,bn:03790940n,,"clavier_à_lumières, clavier_a_lumieres, tastiera_per_luce, tastiéra_per_luce","The clavier à lumières, or tastiera per luce, as it appears in the score, was a musical instrument invented by Alexander Scriabin for use in his work Prometheus: Poem of Fire.",YES,,
,bn:03791173n,,"swamp_rock, swamp_pop, swamp_pop_music, swamp-pop",Swamp pop is a music genre indigenous to the Acadiana region of southwest Louisiana and an adjoining section of southeast Texas.,YES,,
,bn:03792900n,,"numbered_musical_notation, numberic_musical_notation, numbered_notation, jianpu, numerical_notation, numeric_notation, simplified_notation, ziffersystem","The numbered musical notation, is a musical notation system widely used in music publications in China.",YES,,
,bn:03794351n,,"istrian_scale, istrian_mode, tarankanje","""Istrian scale"" refers both to a ""unique"" musical scale of folk music genres from Istria and Kvarner which use the style.",YES,,
,bn:03794628n,,"japanese_ska, j-ska_music, j-ska",Japanese ska is ska music made in Japan.,YES,,
,bn:03795229n,,"japanese_reggae, j-reggae",Japanese reggae is reggae music originating from Japan.,YES,,
,bn:03796841n,,"acid_techno, acide_techno","Acid techno, sometimes known generally as ""acid"", is a genre of techno that was derived from acid house and developed in Europe in the early 1990s.",YES,,
,bn:03798269n,,"country_rock, country_rock_music, countryrock, country-rock, rock_country, country_metal, 1970s_country_rock, music, country_'n'_roll, electric_country","Country rock is a subgenre of popular music, formed from the fusion of rock and country.",YES,,
,bn:03799279n,,"cha-cha-chá, cha-cha-cha, chachachá",Cha-cha-chá is a genre of Cuban music.,YES,,
,bn:03799791n,,"moravian_church_music, moravian_music",The Moravian musical tradition in United States began with the earliest Moravian settlers in the first half of the 18th century.,YES,,
,bn:03800426n,,"lilting, liltingness, lilted, liltingly, lilter, lilters, lilts","Lilting is a form of traditional singing common in the Goidelic speaking areas of Ireland, Scotland and the Isle of Mann.",YES,,
,bn:03800647n,,"cuíca, cuica, puita, quíca, puíta, quica, cuicas","The cuíca is a Brazilian friction drum with a large pitch range, produced by changing tension on the head of the drum.",YES,,
,bn:03800815n,,"c-rock, chinese_rock, yaogun_yinyue, c_punk, chinese_rock_music, c-punk, rock_music_in_china, chinese_punk",Chinese rock is a wide variety of rock and roll music made by rock bands and solo artists from native Chinese-speaking regions.,YES,,
,bn:03800985n,,footed_drum,"A footed drum is a class of membranophone, of Native American and Polynesian origin, characterized by an open area at the bottom of the instrument, held by feet.",YES,,
,bn:03800970n,,"water_drum, cataquí, midegwakikoon, mitigwakik, mide_drum, water-drum, waterdrum",Water drums are a category of membranophone characterized by the filling of the drum chamber with some amount of water to create a unique resonant sound.,YES,,
,bn:03802219n,,kus,"A Kus is a large-sized ancient Persian kettledrum, similar to the timpani.",YES,,
,bn:03804775n,,"industrial_music, industrial, industrial_culture, industrial_punk, industrial_percussion, industrial_pop, industrial_band","A noisy, experimental genre of music with transgressive themes that originated in the 1970s.",YES,,
,bn:03804838n,,divertissement,"Divertissement is used, in a similar sense to the Italian 'divertimento', for a light piece of music for a small group of players, however the French term has additional meanings.",YES,,
,bn:03804901n,,"morna, mornha",The morna is a music and dance genre from Cape Verde.,YES,,
,bn:03805012n,,cello_rock,"Cello rock and cello metal are subgenres of rock music characterized by the use of cellos as primary instruments, alongside or in place of more traditional rock instruments such as electric guitars, electric bass guitar, and drum set.",YES,,
,bn:03805277n,,"ceremonial_drum, cermonial_drum","Ceremonial drums are used in a ritual context by indigenous peoples around the world, often accompanied by singing or chanting.",YES,,
,bn:03805408n,,"post-hardcore, post_hardcore, progressive_hardcore, post-hc, progressive_post-hardcore, post-hc_punk, post_hc, progessive_hardcore, metallic_post-hardcore, post-hardcore_punk_rock, p-h, post-hardcore_music, posthc, post_hardcore_punk, post-hardcore_punk, modern_post-hardcore, spazzcore, technical_hardcore, post-core, postcore, posthardcore",Post-hardcore is a punk rock music genre that maintains the aggression and intensity of hardcore punk but emphasizes a greater degree of creative expression initially inspired by post-punk and noise rock.,YES,,
,bn:03808770n,,"concertmaster, leader, first_chair, principal_violin, konzertmeister, principal_violinist, concert_master, orchestra_leader, concert_mistress, first_violinist, concertmeister, violino_primo, concertmistress, concert-master, concert-mistress, first_violin, chef_d’attaque",The concertmaster is the leader of the first violin section in an orchestra and the instrument-playing leader of the orchestra.,YES,,
,bn:03810970n,,"reduction, piano_reduction, orchestral_reduction, piano_transcription, conductor’s_part, condensed_score, musical_reduction, music_reduction, score_reduction, conductor's_part, piano_transcriptions","In music, a reduction is an arrangement or transcription of an existing score or composition in which complexity is lessened to make analysis, performance, or practice easier or clearer; the number of parts may be reduced or rhythm may be simplified, such as through the use of block chords.",YES,,
,bn:03811050n,,"industrial_musical, industrial_musicals, corporate_musicals, corporate_musical","An industrial musical is a musical performed internally for the employees or shareholders of a business to create a feeling of being part of a team, to entertain, and/or to educate and motivate the management and salespeople to improve sales and profits.",YES,,
,bn:03811642n,,"tonic_sol-fa, tonic_sol_fa, norwich_sol-fa_system, norwich_sol-fa, sol-fa_system","Tonic sol-fa is a pedagogical technique for teaching sight-singing, invented by Sarah Ann Glover of Norwich, England and popularised by John Curwen, who adapted it from a number of earlier musical systems.",YES,,
,bn:03812739n,,flute_concerto,"A flute concerto is a concerto for solo flute and instrumental ensemble, customarily the orchestra.",YES,,
,bn:03813651n,,electric_cello,The electric cello is a type of cello that relies on electronic amplification to produce sound.,YES,,
,bn:03814322n,,"3d_audio_effect, 8d_audio, 3d_sound, 3-d_audio, 3-d_sound, 3-d_positional_sound, positional_audio, spatial_sound, 3d_positional_sound, 3d_audio","3D audio effects are a group of sound effects that manipulate the sound produced by stereo speakers, surround-sound speakers, speaker-arrays, or headphones.",YES,,
,bn:03815353n,,"oud, 'uod, 'ud, ούτι, 'oud, ‘ūd, ’ūd, ‘oud, outi","The oud is a short-neck lute-type, pear-shaped stringed instrument, usually with 11 strings grouped in 6 courses, but some models have 5 or 7 courses, with 10 or 13 strings respectively.",YES,,
,bn:03815582n,,"escopetarra, guntar","An escopetarra is a guitar made from a modified gun, used as a peace symbol.",YES,,
,bn:03816392n,,"ten-string_guitar, decacorde, bich_10, ten_string_guitar, décacorde, 10-string_guitar, ten-stringed_guitar, 10_string_guitar","There are many varieties of ten-string guitar, including: Both electric and acoustic guitars.",YES,,
,bn:03816996n,,"hora_lungă, cintec_lung, cîntec_lung, hora_lunga","Hora lungă, is a Romanian regional folksong style characterized by the union of a lyrical text and improvisational melody.",YES,,
,bn:03820219n,,"baritone_saxophone, bari_sax, baritone_sax, baritone_saxophonist, baritone_saxaphone, bari_saxophone, baritone_saxophones, barry_saks, sax_baritono","The baritone saxophone is a member of the saxophone family of instruments, larger than the tenor saxophone, but smaller than the bass.",YES,,
,bn:03820330n,,"strathspey, strathspeys",A strathspey is a type of dance tune in 44 time.,YES,,
,bn:03821507n,,monad,"In music, a monad is a single note or pitch.",YES,,
