wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:02038690n,waka_music,Waka music is a popular Islamic-oriented Yoruba musical genre.,waka_musik,YES
,bn:03345993n,"waulking_song, oran_luaidh, òrain_luaidh","Waulking songs are Scottish folk songs, traditionally sung in the Gaelic language by women while fulling cloth.",waulking_song,YES
,bn:03644395n,"swedish_ballad_tradition, scandinavian_ballad_tradition",The Scandinavian ballad tradition is the tradition of Scandinavian poetic singer-songwriters.,weise,YES
,bn:03644395n,"swedish_ballad_tradition, scandinavian_ballad_tradition",The Scandinavian ballad tradition is the tradition of Scandinavian poetic singer-songwriters.,schwedische_balladentradition,YES
,bn:03269942n,"secular_music, secular_songs",Non-religious secular music and sacred music were the two main genres of Western music during the Middle Ages and Renaissance era.,weltliche_musik,YES
,bn:00962690n,"west_coast_blues, western_blues","The West Coast blues is a type of blues influenced by jazz and jump blues, with strong piano-dominated sounds and jazzy guitar solos, which originated from Texas blues players who relocated to California in the 1940s.",west_coast_blues,YES
,bn:01716682n,west_coast_jazz,West Coast jazz refers to styles of jazz that developed in Los Angeles and San Francisco during the 1950s.,west_coast_jazz,YES
,bn:01716682n,west_coast_jazz,West Coast jazz refers to styles of jazz that developed in Los Angeles and San Francisco during the 1950s.,west-coast-jazz,YES
,bn:00952845n,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast_rap,YES
,bn:00952845n,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,westcoast-hip-hop,YES
,bn:00952845n,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,westcoast-rap,YES
,bn:00952845n,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,westcoast_rap,YES
,bn:00952845n,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,west_coast_hip-hop,YES
,bn:00284803n,"west_end_theatre, west_end_musical, theatre_in_london, west_end, theatreland, west_end_theatres, london_stage, west_end_production, london_theatre, west_end_theater, west_end_play, west_end_revival, west_end_stage",West End theatre is mainstream professional theatre staged in the large theatres in and near the West End of London.,west_end_theatre,YES
,bn:00284803n,"west_end_theatre, west_end_musical, theatre_in_london, west_end, theatreland, west_end_theatres, london_stage, west_end_production, london_theatre, west_end_theater, west_end_play, west_end_revival, west_end_stage",West End theatre is mainstream professional theatre staged in the large theatres in and near the West End of London.,west_end_theater,YES
,bn:00284803n,"west_end_theatre, west_end_musical, theatre_in_london, west_end, theatreland, west_end_theatres, london_stage, west_end_production, london_theatre, west_end_theater, west_end_play, west_end_revival, west_end_stage",West End theatre is mainstream professional theatre staged in the large theatres in and near the West End of London.,theatreland,YES
,bn:03452975n,"western_swing, country/western_swing, country_swing, texas_swing",Western swing music is a subgenre of American country music that originated in the late 1920s in the West and South among the region's Western string bands.,western_swing,YES
,bn:03452975n,"western_swing, country/western_swing, country_swing, texas_swing",Western swing music is a subgenre of American country music that originated in the late 1920s in the West and South among the region's Western string bands.,okie_jazz,YES
,bn:03452975n,"western_swing, country/western_swing, country_swing, texas_swing",Western swing music is a subgenre of American country music that originated in the late 1920s in the West and South among the region's Western string bands.,south-western_swing,YES
,bn:03452975n,"western_swing, country/western_swing, country_swing, texas_swing",Western swing music is a subgenre of American country music that originated in the late 1920s in the West and South among the region's Western string bands.,western_jazz,YES
,bn:13886695n,"southern_gospel, southern_gospel_music, white_gospel",Southern gospel music is a genre of Christian music.,white_gospel,YES
,bn:00773708n,,Optional.empty,wiederbelebung,YES
,bn:02097833n,"witch_house, grave_wave, witch_hop, witch_hip_hop, screwgaze, rape_gaze, drag, crunk_shoegaze","Witch house is a dark, occult-themed electronic music microgenre and visual aesthetic that emerged in the late 2000s and early 2010s.",witch_house,YES
,bn:02097833n,"witch_house, grave_wave, witch_hop, witch_hip_hop, screwgaze, rape_gaze, drag, crunk_shoegaze","Witch house is a dark, occult-themed electronic music microgenre and visual aesthetic that emerged in the late 2000s and early 2010s.",hexenhaus,YES
,bn:01285441n,"wonky, purple_sound, street_bass, wonky_music, aquacrunk, bristol_wonky","Wonky is a subgenre of electronic music known primarily for its off-kilter or “unstable” beats, as well as its eclectic blend of genres including hip hop, electro-funk, chiptune, jazz fusion, glitch, and crunk.",wonky,YES
,bn:01285441n,"wonky, purple_sound, street_bass, wonky_music, aquacrunk, bristol_wonky","Wonky is a subgenre of electronic music known primarily for its off-kilter or “unstable” beats, as well as its eclectic blend of genres including hip hop, electro-funk, chiptune, jazz fusion, glitch, and crunk.",aquacrunk,YES
,bn:03234136n,"field_holler, field_call, field_hollers, worksong, hollerin'","The field holler or field call is a mostly historical type of vocal music sung by field slaves in the United States to accompany their tasked work, to communicate usefully, or to vent feelings.",worksong,YES
,bn:03234136n,"field_holler, field_call, field_hollers, worksong, hollerin'","The field holler or field call is a mostly historical type of vocal music sung by field slaves in the United States to accompany their tasked work, to communicate usefully, or to vent feelings.",worksongs,YES
,bn:03234136n,"field_holler, field_call, field_hollers, worksong, hollerin'","The field holler or field call is a mostly historical type of vocal music sung by field slaves in the United States to accompany their tasked work, to communicate usefully, or to vent feelings.",plantation_song,YES
,bn:03234136n,"field_holler, field_call, field_hollers, worksong, hollerin'","The field holler or field call is a mostly historical type of vocal music sung by field slaves in the United States to accompany their tasked work, to communicate usefully, or to vent feelings.",arbeitslieder,YES
,bn:03234136n,"field_holler, field_call, field_hollers, worksong, hollerin'","The field holler or field call is a mostly historical type of vocal music sung by field slaves in the United States to accompany their tasked work, to communicate usefully, or to vent feelings.",feld_brüllt,YES
,bn:03234136n,"field_holler, field_call, field_hollers, worksong, hollerin'","The field holler or field call is a mostly historical type of vocal music sung by field slaves in the United States to accompany their tasked work, to communicate usefully, or to vent feelings.",feld_holler,YES
,bn:01074056n,"worldbeat, world_beat",Worldbeat is a music genre that blends pop music or rock music with world music or traditional music.,worldbeat,YES
,bn:01074056n,"worldbeat, world_beat",Worldbeat is a music genre that blends pop music or rock music with world music or traditional music.,world_beat,YES
,bn:02249473n,"xote, xotis, xótis",Xote is a Brazilian music genre and dance with a binary or quaternary rhythm.,xote,YES
,bn:03772317n,yass,"Yass is a Polish music style of avant-garde jazz which originated in the late 1980s, that mixes jazz, improvised music, punk rock, and folk.",yass,YES
,bn:01090327n,"ye-ye, yé-yé, iê-iê-iê, yeye, yeye_music, ye-yé, ye_ye, yéyé, yé_yé",Yé-yé was a style of pop music that emerged from Southern Europe in the early 1960s.,yéyé,YES
,bn:01090327n,"ye-ye, yé-yé, iê-iê-iê, yeye, yeye_music, ye-yé, ye_ye, yéyé, yé_yé",Yé-yé was a style of pop music that emerged from Southern Europe in the early 1960s.,yeye,YES
,bn:01090327n,"ye-ye, yé-yé, iê-iê-iê, yeye, yeye_music, ye-yé, ye_ye, yéyé, yé_yé",Yé-yé was a style of pop music that emerged from Southern Europe in the early 1960s.,iê-iê-iê,YES
,bn:01090327n,"ye-ye, yé-yé, iê-iê-iê, yeye, yeye_music, ye-yé, ye_ye, yéyé, yé_yé",Yé-yé was a style of pop music that emerged from Southern Europe in the early 1960s.,yé-yé,YES
,bn:02038670n,yo-pop,"Yo-pop is a style of Nigerian popular music, popularized in the 1980s by Segun Adewale.",yo-pop,YES
,bn:03077620n,zampogna,"Zampogna is a generic term for a number of Italian double chantered pipes that can be found as far north as the southern part of the Marche, throughout areas in Abruzzo, Latium, Molise, Basilicata, Campania, Calabria, and Sicily.",zampogna,YES
,bn:03077620n,zampogna,"Zampogna is a generic term for a number of Italian double chantered pipes that can be found as far north as the southern part of the Marche, throughout areas in Abruzzo, Latium, Molise, Basilicata, Campania, Calabria, and Sicily.",ciarameddi,YES
,bn:03077620n,zampogna,"Zampogna is a generic term for a number of Italian double chantered pipes that can be found as far north as the southern part of the Marche, throughout areas in Abruzzo, Latium, Molise, Basilicata, Campania, Calabria, and Sicily.",surdulina,YES
,bn:03077620n,zampogna,"Zampogna is a generic term for a number of Italian double chantered pipes that can be found as far north as the southern part of the Marche, throughout areas in Abruzzo, Latium, Molise, Basilicata, Campania, Calabria, and Sicily.",ciaramedda,YES
,bn:02806456n,"zarzuela, zarzuella, la_zarzuela, zarzuelas, zarzuela_musical_theatre","Zarzuela is a Spanish lyric-dramatic genre that alternates between spoken and sung scenes, the latter incorporating operatic and popular songs, as well as dance.",zarzuela,YES
,bn:02806456n,"zarzuela, zarzuella, la_zarzuela, zarzuelas, zarzuela_musical_theatre","Zarzuela is a Spanish lyric-dramatic genre that alternates between spoken and sung scenes, the latter incorporating operatic and popular songs, as well as dance.",zarzuelas,YES
,bn:14640702n,zimdancehall,Zimdancehall is a subgenre of reggae/dancehall music from Zimbabwe.,zimdancehall,YES
,bn:00162359n,"zoomusicology, music_in_animals, zoomusicologists, insect_music, zoomusicologist, zoomusicological, animal_music","Zoomusicology is a field of musicology and zoology or more specifically, zoosemiotics.",zoomusicology,YES
,bn:01712969n,zoti,"Zoti are wedding songs sung during the preparation of food during weddings in Goa, India.",zoti,YES
,bn:03224022n,"zouk, zouk_love, zouk-love, caribbean_zouk, zouk_beton, zouklove","Zouk is, a musical movement pioneered and popularized by the French Antillean band Kassav' in the early 1980s.",zouk,YES
,bn:00007019n,"hearer, listener, auditor, attender",Someone who listens attentively,zuhörer,YES
,bn:00007019n,"hearer, listener, auditor, attender",Someone who listens attentively,zuhörerin,YES
,bn:00007019n,"hearer, listener, auditor, attender",Someone who listens attentively,event-handling,YES
,bn:00007019n,"hearer, listener, auditor, attender",Someone who listens attentively,event-handler,YES
,bn:00007019n,"hearer, listener, auditor, attender",Someone who listens attentively,hörer,YES
,bn:03001821n,"cyclic_mass, motto_mass, cantus_firmus_mass, cantus-firmus_mass","In Renaissance music, the cyclic mass was a setting of the Ordinary of the Roman Catholic Mass, in which each of the movements – Kyrie, Gloria, Credo, Sanctus, and Agnus Dei – shared a common musical theme, commonly a cantus firmus, thus making it a unified whole.",zyklische_masse,YES
,bn:03028746n,"music_of_cyprus, cypriot_music, popular_music_in_cyprus, traditional_music_of_cyprus","The music of Cyprus includes a variety of traditional, Western classical and Western popular genres.",zyprische_musik,YES
,bn:03028746n,"music_of_cyprus, cypriot_music, popular_music_in_cyprus, traditional_music_of_cyprus","The music of Cyprus includes a variety of traditional, Western classical and Western popular genres.",zypriotische_musik,YES
,bn:00007104n,audio,The sound elements of television,,YES
,bn:00007596n,"bel, b",A logarithmic unit of sound intensity equal to 10 decibels,,YES
,bn:00010650n,birdcall,A device for imitating a birdcall,,YES
,bn:00012904n,"break, voice_crack",An abrupt change in the tone or register of the voice (as at puberty or due to emotion),,YES
,bn:00017703n,chantry,An endowment for the singing of Masses,,YES
,bn:00021598n,"harmony, concord, concordance",A harmonious state of things in general and of their properties (as of colors and sounds); congruity of parts with one another and with the whole,,YES
,bn:00028897n,"majorette, drum_majorette",A female baton twirler who accompanies a marching band,,YES
,bn:00044776n,horn,A noise made by the driver of an automobile to give warning;,,YES
,bn:00059091n,opener,The first event in a series,,YES
,bn:00064694n,promenade,A march of all the guests at the opening of a formal dance,,YES
,bn:00067368n,"response, liturgical_responses, ℟",A phrase recited or sung by the congregation following a versicle by the priest or minister,,YES
,bn:00067868n,ring,A characteristic sound,,YES
,bn:00069406n,savoyard,A person who performs in the operettas of Gilbert and Sullivan,,YES
,bn:00079417n,"utterer, vocalizer, vocaliser",An organism that can utter vocal sounds,,YES
,bn:00124346n,"korean_rock, k-rock, corean_rock, korean_rock_music",Korean rock is rock music from South Korea.,,YES
,bn:00131903n,caribbean_music_in_canada,"Caribbean music in Canada has existed since the early 1920s, becoming increasingly prominent after the 1960s as Caribbean immigration to Canada increased.",,YES
,bn:00155989n,music_of_java,"The Music of Java embraces a wide variety of styles, both traditional and contemporary, reflecting the diversity of the island and its lengthy history.",,YES
,bn:00158861n,"čalgija, calgii, chalgia, calgija, calgia, calgiya, chalgii, chalgija, chalgiya, čalgii","Čalgija or Chalgiya is a Macedonian and Bulgarian music genre, which also is a subgenre of the old urban traditional folk music of North Macedonia and Bulgaria.",,YES
,bn:00165561n,cuban_folk_music,"Cuban folk music includes a variety of traditional folk music of Cuba, and has been influenced by the Spanish and the African culture as well as the remaining indigenous population of the Caribbean.",,YES
,bn:00167724n,"yugoslav_punk_scene, punk_rock_in_yugoslavia, yugoslav_punk, punk_in_yugoslavia, yugoslav_punk_rock, yugoslavia_punk, jugoslovenski_punk, punk_yugoslavia, yu_punk, punk_scene_in_yugoslavia",Punk rock in Yugoslavia was the punk subculture of the former Socialist Federal Republic of Yugoslavia.,,YES
,bn:00170437n,,Чотириструнне банджо ,,YES
,bn:00183743n,music_tourism,"Music tourism is the act of visiting a city or town, to see a music festival or other music performances.",,YES
,bn:00227628n,"hokkien_pop, taiwanese_popular_music, taiwanese_pop, taiwanese_hokkien_popular_music","Taiwanese pop, Tai-pop, T-pop, Minnan Pop and Taiwanese song, is a popular music genre sung in Taiwanese Hokkien and produced mainly in Taiwan.",,YES
,bn:00239331n,"gangtai, gang_tai",Gangtai are the C-pop artists and musical style from Hong Kong or Taiwan.,,YES
,bn:00240225n,albanian_hip_hop,"Albanian hip hop refers to hip hop from artists from Albania, Kosovo, North Macedonia and surrounding areas where the Albanian language is spoken.",,YES
,bn:00246257n,"music_in_psychological_operations, music_torture, sound_torture, noise_torture, musical_torture, mark_hadsell, music_as_torture",Music can be used as a tool of psychological warfare.,,YES
,bn:00258220n,"prison_rock, prison_song",Prison rock is music that came after the Northwest Wind trend in mainland China.,,YES
,bn:00314144n,"nigerien_hip_hop, rap_nigerien","Rap Nigerien is a hip hop music style that first appeared in Niamey, Niger, at the end of 1998.",,YES
,bn:00315377n,"boomba_music, kapuka_rap, kapuka_music","Boomba music, also referred to as kapuka, is a form of hip pop music popular in Kenya.",,YES
,bn:00315755n,history_of_the_harpsichord,"The harpsichord was an important keyboard instrument in Europe from the 15th through the 18th centuries, and as revived in the 20th, is widely played today.",,YES
,bn:00328015n,"pakistani_rock, urdu_rock",Pakistani rock is a variety of rock music that is largely produced in Pakistan.,,YES
,bn:00332053n,hong_kong_musical_tongue_twister,A Hong Kong musical tongue twister is a melody rhyme that follow a musical tune.,,YES
,bn:00335394n,"italian_rock, rock_music_in_italy",Italian rock is a form of rock music produced primarily in Italy.,,YES
,bn:00335518n,"rock_music_in_denmark, danish_rock",Danish rock is rock music played in Denmark.,,YES
,bn:00341265n,"pop_music_in_ukraine, pop_music_in_the_ukraine, popular_music_in_ukraine",Pop music in Ukraine is Western influenced pop music in its various forms that has been growing in popularity in Ukraine since the 1960s.,,YES
,bn:00343252n,ankle_knee_step,The ankle knee step is a type of high step used by marching bands.,,YES
,bn:00349630n,transition_from_renaissance_to_baroque_in_instrumental_music,"In the years centering on 1600 in Europe, several distinct shifts emerged in ways of thinking about the purposes, writing and performance of music.",,YES
,bn:00364625n,bozlak,"Bozlak is a form of Turkish folk song from Central Anatolia accompanied by the long-necked baglama, davul and zurna.",,YES
,bn:00384348n,"pinoy_rock, filipino_rock, watik, 1980s_pinoy_rock, bilanggo, rizal_underground","Pinoy rock, or Filipino rock, is the brand of rock music produced in the Philippines or by Filipinos.",,YES
,bn:00384494n,"rock_music_in_russia, russian_rock, rock_in_russia, bard_rock, russian_rock_music, inrock, seperock, ultrock",Rock music became known in the Soviet Union in the 1960s and quickly broke free from its western roots.,,YES
,bn:00384537n,"chilean_rock, chilean_lack, chilean_rock_music",Chilean rock is rock music and its corresponding subgenres produced in Chile or by Chileans.,,YES
,bn:00384548n,"rock_music_in_ireland, irish_rockers, irish_rock","Rock music in Ireland, also known as Irish rock, has been a part of the music of Ireland since the 1960s, when the British Invasion brought British blues, psychedelic rock and other styles to the island.",,YES
,bn:00386463n,kawachi_ondo,"Kawachi Ondo is a kind of Japanese folk song that originates from Yao City in the old Kawachi region of Japan, now part of modern-day Osaka Prefecture.",,YES
,bn:00399972n,"nuubaat, nuuba, nubat",Nuubaat is a form of Algerian classical music.,,YES
,bn:00403520n,"israeli_hip_hop, hebrew_hip_hop, israeli_rap, hebrew_rap, israeli_hop_hop, shai_haddad, israeli_hiphop",Israeli hip hop refers to hip hop and rap music in Israel.,,YES
,bn:00411563n,"slovenian_rock, rock_music_in_slovenia","Rock and roll is a musical genre from the United States, popularized worldwide beginning in the 1950s.",,YES
,bn:00425888n,"new_zealand_hip_hop, nz_hip_hop, new_zealand_rap",New Zealand Hip Hop derives from the wider hip hop cultural movement originating amongst African Americans in the United States.,,YES
,bn:00441578n,moodbar,Moodbar is a computer visualization used for navigating within a piece of music or any other recording on a digital audio track.,,YES
,bn:00460921n,"celtic_music_in_canada, irish-canadian_music, irish_music_in_canada, scottish-canadian_music, scottish_music_in_canada","Celtic music is primarily associated with the folk traditions of Ireland, Scotland, Brittany and Wales, as well as the popular styles derived from folk culture.",,YES
,bn:00482645n,"nhạc_dân_tộc_cải_biên, nhac_dan_toc_cai_bien, nhac_toc_cai_bien",Nhạc dân tộc cải biên is a modern form of Vietnamese folk music which arose in the 1950s after the founding of the Hanoi Conservatory of Music in 1956.,,YES
,bn:00484832n,"armenian_rock, vostan_hayots",Armenian rock describes a wide variety of forms of rock music made in Armenia or by artists of Armenian descent.,,YES
,bn:00487064n,israeli_rock,Israeli rock is rock music created by Israeli bands and singers.,,YES
,bn:00487141n,"norwegian_rock, rock_music_in_norway","Norway has produced a number of famous rock bands, including Titanic, a-ha and Kaizers Orchestra.",,YES
,bn:00487163n,"rock_music_in_portugal, portuguese_rock, portugeues_rock, portugues_rock",Rock music and its subgenres are very popular in Portugal.,,YES
,bn:00501353n,"orange_county_ska, ska_and_orange_county, orange_county_ska_scene","Orange County ska is ska music from Orange County, California.",,YES
,bn:00543435n,calypso-style_baila,Calypso-style baila is a genre of Sri Lankan music.,,YES
,bn:00573096n,"vè, ve","Vè is a Vietnamese poetic and song form, most typical of northern Vietnam.",,YES
,bn:00575081n,russian_classical_music,"Russian classical music is a genre of classical music related to Russia's culture, people, or character.",,YES
,bn:00596645n,bedouin_music,"Bedouin music is the music of nomadic Bedouin tribes of the Arabian Peninsula, Sudan and the Levant.",,YES
,bn:00607427n,mata-kantiga,"Mata-kantiga is a Malay genre of music of Portuguese origin, very similar to other Portuguese folk music, like the Desgarrada, to Repente, Cururu and Trova.",,YES
,bn:00627351n,"nepalese_rock, nepali_rock","Nepalese rock refers to rock music culture of Nepal and the Nepali-speaking regions in India like Sikkim and northern West Bengal, and some parts of Bhutan and Burma.",,YES
,bn:00628159n,venezuelan_rock,"Venezuelan rock is rock music from Venezuela, the most common being based on Rock en Español.",,YES
,bn:00634282n,religious_music_in_iran,Religious music in Iran is rich in melodies and genres.,,YES
,bn:00644344n,environmentalism_in_music,"Environmentalism has occasionally been a topic in music, primarily since the 1940s.",,YES
,bn:00647113n,taiwanese_rock,"The Taiwanese rock scene is nurtured by regular festivals, notably the annual Spring Scream, Hohaiyan and Formoz festivals.",,YES
,bn:00649504n,indonesian_hip_hop,Indonesian hip hop is hip hop music performed in Indonesia.,,YES
,bn:00651310n,"pashto_music, music_of_nwfp, pashtun_music",Pashto music is commonly performed in Afghanistan and Pakistan among Pashtun people.,,YES
,bn:00655291n,romanian_hip_hop,"Romanian hip hop first emerged in 1982, along with the break-dancing movement which became very popular in the 1980s.",,YES
,bn:00662367n,"madih_nabawi, madih, madih_an-nabawi","Madih nabawi, one of the principal religious genres of Arabic music, is a song form dedicated to expressing praises, love and devotion for the prophet Muhammad and his family.",,YES
,bn:00671192n,"teutonic_thrash_metal, teutonic_thrash, german_thrash_metal",Teutonic thrash metal is a regional scene of thrash metal music that originated during the 1980s in Germany.,,YES
,bn:00674929n,"big_band_remote, big_band_remotes","A big band remote was a remote broadcast, popular on radio during the 1930s and 1940s, involving a coast-to-coast live transmission of a big band.",,YES
,bn:00682103n,"rock_music_in_bosnia_and_herzegovina, bosnian_rock",The rock music of Bosnia and Herzegovina mostly developed during the time when Bosnia was part of socialist Yugoslavia.,,YES
,bn:00682224n,"rock_music_in_switzerland, swiss_rock","Rock and roll first entered Switzerland in the 1950s, as a series of American musicians popularized the style internationally.",,YES
,bn:00741640n,indonesian_popular_music_recordings,"Recorded music is a reflection of modern Indonesian history and culture—specifically class consciousness, economics and post-colonial identity.",,YES
,bn:00745036n,armenian_opera,Armenian opera is the art of opera in Armenia or opera by Armenian composers.,,YES
,bn:00745238n,"pueblo_music, hopi_music, zuni_music","Pueblo music includes the music of the Hopi, Zuni, Taos Pueblo, San Ildefonso, Santo Domingo, and many other Puebloan peoples, and according to Bruno Nettl features one of the most complex Native American musical styles on the continent.",,YES
,bn:00749587n,navajo_music,"Navajo music is music made by Navajos, mostly hailing from the Four Corners region of the Southwestern United States and the territory of the Navajo Nation.",,YES
,bn:00750078n,"hindu_music, hindu_songs",Hindu music is music created for or influenced by Hinduism.,,YES
,bn:00750438n,"narodna_muzika, folk_muzika","Narodna muzika also called Folk muzika means folk music in the South Slavic languages; Bosnian, Bulgarian, Macedonian, Montenegrin and Serbian.",,YES
,bn:00753886n,yuman_music,"Yuman music is the music of Yumans, a group of Native American tribes from what is now Southern California and Baja California.",,YES
,bn:00781959n,"cântec_batrânesc, cantec_batranesc",Cântec batrânesc is a traditional form of ballad which originates from Romania.,,YES
,bn:00791135n,"sioux_music, dakota_music, nakota_music, lakota_music","The Sioux are a large group of Native Americans generally divided into three subgroups: Lakota, Dakota and Nakota.",,YES
,bn:00791149n,iroquois_music,The Iroquois is a confederacy of six Native American tribes.,,YES
,bn:00817931n,"dappan_koothu, tappaankuthu, dappankuthu, dappanguthu, tappankuthu, dappaankuthu, tapanguchi, dappaan_koothu",Dappan Koothu is a folk dance and music genre with an emphasis on percussion performed in the South Indian state of Tamil Nadu.,,YES
,bn:00825954n,"psychoanalysis_and_music, music&psychoanalysis","Music has the ability to open doors, which allow us to see beyond a typical conversation or thought process.",,YES
,bn:00834789n,uruguayan_rock,Uruguayan rock first emerged in Uruguay in the 1950s.,,YES
,bn:00880577n,"chicano_rock, pachucho_punk, chicano_punk, chicago_rock, latin-rock-goddess",Chicano rock is rock music performed by Mexican American groups or music with themes derived from Chicano culture.,,YES
,bn:00892042n,"canadian_classical_music, canadian_composition, canadian_compositions","In Canada, classical music includes a range of musical styles rooted in the traditions of Western or European classical music that European settlers brought to the country from the 17th century and onwards.",,YES
,bn:00896539n,"pakistani_hip_hop, pakistani_hip_hop_music, urdu_hip_hop, urdu_rap, punjabi_rap, pakistani_underground_music, punjabi_hip_hop, pakistani_rap, sindhi_hip_hop",Pakistani hip hop is a music genre in Pakistan influenced heavily from merging American hip hop style beats with Pakistani poetry.,,YES
,bn:00908751n,"bristol_underground_scene, bristol_sound, bristol_urban_culture","The Bristol underground scene, refers to a cultural movement in Bristol beginning in the early 1980s.",,YES
,bn:00911030n,layali,"Layālī is a style of unmetered modal improvisation, based on a maqam, performed by a singing voice in Arabic music.",,YES
,bn:00917890n,dawr,A dawr is a genre of Arabic vocal music sung in regional or colloquial Arabic.,,YES
,bn:00939740n,"industrial_hip_hop, noise_rap, industrial_hip-hop, industrial_rap, indust_hip_hop, indust_rap",Industrial hip hop is a fusion genre of industrial music and hip hop.,,YES
,bn:00962191n,"rock_music_in_lithuania, lithuanian_rock",Rock music has been performed and heard in Lithuania since the mid-1960s.,,YES
,bn:00962539n,mbira_music,"In Zimbabwean music, mbira music is music played on an mbira, a traditional instrument of the Shona people of Zimbabwe.",,YES
,bn:00962663n,"new_orleans_rhythm_and_blues, new_orleans_rhythm_&_blues, new_orleans_sound, the_new_orleans_sound, new_orleans_r&b, new_orleans_rhythm_'n'_blues",New Orleans rhythm and blues is a style of rhythm and blues music that originated in the U.S. city of New Orleans.,,YES
,bn:00994365n,"reggae_rock, reggae_metal, reggae-rock, cali_reggae, rock_reggae, ragga_metal","Reggae rock is a subgenre of reggae fusion and rock music that primarily uses the genres reggae, rock and ska.",,YES
,bn:01011896n,,Biofoonia on eluhäälte kogum ökosüsteemi helimaastikus.,,YES
,bn:01013542n,australian_thrash_metal,Australian thrash metal is a regional scene of thrash metal music that originated during the late 1980s.,,YES
,bn:01033785n,"pakistani_music_journalism, pakistan_music_journalism",Music journalism in Pakistan has grown especially with the growth of the country's pop music industry and scene.,,YES
,bn:01034360n,"filmi_pop, filmi-pop","Filmi pop is a term first coined by Pakistani music journalist, Ali Tim in 1990 but made famous by the country's most influential pop critic, Nadeem F. Paracha.",,YES
,bn:01045230n,"australian_hardcore, list_of_australian_hardcore_punk_groups, list_of_australian_hardcore_punk_and_metalcore_groups, australian_hardcore_punk","Australian hardcore punk bands tend to have local fan bases, although a number have toured Australia and internationally.",,YES
,bn:01048546n,french_classical_music,"French classical music began with the sacred music of the Roman Catholic Church, with written records predating the reign of Charlemagne.",,YES
,bn:01052975n,lu,"Lu is a Tibetan style of folk music of a cappella songs, which are distinctively high in pitch with glottal vibrations.",,YES
,bn:01063270n,dene_music,"The Dene and their direct language relations live in the Yukon, Northwest Territories, British Columbia, Alberta, Saskatchewan, Manitoba, as well as some parts of California, and through to the Apache and Navajo lands in the South Central United States.",,YES
,bn:01072408n,post-industrial_music,Music genre,,YES
,bn:01076598n,pyeongtaek_nongak,Pyeongtaek nongak is a nongak or Korean farmer's music which has been performed and handed down in the Pyeongtaek region of Gyeonggi Province.,,YES
,bn:01078513n,"pinoy_reggae, filipino_reggae",Filipino reggae or Pinoy reggae is reggae music created in the Philippines.,,YES
,bn:01082099n,"stev, kveder, gamle-stev",Stev is a form of Norwegian folk song consisting of four line lyric stanzas.,,YES
,bn:01115270n,polish_reggae,Reggae is one of the most popular music genres in Poland.,,YES
,bn:01132858n,"zortziko, zortzico, zorzico",The zortziko is a dance rhythm that originates in the Basque Country.,,YES
,bn:01145168n,algerian_hip_hop,"Algerian hip hop music, as a genre, includes the hip hop music of both native Algerians and Algerians abroad.",,YES
,bn:01147212n,"ivorian_hip_hop, ivoirian_hip_hop","Hip hop is a major part of the popular music of Côte d'Ivoire, and has been fused with many of the country's native styles, such as zouglou.",,YES
,bn:01163672n,sarajevo_school_of_pop_rock,"The Sarajevo school of pop rock collectively refers to the popular music created between 1960 and 1991 by artists and bands native to Sarajevo, Bosnia and Herzegovina.",,YES
,bn:01179196n,"jewish_art_music_movement, jewish_art_music, society_for_jewish_music, society_for_jewish_folk_music","The Jewish art music movement began at the end of the 19th century in Russia, with a group of Russian Jewish classical composers dedicated to preserving Jewish folk music and creating a new, characteristically Jewish genre of classical music.",,YES
