wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
wn:07052799n,bn:00060833n,n,partsong,a song with two or more voice parts,partsong,YES,,,
wn:07056265n,bn:00060869n,n,paso_doble,music in march time composed for dancing the paso doble; often played at bull fights,paso_doble,YES,,,
wn:07056265n,bn:00060869n,n,paso_doble,music in march time composed for dancing the paso doble; often played at bull fights,paso_dobles,YES,,,
wn:07056265n,bn:00060869n,n,paso_doble,music in march time composed for dancing the paso doble; often played at bull fights,pasodoble,YES,,,
wn:07056406n,bn:00061078n,n,"pavane, pavan",music composed for dancing the pavane,pavane,YES,,,
wn:13284973n,bn:00061124n,n,payola,a bribe given to a disc jockey to induce him to promote a particular record,payola,YES,,,
wn:13284973n,bn:00061124n,n,payola,a bribe given to a disc jockey to induce him to promote a particular record,omkoperij,YES,,,
wn:06858674n,bn:00061230n,n,"pedal_point, pedal",a sustained bass note,orgelpunt,YES,,,
wn:03912218n,bn:00061399n,n,"pennywhistle, tin_whistle, whistle",an inexpensive fipple flute,tin_whistle,YES,,,
wn:03912218n,bn:00061399n,n,"pennywhistle, tin_whistle, whistle",an inexpensive fipple flute,tinwhistle,YES,,,
wn:03912218n,bn:00061399n,n,"pennywhistle, tin_whistle, whistle",an inexpensive fipple flute,pennywhistle,YES,,,
wn:03912218n,bn:00061399n,n,"pennywhistle, tin_whistle, whistle",an inexpensive fipple flute,tin-whistle,YES,,,
wn:03912218n,bn:00061399n,n,"pennywhistle, tin_whistle, whistle",an inexpensive fipple flute,penny_whistle,YES,,,
wn:03912218n,bn:00061399n,n,"pennywhistle, tin_whistle, whistle",an inexpensive fipple flute,ierse_fluit,YES,,,
wn:06861435n,bn:00061429n,n,"pentatonic_scale, pentatone",a gapped scale with five notes; usually the fourth and seventh notes of the diatonic scale are omitted,pentatonische_toonladder,YES,,,
wn:06861435n,bn:00061429n,n,"pentatonic_scale, pentatone",a gapped scale with five notes; usually the fourth and seventh notes of the diatonic scale are omitted,pentatoniek,YES,,,
wn:06861435n,bn:00061429n,n,"pentatonic_scale, pentatone",a gapped scale with five notes; usually the fourth and seventh notes of the diatonic scale are omitted,vijftoonsysteem,YES,,,
wn:06861435n,bn:00061429n,n,"pentatonic_scale, pentatone",a gapped scale with five notes; usually the fourth and seventh notes of the diatonic scale are omitted,pentatonische_ladders,YES,,,
wn:06861435n,bn:00061429n,n,"pentatonic_scale, pentatone",a gapped scale with five notes; usually the fourth and seventh notes of the diatonic scale are omitted,pentatonisch,YES,,,
wn:06861435n,bn:00061429n,n,"pentatonic_scale, pentatone",a gapped scale with five notes; usually the fourth and seventh notes of the diatonic scale are omitted,pentatonische,YES,,,
wn:06861435n,bn:00061429n,n,"pentatonic_scale, pentatone",a gapped scale with five notes; usually the fourth and seventh notes of the diatonic scale are omitted,pentatone,YES,,,
wn:08217557n,bn:00061528n,n,"percussion_section, percussion, rhythm_section",the section of a band or orchestra that plays percussion instruments,ritmesectie,YES,,,
wn:08217557n,bn:00061528n,n,"percussion_section, percussion, rhythm_section",the section of a band or orchestra that plays percussion instruments,slagwerk,YES,,,
wn:08217557n,bn:00061528n,n,"percussion_section, percussion, rhythm_section",the section of a band or orchestra that plays percussion instruments,drums,YES,,,
wn:08217557n,bn:00061528n,n,"percussion_section, percussion, rhythm_section",the section of a band or orchestra that plays percussion instruments,percussie,YES,,,
wn:08217557n,bn:00061528n,n,"percussion_section, percussion, rhythm_section",the section of a band or orchestra that plays percussion instruments,extra_percussie,YES,,,
wn:10415037n,bn:00061532n,n,percussionist,a musician who plays percussion instruments,slagwerker,YES,,,
wn:10415037n,bn:00061532n,n,percussionist,a musician who plays percussion instruments,percussionist,YES,,,
wn:08248856n,bn:00061953n,n,"symphony_orchestra, symphony, philharmonic",a large orchestra; can perform symphonies,symfonieorkest,YES,,,
wn:08248856n,bn:00061953n,n,"symphony_orchestra, symphony, philharmonic",a large orchestra; can perform symphonies,filharmonisch,YES,,,
wn:08248856n,bn:00061953n,n,"symphony_orchestra, symphony, philharmonic",a large orchestra; can perform symphonies,symfonie_in_d_minor,YES,,,
wn:08248856n,bn:00061953n,n,"symphony_orchestra, symphony, philharmonic",a large orchestra; can perform symphonies,symfonisch_orkest,YES,,,
wn:04064401n,bn:00062042n,n,"record_player, phonograph",machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,fonograaf,YES,,,
wn:04064401n,bn:00062042n,n,"record_player, phonograph",machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,platenspeler,YES,,,
wn:04064401n,bn:00062042n,n,"record_player, phonograph",machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,phonograph,YES,,,
wn:04064401n,bn:00062042n,n,"record_player, phonograph",machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,gramaphone,YES,,,
wn:04064401n,bn:00062042n,n,"record_player, phonograph",machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,fonografen,YES,,,
wn:04064401n,bn:00062042n,n,"record_player, phonograph",machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,toonarm,YES,,,
wn:04064401n,bn:00062042n,n,"record_player, phonograph",machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,draaitafels,YES,,,
wn:04991389n,bn:00062202n,n,"piano, pianissimo",(music) low loudness,pianissimo,YES,,,
wn:04991389n,bn:00062202n,n,"piano, pianissimo",(music) low loudness,dynamiek,YES,,,
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,pianist,YES,,,
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,pianiste,YES,,,
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,pianola,YES,,,
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,pianospeler,YES,,,
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,jazzpianist,YES,,,
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,pianospeelster,YES,,,
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,pianisten,YES,,,
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,concertpianist,YES,,,
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,klassiek_pianist,YES,,,
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,klassieke_pianist,YES,,,
wn:00889883n,bn:00062205n,n,piano_lesson,a lesson in playing the piano,pianoles,YES,,,
wn:06815621n,bn:00062207n,n,piano_music,sheet music to be played on a piano,pianomuziek,YES,,,
wn:07044276n,bn:00062209n,n,piano_sonata,a sonata for piano,pianosonate,YES,,,
wn:07044276n,bn:00062209n,n,piano_sonata,a sonata for piano,pianosonates,YES,,,
wn:07044276n,bn:00062209n,n,piano_sonata,a sonata for piano,piano_sonate,YES,,,
wn:03945615n,bn:00062571n,n,pipe,a tubular wind instrument,fluier,YES,,,
wn:03945615n,bn:00062571n,n,pipe,a tubular wind instrument,zwegel,YES,,,
wn:03945615n,bn:00062571n,n,pipe,a tubular wind instrument,pijp,YES,,,
wn:10434947n,bn:00062578n,n,pipe_major,the chief piper in a band of bagpipes,eerste_doedelzakspeler,YES,,,
wn:10434947n,bn:00062578n,n,pipe_major,the chief piper in a band of bagpipes,pipe_major,YES,,,
wn:03950647n,bn:00062651n,n,pitch_pipe,a small pipe sounding a tone of standard frequency; used to establish the starting pitch for unaccompanied singing,stemfluit,YES,,,
wn:03950647n,bn:00062651n,n,pitch_pipe,a small pipe sounding a tone of standard frequency; used to establish the starting pitch for unaccompanied singing,pitch_pipe,YES,,,
wn:07024607n,bn:00062696n,n,pizzicato,a note or passage that is played pizzicato,pizzicato,YES,,,
wn:07395104n,bn:00062837n,n,"splash, plash",the sound like water splashing,plonzen,YES,,,
wn:06494016n,bn:00062937n,n,"playlist, play_list",a list of musical selections for performance or for broadcast by radio,afspeellijst,YES,,,
wn:06494016n,bn:00062937n,n,"playlist, play_list",a list of musical selections for performance or for broadcast by radio,playlist,YES,,,
wn:06494016n,bn:00062937n,n,"playlist, play_list",a list of musical selections for performance or for broadcast by radio,afspeellijsten,YES,,,
wn:06494016n,bn:00062937n,n,"playlist, play_list",a list of musical selections for performance or for broadcast by radio,speellijst,YES,,,
wn:00101191n,bn:00062956n,n,playing,the act of playing a musical instrument,spel,YES,,,
wn:00101191n,bn:00062956n,n,playing,the act of playing a musical instrument,spelen,YES,,,
wn:07389931n,bn:00063047n,n,plonk,the noise of something dropping (as into liquid),plof,YES,,,
wn:07390049n,bn:00063048n,n,plop,the noise of a rounded object dropping into a liquid without a splash,plof,YES,,,
wn:07390205n,bn:00063095n,n,plump,the sound of a sudden heavy fall,mollig,YES,,,
wn:07056504n,bn:00063360n,n,polka,music performed for dancing the polka,polka,YES,,,
wn:07056504n,bn:00063360n,n,polka,music performed for dancing the polka,polka's,YES,,,
wn:07056504n,bn:00063360n,n,polka,music performed for dancing the polka,polka_muziek,YES,,,
wn:07025151n,bn:00063473n,n,"polytonality, polytonalism",music that uses two or more different keys at the same time,polytonaliteit,YES,,,
wn:07025151n,bn:00063473n,n,"polytonality, polytonalism",music that uses two or more different keys at the same time,pluritonaliteit,YES,,,
wn:07025151n,bn:00063473n,n,"polytonality, polytonalism",music that uses two or more different keys at the same time,multitonaliteit,YES,,,
wn:07025151n,bn:00063473n,n,"polytonality, polytonalism",music that uses two or more different keys at the same time,bitonaliteit,YES,,,
wn:07025151n,bn:00063473n,n,"polytonality, polytonalism",music that uses two or more different keys at the same time,polytonalism,YES,,,
wn:07025151n,bn:00063473n,n,"polytonality, polytonalism",music that uses two or more different keys at the same time,polytonale,YES,,,
wn:07025151n,bn:00063473n,n,"polytonality, polytonalism",music that uses two or more different keys at the same time,bitonality,YES,,,
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,popmuziek,YES,,,
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,pop,YES,,,
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,populaire_muziek,YES,,,
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,popmuzikant,YES,,,
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,popartiest,YES,,,
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,geschiedenis_van_de_popmuziek,YES,,,
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,popzanger,YES,,,
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,popmuzikanten,YES,,,
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,popsong,YES,,,
wn:08249752n,bn:00063562n,n,pop_group,a group that plays pop music,popgroep,YES,,,
wn:07059255n,bn:00063586n,n,"popular_music, popular_music_genre",any genre of music having wide appeal (but usually only for a short time),pop,YES,,,
wn:07059255n,bn:00063586n,n,"popular_music, popular_music_genre",any genre of music having wide appeal (but usually only for a short time),popmuziek,YES,,,
wn:07059255n,bn:00063586n,n,"popular_music, popular_music_genre",any genre of music having wide appeal (but usually only for a short time),populaire_muziek,YES,,,
wn:07059255n,bn:00063586n,n,"popular_music, popular_music_genre",any genre of music having wide appeal (but usually only for a short time),lichte_muziek,YES,,,
wn:07059255n,bn:00063586n,n,"popular_music, popular_music_genre",any genre of music having wide appeal (but usually only for a short time),populair_lied,YES,,,
wn:07059255n,bn:00063586n,n,"popular_music, popular_music_genre",any genre of music having wide appeal (but usually only for a short time),populaire_muziek_genre,YES,,,
wn:07059255n,bn:00063586n,n,"popular_music, popular_music_genre",any genre of music having wide appeal (but usually only for a short time),populaire_liedjes,YES,,,
wn:07025302n,bn:00063591n,n,popularism,music adapted to the understanding and taste of the majority,popularism,YES,,,
wn:07041344n,bn:00063801n,n,postlude,a voluntary played at the end of a religious service,naspel,YES,,,
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,prelude,YES,,,
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,praeludium,YES,,,
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,voorspel,YES,,,
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,introductie,YES,,,
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,intro,YES,,,
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,entree,YES,,,
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,preambule,YES,,,
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,preludium,YES,,,
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,intrada,YES,,,
wn:07031276n,bn:00064397n,n,primo,the principal part of a duet (especially a piano duet),primo,YES,,,
wn:07034409n,bn:00064548n,n,"processional, prosodion",religious music used in a procession,processie-,YES,,,
wn:07034409n,bn:00064548n,n,"processional, prosodion",religious music used in a procession,prosodion,YES,,,
wn:07058871n,bn:00064549n,n,"processional_march, recessional_march",a march to be played for processions,recessie_maart,YES,,,
wn:07058871n,bn:00064549n,n,"processional_march, recessional_march",a march to be played for processions,processie_maart,YES,,,
wn:07281219n,bn:00064649n,n,"program_music, programme_music",musical compositions intended to evoke images or remind the listener of events,programma_muziek,YES,,,
wn:10487363n,bn:00064967n,n,psalmist,a composer of sacred songs,psalmist,YES,,,
wn:10492894n,bn:00065236n,n,"punk_rocker, punk",a teenager or young adult who is a performer (or enthusiast) of punk rock and a member of the punk youth subculture,punk_beweging,YES,,,
wn:10492894n,bn:00065236n,n,"punk_rocker, punk",a teenager or young adult who is a performer (or enthusiast) of punk rock and a member of the punk youth subculture,punk_subcultuur,YES,,,
wn:10492894n,bn:00065236n,n,"punk_rocker, punk",a teenager or young adult who is a performer (or enthusiast) of punk rock and a member of the punk youth subculture,punkrocker,YES,,,
wn:10492894n,bn:00065236n,n,"punk_rocker, punk",a teenager or young adult who is a performer (or enthusiast) of punk rock and a member of the punk youth subculture,punk_cultuur,YES,,,
wn:10492894n,bn:00065236n,n,"punk_rocker, punk",a teenager or young adult who is a performer (or enthusiast) of punk rock and a member of the punk youth subculture,punk,YES,,,
wn:10492894n,bn:00065236n,n,"punk_rocker, punk",a teenager or young adult who is a performer (or enthusiast) of punk rock and a member of the punk youth subculture,punk_rocker,YES,,,
wn:10492894n,bn:00065236n,n,"punk_rocker, punk",a teenager or young adult who is a performer (or enthusiast) of punk rock and a member of the punk youth subculture,punk_scene,YES,,,
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,punk,YES,,,
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,punk_rock,YES,,,
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,punkrock,YES,,,
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,punkmuziek,YES,,,
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,punkband,YES,,,
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,punk-rock,YES,,,
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,punk_muziek,YES,,,
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,punk_revival,YES,,,
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,punk_rock_band,YES,,,
wn:05719605n,bn:00065278n,n,"tone, pure_tone",a steady sound without overtones,toon,YES,,,
wn:05719605n,bn:00065278n,n,"tone, pure_tone",a steady sound without overtones,zuivere_toon,YES,,,
wn:05719605n,bn:00065278n,n,"tone, pure_tone",a steady sound without overtones,muzikale_toon,YES,,,
wn:04030965n,bn:00065499n,n,"quadraphony, quadraphonic_system, quadriphonic_system",a stereophonic sound recording or reproducing system using four separate channels,quadrophonic,YES,,,
wn:04030965n,bn:00065499n,n,"quadraphony, quadraphonic_system, quadriphonic_system",a stereophonic sound recording or reproducing system using four separate channels,quadraphony,YES,,,
wn:04030965n,bn:00065499n,n,"quadraphony, quadraphonic_system, quadriphonic_system",a stereophonic sound recording or reproducing system using four separate channels,quadrafonische_geluid,YES,,,
wn:04030965n,bn:00065499n,n,"quadraphony, quadraphonic_system, quadriphonic_system",a stereophonic sound recording or reproducing system using four separate channels,quadrafonische,YES,,,
wn:04030965n,bn:00065499n,n,"quadraphony, quadraphonic_system, quadriphonic_system",a stereophonic sound recording or reproducing system using four separate channels,quadrafonische_systeem,YES,,,
wn:04030965n,bn:00065499n,n,"quadraphony, quadraphonic_system, quadriphonic_system",a stereophonic sound recording or reproducing system using four separate channels,quadriphonic_systeem,YES,,,
wn:07056593n,bn:00065508n,n,quadrille,music for dancing the quadrille,quadrille,YES,,,
wn:07056593n,bn:00065508n,n,quadrille,music for dancing the quadrille,quadrilles,YES,,,
wn:04987620n,bn:00065539n,n,"timbre, timber, quality, tone",(music) the distinctive property of a complex sound (a voice or noise or musical sound),timbre,YES,,,
wn:04987620n,bn:00065539n,n,"timbre, timber, quality, tone",(music) the distinctive property of a complex sound (a voice or noise or musical sound),klankkleur,YES,,,
wn:04987620n,bn:00065539n,n,"timbre, timber, quality, tone",(music) the distinctive property of a complex sound (a voice or noise or musical sound),toon,YES,,,
wn:04987620n,bn:00065539n,n,"timbre, timber, quality, tone",(music) the distinctive property of a complex sound (a voice or noise or musical sound),geluid,YES,,,
wn:04987620n,bn:00065539n,n,"timbre, timber, quality, tone",(music) the distinctive property of a complex sound (a voice or noise or musical sound),timbrale,YES,,,
wn:04987620n,bn:00065539n,n,"timbre, timber, quality, tone",(music) the distinctive property of a complex sound (a voice or noise or musical sound),timbres,YES,,,
wn:06871262n,bn:00065595n,n,quarter_rest,a musical rest having one-fourth the time value of a whole rest,kwartrust,YES,,,
wn:08247251n,bn:00065609n,n,"quartet, quartette",four performers or singers who perform together,kwartet,YES,,,
wn:08247251n,bn:00065609n,n,"quartet, quartette",four performers or singers who perform together,viertal,YES,,,
wn:08247251n,bn:00065609n,n,"quartet, quartette",four performers or singers who perform together,jazz_kwartet,YES,,,
wn:08247251n,bn:00065609n,n,"quartet, quartette",four performers or singers who perform together,kwartetten,YES,,,
wn:08247251n,bn:00065609n,n,"quartet, quartette",four performers or singers who perform together,vocaal_kwartet,YES,,,
wn:07041688n,bn:00065610n,n,"quartet, quartette",a musical composition for four performers,kwartet,YES,,,
wn:07058668n,bn:00065699n,n,quickstep,military march accompanying quick time,quickstep,YES,,,
wn:04982207n,bn:00065703n,n,"silence, quiet",the absence of sound,stilte,YES,,,
wn:04982207n,bn:00065703n,n,"silence, quiet",the absence of sound,rust,YES,,,
wn:04982207n,bn:00065703n,n,"silence, quiet",the absence of sound,antigeluid,YES,,,
wn:07041795n,bn:00065730n,n,"quintet, quintette",a musical composition for five performers,kwintet,YES,,,
wn:07041795n,bn:00065730n,n,"quintet, quintette",a musical composition for five performers,vijftal,YES,,,
wn:08247703n,bn:00065731n,n,"quintet, quintette",five performers or singers who perform together,kwintet,YES,,,
wn:08247703n,bn:00065731n,n,"quintet, quintette",five performers or singers who perform together,vijftal,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,rhythm_and_blues,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,rhythm-and-blues,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,rhythm_&_blues,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,rnb,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,race_music,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,rhythm_en_blues,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,r'n'b,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,r_&_b,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,r’n’b,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,r&b,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,r__b,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,r__b_muziek,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,r_en_b,YES,,,
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,rhythm__blues,YES,,,
wn:07390945n,bn:00065847n,n,racket,a loud and disturbing noise,herrie,YES,,,
wn:07390945n,bn:00065847n,n,racket,a loud and disturbing noise,lawaai,YES,,,
wn:07390945n,bn:00065847n,n,racket,a loud and disturbing noise,drukte,YES,,,
wn:07390945n,bn:00065847n,n,racket,a loud and disturbing noise,leven,YES,,,
wn:07390945n,bn:00065847n,n,racket,a loud and disturbing noise,kabaal,YES,,,
wn:07390945n,bn:00065847n,n,racket,a loud and disturbing noise,rumoer,YES,,,
wn:07060844n,bn:00065987n,n,"ragtime, rag",music with a syncopated melody (usually for the piano),ragtime,YES,,,
wn:07060844n,bn:00065987n,n,"ragtime, rag",music with a syncopated melody (usually for the piano),rag,YES,,,
wn:07060844n,bn:00065987n,n,"ragtime, rag",music with a syncopated melody (usually for the piano),ragtime_muziek,YES,,,
wn:07060844n,bn:00065987n,n,"ragtime, rag",music with a syncopated melody (usually for the piano),gesyncopeerde_maat,YES,,,
wn:07391240n,bn:00066082n,n,"rattle, rattling, rale",a rapid series of short loud sounds (as might be heard with a stethoscope in some types of respiratory disorders),gerammel,YES,,,
wn:07391240n,bn:00066082n,n,"rattle, rattling, rale",a rapid series of short loud sounds (as might be heard with a stethoscope in some types of respiratory disorders),gereutel,YES,,,
wn:07391240n,bn:00066082n,n,"rattle, rattling, rale",a rapid series of short loud sounds (as might be heard with a stethoscope in some types of respiratory disorders),rale,YES,,,
wn:07391240n,bn:00066082n,n,"rattle, rattling, rale",a rapid series of short loud sounds (as might be heard with a stethoscope in some types of respiratory disorders),ratelende,YES,,,
wn:10507482n,bn:00066191n,n,rapper,someone who performs rap music,rapper,YES,,,
wn:10507482n,bn:00066191n,n,rapper,someone who performs rap music,flow,YES,,,
wn:10507482n,bn:00066191n,n,rapper,someone who performs rap music,rap,YES,,,
wn:10507482n,bn:00066191n,n,rapper,someone who performs rap music,proto-rap,YES,,,
wn:10507482n,bn:00066191n,n,rapper,someone who performs rap music,stroom,YES,,,
wn:10507482n,bn:00066191n,n,rapper,someone who performs rap music,emceeing,YES,,,
wn:10507482n,bn:00066191n,n,rapper,someone who performs rap music,rappen,YES,,,
wn:10507482n,bn:00066191n,n,rapper,someone who performs rap music,rappers,YES,,,
wn:07391079n,bn:00066219n,n,"rat-a-tat-tat, rat-a-tat, rat-tat",a series of short sharp taps (as made by strokes on a drum or knocks on a door),geklop,YES,,,
wn:07391079n,bn:00066219n,n,"rat-a-tat-tat, rat-a-tat, rat-tat",a series of short sharp taps (as made by strokes on a drum or knocks on a door),rat-a-tat-tat,YES,,,
wn:07449676n,bn:00066281n,n,rave,a dance party that lasts all night and electronically synthesized music is played,rave,YES,,,
wn:07449676n,bn:00066281n,n,rave,a dance party that lasts all night and electronically synthesized music is played,happy_rave,YES,,,
wn:07449676n,bn:00066281n,n,rave,a dance party that lasts all night and electronically synthesized music is played,early_rave,YES,,,
wn:07449676n,bn:00066281n,n,rave,a dance party that lasts all night and electronically synthesized music is played,rave_muziek,YES,,,
wn:00338821n,bn:00066440n,n,rearrangement,changing an arrangement,herschikking,YES,,,
wn:00338821n,bn:00066440n,n,rearrangement,changing an arrangement,herstructurering,YES,,,
wn:07039238n,bn:00066482n,n,recapitulation,(music) the section of a composition or movement (especially in sonata form) in which musical themes that were introduced earlier are repeated,recapitulatie,YES,,,
wn:00940217n,bn:00066483n,n,recapitulation,(music) the repetition of themes introduced earlier (especially when one is composing the final part of a movement),reprise,YES,,,
wn:06893441n,bn:00066535n,n,recital,performance of music or dance especially by soloists,recital,YES,,,
wn:06893441n,bn:00066535n,n,recital,performance of music or dance especially by soloists,pianorecital,YES,,,
wn:06893441n,bn:00066535n,n,recital,performance of music or dance especially by soloists,overwegingen,YES,,,
wn:06893441n,bn:00066535n,n,recital,performance of music or dance especially by soloists,recitals,YES,,,
wn:06893441n,bn:00066535n,n,recital,performance of music or dance especially by soloists,overweging,YES,,,
wn:10511649n,bn:00066538n,n,recitalist,a musician who gives recitals,recitals,YES,,,
wn:07087346n,bn:00066540n,n,recitative,a vocal passage of narrative text that a singer delivers with natural rhythms of speech,recitatief,YES,,,
wn:07087346n,bn:00066540n,n,recitative,a vocal passage of narrative text that a singer delivers with natural rhythms of speech,recitatieven,YES,,,
wn:08478261n,bn:00066581n,n,record_company,a company that makes and sells musical recordings,platenmaatschappij,YES,,,
wn:08478261n,bn:00066581n,n,record_company,a company that makes and sells musical recordings,grote_platenmaatschappijen,YES,,,
wn:08478261n,bn:00066581n,n,record_company,a company that makes and sells musical recordings,major_label,YES,,,
wn:08478261n,bn:00066581n,n,record_company,a company that makes and sells musical recordings,muziek_label,YES,,,
wn:08478261n,bn:00066581n,n,record_company,a company that makes and sells musical recordings,grote_platenmaatschappij,YES,,,
