wn_synset,bn:id,pos,lemmata EN,definition,lemmata DE,is it related to music
wn:06816106n,bn:00070987n,n,sheet_music,a musical composition in printed or written form,"noten, musiknoten, partitur",YES
wn:06861860n,bn:00073805n,n,"staff, stave",(music) the system of five horizontal lines on which the musical notes are written,"notenlinien, notensystem, notenlinie, liniensystem, notenzeile, musikalischen_personal, notation, großen_personal",YES
wn:06862562n,bn:00019683n,n,clef,a musical notation written on a staff indicating the pitch of the notes following it,"notenschlüssel, bassschlüssel, baßschlüssel, f-schlüssel, c-schlüssel, baritonschlüssel, altschlüssel, g-schlüssel, tenorschlüssel, mezzosopranschlüssel, bratschenschlüssel, schlüssel, 𝇑, 𝇐, sopranschlüssel, violinschlüssel, 𝄤, chiavette, 𝄟, diskantschlüssel, 𝄞, γ-schlüssel, 𝄣, 𝄢, 𝄡, 𝄠",YES
wn:06814870n,bn:00056462n,n,musical_notation,(music) notation used by musicians,"notenschrift, notation, notentext, notenbild, musiknotation, musikalische_notation, notenzeichen, tonname, notennamen, notenname, rhythmusnotation",YES
wn:03801760n,bn:00056453n,n,"music_stand, music_rack",a light stand for holding sheets of printed music,"notenständer, notenpult",YES
wn:06392660n,bn:00000380n,n,above,an earlier section of a written text,"obige, oben",NO
wn:03838899n,bn:00043159n,n,"oboe, hautboy, hautbois",a slender double-reed instrument; a woodwind with a conical bore and a double-reed mouthpiece,"oboe, hautbois, hoboe, oboist, wiener_oboe, standardoboe, barocken_oboe, oboen",YES
wn:03839172n,bn:00058483n,n,oboe_da_caccia,an alto oboe; precursor of the English horn,oboe_da_caccia,YES
wn:03839276n,bn:00058482n,n,oboe_d'amore,an oboe pitched a minor third lower than the ordinary oboe; used to perform baroque music,"oboe_d'amore, oboe_d’amore, liebesoboe",YES
wn:10369317n,bn:00058484n,n,oboist,a musician who plays the oboe,"oboist, oboistin",YES
wn:07240549n,bn:00050486n,n,"lecture, public_lecture, talk",a speech that is open to the public,"öffentlichen_vortrag, vortrag",NO
wn:07052700n,bn:00040980n,n,"oldie, golden_oldie",a song that was formerly popular,oldie,YES
wn:07062315n,bn:00044145n,n,hillbilly_music,country music originating in mountainous regions of southern United States,"old-time_music, hillbilly_musik, old-time, hillbilly-musik",YES
wn:07026352n,bn:00059107n,n,opera,a drama set to music; consists of singing with orchestral accompaniment and an orchestral overture and interludes,"oper, barockoper, opernsängerin, opern, Operă, geschichte_der_oper, romantische_oper, opernsänger, opernmusik, venezianische_oper",YES
wn:07026646n,bn:00012392n,n,"comic_opera, opera_bouffe, bouffe, opera_comique",opera with a happy ending and in which some of the text is spoken,"opera_buffa, opéra_bouffon, opérette_bouffe, opera_bouffon, opera_bouffe, operette_bouffe, komische_oper, opéra_bouffe, oper_bouffe, buffo, komische_opern, bouffe, opera_comique",YES
wn:07027090n,bn:00051138n,n,"operetta, light_opera",a short amusing opera,"operette, opéra_bouffe, operettensänger, opéra-bouffe, operettensängerin, operetten",YES
wn:10378290n,bn:00059112n,n,"opera_star, operatic_star",singer of lead role in an opera,"opernstar, opern_sterne",YES
wn:08248157n,bn:00059285n,n,orchestra,a musical organization consisting of a group of instrumentalists including string players,"orchester, orchestermusik, symphonieorchester, orchestermusiker, kammerorchester, sinfonieorchester, orchestern, orchesterwerk, symphony_orchestra, chamber_orchestra",YES
wn:03853291n,bn:00059287n,n,"orchestra_pit, pit",lowered area in front of a stage where an orchestra accompanies the performers,orchestergraben,YES
wn:10382825n,bn:00059486n,n,organist,a person who plays an organ,"organist, organistin, orgelspieler, orgelspielerin, domorganist, konzertorganist",YES
wn:03854065n,bn:00059461n,n,"organ, pipe_organ",wind instrument whose sound is produced by means of pipes arranged in sets supplied with air from a bellows and controlled from a large complex musical keyboard,"orgel, kirchenorgel, pfeifenorgel, konzertorgel, orgelbewegung, pfeifenklavier, orgellandschaft, langhausorgel, kombinationsorgel, kirchorgel, orgeln",YES
wn:06858674n,bn:00061230n,n,"pedal_point, pedal",a sustained bass note,"orgelpunkt, liegeton",YES
wn:11118362n,bn:00050089n,n,"Lasso, Orlando_di_Lasso, Roland_de_Lassus",Belgian composer (1532-1594),"orlando_di_lasso, roland_de_lassus",NO
wn:03282401n,bn:00030473n,n,embellishment,a superfluous ornament,"ornament, verzierung, musikalische_verzierung",NO
wn:11026597n,bn:00042742n,n,"Hammerstein, Oscar_Hammerstein, Oscar_Hammerstein_II",United States lyricist who collaborated on many musical comedies (most successfully with Richard Rodgers) (1895-1960),"oscar_hammerstein_ii, oscar_hammerstein, oscar_greeley_clendenning_hammerstein_ii, hammerstein",YES
wn:09735113n,bn:00059645n,n,"Ottoman, Ottoman_Turk, Osmanli",a Turk (especially a Turk who is a member of the tribe of Osman I),"osmanli, osmanischen_türken",NO
wn:07045637n,bn:00059680n,n,ostinato,a musical phrase repeated over and over during a composition,"ostinato, vamp, gitarrenriff, riffs",YES
wn:11258214n,bn:00059731n,n,"Respighi, Ottorino_Respighi",Italian composer remembered for his symphonic poems (1879-1936),"ottorino_respighi, respighi",NO
wn:07040820n,bn:00059923n,n,overture,orchestral music played at the beginning of an opera or oratorio,"ouvertüre, ouverture, opernouvertüre, konzert-ouvertüre",YES
wn:06688751n,bn:00059828n,n,"ovation, standing_ovation",enthusiastic recognition (especially one accompanied by loud applause),"ovation, stehapplaus, beifallssturm, stehende_ovation, stehbeifall, standing_ovations",YES
wn:10834869n,bn:00008632n,n,"Barnum, P._T._Barnum, Phineas_Taylor_Barnum",United States showman who popularized the circus (1810-1891),"p._t._barnum, phineas_taylor_barnum, barnum_and_bailey, phineas_t._barnum, barnum",NO
wn:10885831n,bn:00016382n,n,"Casals, Pablo_Casals",an outstanding Spanish cellist noted for his interpretation of Bach's cello suites (1876-1973),"pablo_casals, pau_casals, el_pesebre, pau_casals_i_defilló, casals",NO
wn:03884397n,bn:00060368n,n,"panpipe, pandean_pipe, syrinx",a primitive wind instrument consisting of several parallel pipes bound together,"panflöte, längsflötenspiele, pandean_rohr",YES
wn:06392935n,bn:00006123n,n,"article, clause",a separate section of a legal document (as a statute or contract or will),"paragraph, klausel",NO
wn:06780309n,bn:00013998n,n,"parody, lampoon, spoof, sendup, mockery, takeoff, burlesque, travesty, charade, pasquinade, put-on","a composition that imitates or misrepresents somebody's style, usually in a humorous way","parodie, parodien, stimmparodie, parodist, gegenlied, parodistisch, pasquinade, travestie, farce, lächerliche_karikatur, sendup, parodiert, schmähschrift, parodistischen",NO
wn:00549610n,bn:00055432n,n,"parody, mockery, takeoff",humorous or satirical mimicry,parodie_musik,NO
wn:07047165n,bn:00060814n,n,partita,(music) an instrumental suite common in the 18th century,partita,YES
wn:06815714n,bn:00056470n,n,"score, musical_score",a written form of a musical composition; parts for different instruments appear on separate staves on large pages,partitur,YES
wn:07056265n,bn:00060869n,n,paso_doble,music in march time composed for dancing the paso doble; often played at bull fights,"paso_doble, pasodoble",YES
wn:06400271n,bn:00060882n,n,passage,a section of text; particularly a section of medium length,passus,NO
wn:03897520n,bn:00060947n,n,pastiche,a work of art that imitates the style of some previous work,"pastiche, pastisz, nachahmungen",NO
wn:07043824n,bn:00045863n,n,"pastorale, pastoral, idyll, idyl",a musical composition that evokes rural life,pastorale,YES
wn:03612965n,bn:00048981n,n,"kettle, kettledrum, tympanum, tympani, timpani",a large hemispherical brass or copper percussion instrument with a drumhead that can be tuned by adjusting the tension on it,"pauke, kesselpauke, pauken, timpani, paukist, timpano, tympani, kesselpauken, maschinenpauke, pedalpauke",YES
wn:10734963n,bn:00077328n,n,"tympanist, timpanist",a person who plays the kettledrums,"pauker, paukist",YES
wn:10944593n,bn:00029073n,n,"Dukas, Paul_Dukas",French composer (1865-1935),"paul_dukas, dukas",NO
wn:11050870n,bn:00044172n,n,"Hindemith, Paul_Hindemith",German neoclassical composer and conductor who believed that music should have a social purpose (1895-1963),"paul_hindemith, hindemith, paul_merano",NO
wn:11167952n,bn:00053977n,n,"McCartney, Paul_McCartney, Sir_James_Paul_McCartney",English rock star and bass guitarist and songwriter who with John Lennon wrote most of the music for the Beatles (born in 1942),"paul_mccartney, james_paul_mccartney, sir_james_paul_mccartney, mccartney",NO
wn:11301279n,bn:00061069n,n,"Simon, Paul_Simon",United States singer and songwriter (born in 1942),"paul_simon, paul_frederic_simon, jerry_landis",NO
wn:06865177n,bn:00067374n,n,rest,a musical notation indicating a silence of a specified duration,"pausenzeichen, pause, rest",YES
wn:07056406n,bn:00061078n,n,"pavane, pavan",music composed for dancing the pavane,"pavane, paduane, pavana, paduana, pavanas, paduan, schreittanz",YES
wn:13284973n,bn:00061124n,n,payola,a bribe given to a disc jockey to induce him to promote a particular record,"payola, pay_to_play, pay_for_play, schmiergeld",YES
wn:06861435n,bn:00061429n,n,"pentatonic_scale, pentatone",a gapped scale with five notes; usually the fourth and seventh notes of the diatonic scale are omitted,"pentatonik, pentatonische_skala, fünftonmusik, fünfton-musik, pentatonisch, fünftonleiter, pentatonische, pentatone",YES
wn:04635482n,bn:00029299n,n,"dynamism, pizzazz, pizzaz, oomph, zing",the activeness of an energetic personality,"pep, pizzaz",NO
wn:11010697n,bn:00040231n,n,"Grainger, Percy_Grainger, Percy_Aldridge_Grainger, George_Percy_Aldridge_Grainger",United States composer (born in Australia) who lived in London and collected English folk songs (1882-1961),"percy_grainger, percy_aldridge_grainger, grainger, george_percy_aldridge_grainger",NO
wn:10831363n,bn:00007977n,n,"Bailey, Pearl_Bailey, Pearl_Mae_Bailey",United States singer (1918-1990),"perle_mae_bailey, pearl_bailey",NO
wn:11290984n,bn:00061800n,n,"Seeger, Pete_Seeger, Peter_Seeger",United States folk singer who was largely responsible for the interest in folk music in the 1960s (born in 1919),"pete_seeger, peter_seger, peter_seeger",NO
wn:06806098n,bn:00081042n,n,"whistle, whistling","the act of signalling (e.g., summoning) by whistling or blowing a whistle",pfeifen,YES
wn:08248856n,bn:00061953n,n,"symphony_orchestra, symphony, philharmonic",a large orchestra; can perform symphonies,"philharmonie, symphonieorchester, philharmoniker, sinfonieorchester, sinfonie_in_d-moll",YES
wn:07045353n,bn:00056468n,n,"phrase, musical_phrase",a short musical passage,"phrase, musikalische_phrase, musikalische_phrasierung",YES
wn:04991389n,bn:00062202n,n,"piano, pianissimo",(music) low loudness,"pianissimo, dynamik",YES
wn:10430665n,bn:00062203n,n,"pianist, piano_player",a person who plays the piano,"pianist, klavierspieler, pianistin, klavierspielerin, klassischer_pianist, konzertpianist, pianisten",YES
wn:10859369n,bn:00012409n,n,"Boulez, Pierre_Boulez",French composer of serial music (born in 1925),"pierre_boulez, boulez",NO
wn:11408041n,bn:00062467n,n,"Zukerman, Pinchas_Zukerman",Israeli violinist (born in 1948),"pinchas_zukerman, pinchas_zuckerman, zukerman",NO
wn:05643491n,bn:00013508n,n,brushwork,an artist's distinctive technique of applying paint with a brush,pinselführung,NO
wn:07058762n,bn:00062215n,n,pibroch,martial music with variations; to be played by bagpipes,"piobaireachd, pibroch, ceol_mor",NO
wn:10434947n,bn:00062578n,n,pipe_major,the chief piper in a band of bagpipes,pipe_major,YES
wn:07024607n,bn:00062696n,n,pizzicato,a note or passage that is played pizzicato,"pizzicato, 𝆭, pizzikato",YES
wn:11333762n,bn:00061805n,n,"Tchaikovsky, Peter_Tchaikovsky, Peter_Ilich_Tchaikovsky, Pyotr_Tchaikovsky, Pyotr_Ilych_Tchaikovsky",important Russian composer whose works are noted for their expressive melodies (1840-1893),"pjotr_tschaikowski, peter_tschaikowsky, pjotr_iljitsch_tschaikowski, peter_tschaikowski, peter_iljitsch_tschaikowsky, pjotr_iljitsch_tschaikowsky, tchaikovsky, pjotr_tschajkowski, piotr_ilyitch_tchaikovsky, tchaikovskij, tschaikovsky, пётр_ильич_чайковский, pyotr_ilyich_tschaikovski, tschaikovski, peter_tschaikovsky, pyotr_ilyich_tchaikovsky, чайковский, pjotr_tschaikowsky, peter_tschajkowski, tchaikowskij, tchaikowski, tschaikowsky, piotr_tchaikovsky, tschaikovskij, tschajkowski, peter_iljitsch_tschaikowski, pjotr_iljitsch_tschajkowski, tschaikowski, peter_iljitsch_tschajkowski, tschajkowsky, pyotr_tchaikovsky, tchaikovski",NO
wn:10938199n,bn:00028180n,n,"Domingo, Placido_Domingo",Spanish operatic tenor noted for performances in operas by Verdi and Puccini (born in 1941),"placido_domingo, plácido_domingo, josé_plácido_domingo_embil, placido_domingo_ferrer, domingo",NO
wn:07395104n,bn:00062837n,n,"splash, plash",the sound like water splashing,plätschern,YES
wn:08478261n,bn:00066581n,n,record_company,a company that makes and sells musical recordings,"plattenfirma, plattenfirmen, musiklabel, großen_plattenfirma, großen_plattenfirmen, musik-label, musikunternehmen, major-label, sublabel",YES
wn:04064401n,bn:00062042n,n,"record_player, phonograph",machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,"plattenspieler, phonograph, phonographen, grammophon, jrammofohn, grammofon, walzenphonograph, phonograf, fonograf, edisonapparat, gramaphone, tonarm, turntables",YES
wn:04063154n,bn:00007310n,n,"record_changer, auto-changer, changer",an automatic mechanical device on a record player that causes new records to be played without manual intervention,"plattenwechsler, cd-wechsler",YES
wn:10742005n,bn:00079375n,n,usherette,a female usher,"platzanweiser, platzanweiserin",NO
wn:03738066n,bn:00054057n,n,"mechanical_piano, Pianola, player_piano",a mechanically operated piano that uses a roll of perforated paper to activate the keys,"player_piano, pianola, organola, selbstspielklavier, vorsetzer, phonola, mechanisches_klavier",YES
wn:06494016n,bn:00062937n,n,"playlist, play_list",a list of musical selections for performance or for broadcast by radio,"playlist, wiedergabeliste, wiedergabelisten, play_list",YES
wn:03467796n,bn:00042151n,n,guitar_pick,a plectrum used to pluck a guitar,plektrum,YES
wn:07390049n,bn:00063048n,n,plop,the noise of a rounded object dropping into a liquid without a splash,plumps,YES
wn:07056504n,bn:00063360n,n,polka,music performed for dancing the polka,"polka, polkas, polkamusik",YES
wn:07390205n,bn:00063095n,n,plump,the sound of a sudden heavy fall,polstern,YES
wn:07024929n,bn:00021565n,n,"polyphony, polyphonic_music, concerted_music",music arranged in parts for several voices or instruments,"polyphonie, polyfonie, mehrstimmigkeit, polyphone_musik, konzertierte_musik, polyphoner_musik, polyphone",YES
wn:07025151n,bn:00063473n,n,"polytonality, polytonalism",music that uses two or more different keys at the same time,"polytonalität, polytonalism, bitonalität, polytonal",YES
wn:11242469n,bn:00063517n,n,"Ponselle, Rosa_Ponselle, Rosa_Melba_Ponselle",United States soprano (1897-1981),"ponselle, rosa_melba_ponselle, rosa_ponselle",NO
wn:08249752n,bn:00063562n,n,pop_group,a group that plays pop music,pop-gruppe,YES
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,"popmusik, pop, popsong, populärmusik, popmusiker, popularmusik, pop-musik, popgruppe, popsänger, dark_pop, populäre_musik, popsängerin, pop-song",YES
wn:07059255n,bn:00063586n,n,"popular_music, popular_music_genre",any genre of music having wide appeal (but usually only for a short time),"populäre_musik, beliebte_musikrichtung, popmusik",YES
wn:07025302n,bn:00063591n,n,popularism,music adapted to the understanding and taste of the majority,popularism,YES
wn:10730416n,bn:00078390n,n,"trombonist, trombone_player",a musician who plays the trombone,"posaunist, posaunistin, posaunisten",YES
wn:10455915n,bn:00063698n,n,"poseur, poser",a person who habitually pretends to be something he is not,"poser, poseur, angeberin, angeber, wichtigtuer",NO
wn:10456070n,bn:00063700n,n,poseuse,a woman poseur,poseuse,NO
wn:07047505n,bn:00054166n,n,"medley, potpourri, pastiche",a musical composition consisting of a series of songs or other musical pieces from various sources,potpourri,YES
wn:07230089n,bn:00011623n,n,"braggadocio, bluster, rodomontade, rhodomontade",vain and empty boasting,"prahlerei, rhodomontade",NO
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,"präludium, praeludium, preludio, präludien, preludien, preludium, vorspiel, prélude, intrada",YES
wn:10471732n,bn:00027843n,n,"prima_donna, diva",a distinguished female operatic singer; a female operatic star,"primadonna, diva, primadonna_assoluta, diven, primo_uomo, divas",YES
wn:07031276n,bn:00064397n,n,primo,the principal part of a duet (especially a piano duet),primo,YES
wn:00897026n,bn:00028948n,n,"rehearsal, dry_run",a practice session in preparation for a public performance (as of a play or speech or concert),"probe, rehearsal, probelauf, dry_run",YES
wn:06748466n,bn:00064647n,n,"program, programme",an announcement of the events that will occur as part of a theatrical or sporting event,"programmheft, souvenir-programm, programm",NO
wn:07281219n,bn:00064649n,n,"program_music, programme_music",musical compositions intended to evoke images or remind the listener of events,programmmusik,YES
wn:07065333n,bn:00005947n,n,"progressive_rock, art_rock",a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing,"progressive_rock, prog-rock, prog, art-rock, art_rock, artrock, art_pop, progrock, longtrack, prog_rock, progressive-rock, symphonic_rock, progrock-gruppe, kunst_pop",YES
wn:07010275n,bn:00064708n,n,"promptbook, prompt_copy",the copy of the playscript used by the prompter,"promptbook, prompt_kopie",NO
wn:07034409n,bn:00064548n,n,"processional, prosodion",religious music used in a procession,"prozessionshymne, prosodion",YES
wn:07058871n,bn:00064549n,n,"processional_march, recessional_march",a march to be played for processions,"prozessionsweg_märz, recessional_märz",YES
wn:10487363n,bn:00064967n,n,psalmist,a composer of sacred songs,"psalmist, psalmisten",YES
wn:05711503n,bn:00007133n,n,"auditory_perception, sound_perception",the perception of sound as a meaningful phenomenon,"psychoakustik, auditiven_wahrnehmung, psychoakustischen_modell, klangwahrnehmung, psychoakustischen, auditive_wahrnehmung",YES
wn:07065740n,bn:00065237n,n,"punk_rock, punk",rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock,"punkrock, punk, punk-rock, punk-rock-band, punkmusik, punkband, punk_rock, punk-band, punk-musik, punk-revival",YES
wn:10492894n,bn:00065236n,n,"punk_rocker, punk",a teenager or young adult who is a performer (or enthusiast) of punk rock and a member of the punk youth subculture,"punk-rocker, punk-szene, punk, punk-subkultur, punk-bewegung, punk-kultur",YES
wn:05865998n,bn:00063213n,n,point,a geometric element that has position but no extension,punkt,NO
wn:10291580n,bn:00044610n,n,"manikin, mannikin, homunculus",a person who is very small but who is not otherwise deformed or abnormal,puppe,NO
wn:07056593n,bn:00065508n,n,quadrille,music for dancing the quadrille,"quadrille, quadrillen",YES
wn:04030965n,bn:00065499n,n,"quadraphony, quadraphonic_system, quadriphonic_system",a stereophonic sound recording or reproducing system using four separate channels,"quadriphonic_system, quadrophonie, quadrofonie, quadrophonie-system, quadraphonic",YES
wn:08247251n,bn:00065609n,n,"quartet, quartette",four performers or singers who perform together,"quartett, bläserquartett, vokalquartett, jazz-quartett",YES
wn:07041795n,bn:00065730n,n,"quintet, quintette",a musical composition for five performers,quintett,YES
wn:08247703n,bn:00065731n,n,"quintet, quintette",five performers or singers who perform together,quintett,YES
wn:07294423n,bn:00020910n,n,"deserts, comeuppance, comeupance",an outcome (good or bad) that is well deserved,"quittung, comeuppance, comeupance, wüsten",NO
wn:10500942n,bn:00065675n,n,"question_master, quizmaster",the host or chairman of a radio or tv quiz show or panel game,"quizmaster, quizmasterin",NO
wn:05815412n,bn:00065754n,n,quodlibet,an issue that is presented for formal disputation,quodlibet,NO
wn:09826074n,bn:00007443n,n,"avenger, retaliator",someone who takes vengeance,"rächer, retaliator",NO
wn:06372925n,bn:00041169n,n,"Gotterdammerung, Ragnarok, Twilight_of_the_Gods",myth about the ultimate destruction of the gods in a battle with evil,"ragnarök, twilight_of_the_gods, götterdämmerung, ragnarok",NO
wn:07060844n,bn:00065987n,n,"ragtime, rag",music with a syncopated melody (usually for the piano),"ragtime, ragtimes",YES
wn:00951037n,bn:00066015n,n,"rail_technology, railroading",the activity of designing and constructing and operating railroads,"railroading, rail-technik",NO
wn:05045208n,bn:00061303n,n,"rain, pelting",anything happening rapidly or in quick successive,"rain, pelting",NO
wn:11361585n,bn:00066090n,n,"Vaughan_Williams, Ralph_Vaughan_Williams",English composer influenced by folk tunes and music of the Tudor period (1872-1958),"ralph_vaughan_williams, vaughan_williams",NO
wn:10507482n,bn:00066191n,n,rapper,someone who performs rap music,"rapper, rap, proto-rap, strömung, emceeing, rappen",YES
wn:04056289n,bn:00066269n,n,rattle,a baby's toy that makes percussive noises when shaken,"rassel, klapper",NO
wn:07391079n,bn:00066219n,n,"rat-a-tat-tat, rat-a-tat, rat-tat",a series of short sharp taps (as made by strokes on a drum or knocks on a door),"rat-a-tat, rat-a-tat-tat, rat-tat",YES
wn:07043026n,bn:00030910n,n,"enigma_canon, enigmatic_canon, enigmatical_canon, riddle_canon",a canon in which the entrances of successive parts were indicated by cryptic symbols and devices (popular in the 15th and 16th centuries),"rätselhaften_canon, enigmatical_canon, enigma_canon, rätsel_canon",YES
wn:09837088n,bn:00008314n,n,"bandit, brigand",an armed thief who is (usually) a member of a band,"räuber, bandit, banditen",NO
wn:07396530n,bn:00075624n,n,"swoosh, whoosh",the noise produced by the sudden rush of a fluid (a gas or liquid),rauschen,NO
wn:07449676n,bn:00066281n,n,rave,a dance party that lasts all night and electronically synthesized music is played,"rave, rave-musik",YES
wn:02492054v,bn:00092390v,v,rave,participate in an all-night techno dance party,raven,NO
wn:11295464n,bn:00066288n,n,"Shankar, Ravi_Shankar",Indian sitar player who popularized classical Indian music in the West (born in 1920),"ravi_shankar, shankar",NO
wn:10511649n,bn:00066538n,n,recitalist,a musician who gives recitals,recitalist,YES
wn:08217865n,bn:00066761n,n,reed_section,the section of a band or orchestra that plays reed instruments,reed_abschnitt,YES
wn:00540211n,bn:00066769n,n,"reel, Scottish_reel",a lively dance of Scottish Highlanders; marked by circular moves and gliding steps,"reel, rolle, scottish_reel",YES
wn:07050177n,bn:00018783n,n,"refrain, chorus",the part of a song where a soloist is joined by a group of singers,"refrain, kehrreim, kehrvers, chor, gegenrefrain, anfangskehrreim, binnenkehrreim, fester_kehrreim, kettenkehrreim, periodischer_kehrreim, tonrefrain, rahmenreim, wortrefrain, alternierender_kehrreim, endkehrreim, flüssiger_kehrreim, schlussrefrain, verzichten",YES
wn:07066285n,bn:00066875n,n,reggae,popular music originating in the West Indies; repetitive bass riffs and regular chords played on the off beat by a guitar,"reggae, reggae-musik",YES
wn:08830005n,bn:00066883n,n,Regina,the provincial capital of Saskatchewan,regina,NO
wn:05126849n,bn:00066891n,n,register,(music) the timbre that is characteristic of a certain range and manner of production of the human voice or of different pipe organ stops or of different musical instruments,register,YES
wn:07027651n,bn:00066951n,n,"reharmonization, reharmonisation",a piece of music whose original harmony has been revised,reharmonisation,YES
wn:07053491n,bn:00068400n,n,roundelay,a song in which a line or phrase is repeated as the refrain,reigen,YES
wn:07035420n,bn:00067052n,n,religious_song,religious music for singing,religiöser_gesang,YES
wn:11334317n,bn:00067104n,n,"Tebaldi, Renata_Tebaldi",Italian operatic soprano (born in 1922),"renata_tebaldi, renata_ersilia_clotilde_tebaldi, tebaldi",NO
wn:06748841n,bn:00065808n,n,racecard,a program for a race meeting; lists the races and the names of the horses,rennprogramm,NO
wn:07039238n,bn:00066482n,n,recapitulation,(music) the section of a composition or movement (especially in sonata form) in which musical themes that were introduced earlier are repeated,reprise,YES
wn:07033913n,bn:00067255n,n,Requiem,a musical setting for a Mass celebrating the dead,requiem,YES
wn:01042661n,bn:00067256n,n,Requiem,a Mass celebrated for the dead,"requiem, seelenmesse, totenmesse",NO
wn:06893441n,bn:00066535n,n,recital,performance of music or dance especially by soloists,"rezital, recital, vortrag, solistin, erwägungsgrund",YES
wn:07087346n,bn:00066540n,n,recitative,a vocal passage of narrative text that a singer delivers with natural rhythms of speech,"rezitativ, seccorezitativ, recitativo, recitativo_secco, secco-rezitativ, accompagnato-rezitativ, recitativo_accompagnato, rezitative",YES
wn:07064315n,bn:00065774n,n,"rhythm_and_blues, R_and_B",a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll,"rhythm_and_blues, rhythm'n'blues, rhythm_’n’_blues, rhythm_&_blues, rhythm_'n'_blues, r_’n’_b, rnb, r&b, r__b_musik, r__b, r_und_b, rhythm-and-blues, rhythm__blues",YES
wn:07086518n,bn:00009396n,n,"rhythm, beat, musical_rhythm",the basic rhythmic unit in a piece of music,"rhythmus, beat, polyrhythmus, grundschlag, schlag, off-beat, rhythmen, rhythmische_einheit, musikalischen_rhythmus",YES
wn:10528816n,bn:00067685n,n,rhythm_and_blues_musician,a performer (and sometimes composer) of rhythm and blues music,rhythmus_und_blues-musiker,YES
wn:08217557n,bn:00061528n,n,"percussion_section, percussion, rhythm_section",the section of a band or orchestra that plays percussion instruments,"rhythmusgruppe, rhythmussektion, rhythm_section, rhythmussection, perkussion, percussion-sektion, schlagzeug, rhythmus-sektion",YES
wn:10942473n,bn:00024937n,n,"D'Oyly_Carte, Richard_D'Oyly_Carte",English impresario who brought Gilbert and Sullivan together and produced many of their operettas in London (1844-1901),"richard_d'oyly_carte, richard_d’oyly_carte, d'oyly_carte",NO
wn:11267745n,bn:00067733n,n,"Rodgers, Richard_Rodgers",United States composer of musical comedies (especially in collaboration with Oscar Hammerstein II and with Lorenz Hart) (1902-1979),"richard_rodgers, richard_rogers, richard_charles_rodgers, rodgers",NO
wn:11321647n,bn:00067736n,n,"Strauss, Richard_Strauss",German composer of many operas; collaborated with librettist Hugo von Hoffmannsthal to produce several operas (1864-1949),"richard_strauss, richard_georg_strauss",NO
wn:11369834n,bn:00067739n,n,"Wagner, Richard_Wagner, Wilhelm_Richard_Wagner",German composer of operas and inventor of the musical drama in which drama and spectacle and music are fused (1813-1883),"richard_wagner, wilhelm_richard_wagner, wagner, wagnerianisch, richard-wagner-gedenkstätten",NO
wn:02456008n,bn:00040391n,n,"giant_armadillo, tatou, tatu, Priodontes_giganteus",about three feet long exclusive of tail,"riesengürteltier, tatu, charango, tatou, priodontes_giganteus",NO
wn:07045788n,bn:00067782n,n,riff,a jazz ostinato; usually provides a background for a solo improvisation,riff,YES
wn:11313726n,bn:00067735n,n,"Starr, Ringo_Starr, Starkey, Richard_Starkey",rock star and drummer for the Beatles (born in 1940),"ringo_starr, richard_starkey, starkey, starr",NO
wn:11287016n,bn:00068019n,n,"Schumann, Robert_Schumann, Robert_Alexander_Schumann",German romantic composer known for piano music and songs (1810-1856),"robert_schumann, robert_alexander_schumann, schumann",NO
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,"rock_n_roll, rock, rockmusik, rock_and_roll, rock_'n'_roll, rock'n'roll, rock_’n’_roll, rock_&_roll, rockmusiker, rocksong, rock’n’roll, rock-n-roll, rock'n_roll, rock-and-roll-, rock__roll",YES
wn:10535881n,bn:00068050n,n,"rocker, rock_'n'_roll_musician",a performer or composer or fan of rock music,rock_'n'_roll_musiker,YES
wn:07064537n,bn:00068078n,n,rockabilly,a fusion of black music and country music that was popular in the 1950s; sometimes described as blues with a country beat,"rockabilly, rockabilly-musik, rockabilly_musik",YES
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,"rockband, gruppe, rock-gruppe, musikgruppe, rockgruppe, solo-projekt, bar_band, solo-künstler, musikalisches_ensemble, pop-rock-band, pop-band",YES
wn:10535706n,bn:00068080n,n,rocker,a teenager or young adult in the 1960s who wore leather jackets and rode motorcycles,"rocker, rockers",NO
wn:06892979n,bn:00068058n,n,rock_concert,a performance of rock music,rock-konzert,YES
wn:06592281n,bn:00068067n,n,rock_opera,albums of rock music that aspired to the status of art; first appeared in the 1960s,"rockoper, rock-oper, rockopern, metal-oper",YES
wn:10536416n,bn:00068075n,n,rock_star,a famous singer of rock music,rockstar,YES
